 ;Image;Region;Area-B;Area-G;Mean-B;Mean-G;IntDen-B;IntDen-G
1;01-DAPI-1-40x-402ms.tif;NBL;0.0382;0.0382;90.1875;1.2216;3.4447;0.0467
2;01-DAPI-1-40x-402ms.tif;NBL;0.0647;0.0647;104.0721;1.2399;6.7304;0.0802
3;01-DAPI-1-40x-402ms.tif;NBL;0.0676;0.0676;77.9085;1.4061;5.2666;0.0951
4;01-DAPI-1-40x-402ms.tif;NBL;0.0444;0.0444;105.9951;1.9022;4.704;0.0844
5;01-DAPI-1-40x-402ms.tif;NBL;0.0194;0.0194;102.4022;2.2737;1.9889;0.0442
6;01-DAPI-1-40x-402ms.tif;NBL;0.0396;0.0396;112.7945;1.7068;4.4672;0.0676
7;01-DAPI-1-40x-402ms.tif;NBL;0.0188;0.0188;117.1098;2.0173;2.1984;0.0379
8;01-DAPI-1-40x-402ms.tif;NBL;0.0347;0.0347;93.7156;1.5844;3.254;0.055
9;01-DAPI-1-40x-402ms.tif;NBL;0.0386;0.0386;92.1742;1.3118;3.5605;0.0507
10;01-DAPI-1-40x-402ms.tif;NBL;0.0336;0.0336;70.629;2.3452;2.3758;0.0789
11;01-DAPI-1-40x-402ms.tif;NBL;0.0047;0.0047;123.8372;3.5581;0.5778;0.0166
12;01-DAPI-1-40x-402ms.tif;NBL;0.1647;0.1647;64.5158;2.6179;10.6266;0.4312
13;01-DAPI-1-40x-402ms.tif;NBL;0.0368;0.0368;92.9735;2.2124;3.4199;0.0814
14;01-DAPI-1-40x-402ms.tif;NBL;0.0449;0.0449;118.6643;1.6522;5.3306;0.0742
15;01-DAPI-1-40x-402ms.tif;NBL;0.0518;0.0518;57.6625;1.7505;2.9845;0.0906
16;01-DAPI-1-40x-402ms.tif;NBL;0.0699;0.0699;101.9348;1.323;7.123;0.0924
17;01-DAPI-1-40x-402ms.tif;NBL;0.0232;0.0232;103.9112;1.257;2.4129;0.0292
18;01-DAPI-1-40x-402ms.tif;NBL;0.0601;0.0601;98.1047;2.2094;5.8974;0.1328
19;01-DAPI-1-40x-402ms.tif;NBL;0.0278;0.0278;101.9023;2.0586;2.8306;0.0572
20;01-DAPI-1-40x-402ms.tif;NBL;0.0608;0.0608;114.0232;1.2411;6.9285;0.0754
21;01-DAPI-1-40x-402ms.tif;NBL;0.0543;0.0543;118.344;1.654;6.4206;0.0897
22;01-DAPI-1-40x-402ms.tif;NBL;0.0615;0.0615;103.8289;1.231;6.3879;0.0757
23;01-DAPI-1-40x-402ms.tif;NBL;0.0424;0.0424;113.0614;1.4399;4.7968;0.0611
24;01-DAPI-1-40x-402ms.tif;NBL;0.0178;0.0178;98.7622;1.311;1.7575;0.0233
25;01-DAPI-1-40x-402ms.tif;NBL;0.0566;0.0566;94.3831;1.6609;5.3459;0.0941
26;01-DAPI-1-40x-402ms.tif;NBL;0.0122;0.0122;97.9821;2.4018;1.1908;0.0292
27;01-DAPI-1-40x-402ms.tif;NBL;0.0574;0.0574;109.7543;0.9679;6.2999;0.0556
28;01-DAPI-1-40x-402ms.tif;NBL;0.0509;0.0509;101.2708;2.0149;5.1536;0.1025
29;01-DAPI-1-40x-402ms.tif;NBL;0.0734;0.0734;66.7707;1.8314;4.8977;0.1343
30;01-DAPI-1-40x-402ms.tif;NBL;0.0303;0.0303;115.7706;1.6595;3.5048;0.0502
31;01-DAPI-1-40x-402ms.tif;NBL;0.0324;0.0324;125.7458;1.7023;4.0796;0.0552
32;01-DAPI-1-40x-402ms.tif;NBL;0.0685;0.0685;108.9778;2.6799;7.4615;0.1835
33;01-DAPI-1-40x-402ms.tif;NBL;0.0297;0.0297;107.7409;1.9489;3.2032;0.0579
34;01-DAPI-1-40x-402ms.tif;NBL;0.0476;0.0476;90.0342;1.6333;4.2887;0.0778
35;01-DAPI-1-40x-402ms.tif;NBL;0.0257;0.0257;104.173;2.2996;2.6789;0.0591
36;01-DAPI-1-40x-402ms.tif;NBL;0.0285;0.0285;117.2357;2.2319;3.3456;0.0637
37;01-DAPI-1-40x-402ms.tif;NBL;0.018;0.018;100.8313;1.7892;1.8162;0.0322
