 ;Image;Region;Area-B;Area-G;Mean-B;Mean-G;IntDen-B;IntDen-G
1;01-DAPI-1-40x-402ms.tif;BL;0.0119;0.0119;109.1727;0.8636;1.3031;0.0103
2;01-DAPI-1-40x-402ms.tif;BL;0.0098;0.0098;93.0556;1.5111;0.9087;0.0148
3;01-DAPI-1-40x-402ms.tif;BL;0.0219;0.0219;83.3465;0.9208;1.8268;0.0202
4;01-DAPI-1-40x-402ms.tif;BL;0.0146;0.0146;94.8148;1.3852;1.3889;0.0203
5;01-DAPI-1-40x-402ms.tif;BL;0.011;0.011;79.8515;1.297;0.8751;0.0142
6;01-DAPI-1-40x-402ms.tif;BL;0.0066;0.0066;65.2459;0.6066;0.4319;0.004
7;01-DAPI-1-40x-402ms.tif;BL;0.0215;0.0215;112.9141;1.3485;2.4259;0.029
8;01-DAPI-1-40x-402ms.tif;BL;0.0168;0.0168;98.9935;0.5871;1.6649;0.0099
9;01-DAPI-1-40x-402ms.tif;BL;0.0196;0.0196;76.8564;0.7569;1.5094;0.0149
10;01-DAPI-1-40x-402ms.tif;BL;0.0117;0.0117;93.9444;0.8796;1.1009;0.0103
11;01-DAPI-1-40x-402ms.tif;BL;0.0205;0.0205;94.963;1.0635;1.9475;0.0218
12;01-DAPI-1-40x-402ms.tif;BL;0.0319;0.0319;122.1122;1.3707;3.8955;0.0437
13;01-DAPI-1-40x-402ms.tif;BL;0.0283;0.0283;92.7931;1.023;2.6279;0.029
14;01-DAPI-1-40x-402ms.tif;BL;0.0129;0.0129;62.1765;0.8319;0.8028;0.0107
15;01-DAPI-1-40x-402ms.tif;BL;0.0151;0.0151;75.4604;0.7554;1.1381;0.0114
16;01-DAPI-1-40x-402ms.tif;BL;0.028;0.028;102.8798;0.9186;2.8801;0.0257
17;01-DAPI-1-40x-402ms.tif;BL;0.0221;0.0221;115.2843;1.3137;2.5519;0.0291
18;01-DAPI-1-40x-402ms.tif;BL;0.0254;0.0254;122.7521;0.8632;3.1168;0.0219
