 ;Image;Region;Area-B;Area-G;Mean-B;Mean-G;IntDen-B;IntDen-G
1;01-DAPI-1-40x-402ms.tif;NBL;0.0519;0.0519;86.7741;0.9854;4.5007;0.0511
2;01-DAPI-1-40x-402ms.tif;NBL;0.034;0.034;79.5272;1.0767;2.701;0.0366
3;01-DAPI-1-40x-402ms.tif;NBL;0.0413;0.0413;77.4987;1.5591;3.2039;0.0645
4;01-DAPI-1-40x-402ms.tif;NBL;0.0135;0.0135;78.3145;1.5565;1.0537;0.0209
5;01-DAPI-1-40x-402ms.tif;NBL;0.0337;0.0337;81.6109;1.8553;2.754;0.0626
6;01-DAPI-1-40x-402ms.tif;NBL;0.022;0.022;104.6897;1.0148;2.306;0.0224
7;01-DAPI-1-40x-402ms.tif;NBL;0.0267;0.0267;98.1626;2.7317;2.6202;0.0729
8;01-DAPI-1-40x-402ms.tif;NBL;0.0587;0.0587;73.9649;1.6118;4.3419;0.0946
9;01-DAPI-1-40x-402ms.tif;NBL;0.0336;0.0336;88.5581;1.2935;2.9788;0.0435
10;01-DAPI-1-40x-402ms.tif;NBL;0.0397;0.0397;55.3607;0.9973;2.1986;0.0396
11;01-DAPI-1-40x-402ms.tif;NBL;0.0356;0.0356;60.9695;1.503;2.1699;0.0535
12;01-DAPI-1-40x-402ms.tif;NBL;0.0479;0.0479;89.7483;1.2268;4.2946;0.0587
13;01-DAPI-1-40x-402ms.tif;NBL;0.0352;0.0352;76.5556;1.1728;2.6914;0.0412
14;01-DAPI-1-40x-402ms.tif;NBL;0.0368;0.0368;73.0767;1.1475;2.688;0.0422
15;01-DAPI-1-40x-402ms.tif;NBL;0.0454;0.0454;75.1675;1.4211;3.4093;0.0645
16;01-DAPI-1-40x-402ms.tif;NBL;0.032;0.032;79.1254;1.6373;2.5328;0.0524
17;01-DAPI-1-40x-402ms.tif;NBL;0.0448;0.0448;90.4504;0.7554;4.0534;0.0339
18;01-DAPI-1-40x-402ms.tif;NBL;0.0273;0.0273;62.8016;1.0198;1.7172;0.0279
19;01-DAPI-1-40x-402ms.tif;NBL;0.0384;0.0384;71.8559;1.2062;2.7601;0.0463
20;01-DAPI-1-40x-402ms.tif;NBL;0.0401;0.0401;76.7054;2.0405;3.0795;0.0819
21;01-DAPI-1-40x-402ms.tif;NBL;0.0282;0.0282;89.7885;2.1038;2.5331;0.0594
22;01-DAPI-1-40x-402ms.tif;NBL;0.0189;0.0189;88;1.4253;1.6615;0.0269
23;01-DAPI-1-40x-402ms.tif;NBL;0.0331;0.0331;100.6984;1.3279;3.3326;0.0439
24;01-DAPI-1-40x-402ms.tif;NBL;0.0407;0.0407;106.696;1.696;4.3415;0.069
25;01-DAPI-1-40x-402ms.tif;NBL;0.0421;0.0421;71.2861;1.6649;3.0012;0.0701
26;01-DAPI-1-40x-402ms.tif;NBL;0.0289;0.0289;110.188;1.5639;3.1803;0.0451
27;01-DAPI-1-40x-402ms.tif;NBL;0.052;0.052;81.1795;1.7056;4.2193;0.0887
28;01-DAPI-1-40x-402ms.tif;NBL;0.0511;0.0511;71.4055;1.3503;3.6493;0.069
29;01-DAPI-1-40x-402ms.tif;NBL;0.0188;0.0188;114.5029;0.8613;2.1494;0.0162
30;01-DAPI-1-40x-402ms.tif;NBL;0.018;0.018;78.8554;1.4518;1.4204;0.0262
31;01-DAPI-1-40x-402ms.tif;NBL;0.0286;0.0286;82.4356;1.0606;2.3614;0.0304
32;01-DAPI-1-40x-402ms.tif;NBL;0.0253;0.0253;85.9828;1.3519;2.1738;0.0342
33;01-DAPI-1-40x-402ms.tif;NBL;0.0329;0.0329;89.9571;1.571;2.9576;0.0516
34;01-DAPI-1-40x-402ms.tif;NBL;0.0294;0.0294;79.4982;0.9077;2.3377;0.0267
35;01-DAPI-1-40x-402ms.tif;NBL;0.0472;0.0472;86.7931;1.2529;4.0967;0.0591
36;01-DAPI-1-40x-402ms.tif;NBL;0.0348;0.0348;65.4611;1.7414;2.2801;0.0607
37;01-DAPI-1-40x-402ms.tif;NBL;0.0267;0.0267;65.6138;1.7805;1.7514;0.0475
38;01-DAPI-1-40x-402ms.tif;NBL;0.0375;0.0375;52.1879;2.1792;1.9593;0.0818
39;01-DAPI-1-40x-402ms.tif;NBL;0.0344;0.0344;81.9905;2.0379;2.8202;0.0701
40;01-DAPI-1-40x-402ms.tif;NBL;0.0349;0.0349;68.9845;1.7174;2.4103;0.06
41;01-DAPI-1-40x-402ms.tif;NBL;0.0213;0.0213;112.0663;1.7653;2.3834;0.0375
42;01-DAPI-1-40x-402ms.tif;NBL;0.035;0.035;54.7214;1.4118;1.9179;0.0495
43;01-DAPI-1-40x-402ms.tif;NBL;0.0109;0.0109;80.92;1.55;0.878;0.0168
44;01-DAPI-1-40x-402ms.tif;NBL;0.0361;0.0361;66.7688;2.1862;2.4125;0.079
45;01-DAPI-1-40x-402ms.tif;NBL;0.0253;0.0253;107.0129;2.2704;2.7055;0.0574
46;01-DAPI-1-40x-402ms.tif;NBL;0.0245;0.0245;56.1062;1.5;1.3759;0.0368
47;01-DAPI-1-40x-402ms.tif;NBL;0.0289;0.0289;114.4962;1.7068;3.3047;0.0493
48;01-DAPI-1-40x-402ms.tif;NBL;0.0403;0.0403;85.6226;1.2884;3.4468;0.0519
49;01-DAPI-1-40x-402ms.tif;NBL;0.0291;0.0291;67.7052;0.6567;1.9689;0.0191
50;01-DAPI-1-40x-402ms.tif;NBL;0.0655;0.0655;103.4007;1.053;6.7767;0.069
51;01-DAPI-1-40x-402ms.tif;NBL;0.0273;0.0273;88.8373;1.6786;2.4291;0.0459
52;01-DAPI-1-40x-402ms.tif;NBL;0.0341;0.0341;106.1019;1.9172;3.615;0.0653
53;01-DAPI-1-40x-402ms.tif;NBL;0.0292;0.0292;86.6543;2.3903;2.5293;0.0698
54;01-DAPI-1-40x-402ms.tif;NBL;0.0444;0.0444;81.3203;1.6137;3.6089;0.0716
55;01-DAPI-1-40x-402ms.tif;NBL;0.0432;0.0432;74.6709;1.6658;3.2247;0.0719
56;01-DAPI-1-40x-402ms.tif;NBL;0.0454;0.0454;80.012;1.1124;3.629;0.0505
57;01-DAPI-1-40x-402ms.tif;NBL;0.0462;0.0462;70.7676;1.2066;3.2712;0.0558
58;01-DAPI-1-40x-402ms.tif;NBL;0.0319;0.0319;65.1939;1.119;2.0798;0.0357
59;01-DAPI-1-40x-402ms.tif;NBL;0.0263;0.0263;61.2851;0.9463;1.6093;0.0248
60;01-DAPI-1-40x-402ms.tif;NBL;0.0498;0.0498;90.6492;1.342;4.5148;0.0668
61;01-DAPI-1-40x-402ms.tif;NBL;0.0481;0.0481;67.702;1.4628;3.2543;0.0703
62;01-DAPI-1-40x-402ms.tif;NBL;0.0549;0.0549;79.8933;1.0059;4.3865;0.0552
63;01-DAPI-1-40x-402ms.tif;NBL;0.0413;0.0413;62.5984;1.1496;2.5879;0.0475
64;01-DAPI-1-40x-402ms.tif;NBL;0.0398;0.0398;104.3052;0.9755;4.1536;0.0388
65;01-DAPI-1-40x-402ms.tif;NBL;0.0515;0.0515;70.1242;1.0295;3.6143;0.0531
66;01-DAPI-1-40x-402ms.tif;NBL;0.0521;0.0521;101.0521;1.3083;5.2631;0.0681
67;01-DAPI-1-40x-402ms.tif;NBL;0.0337;0.0337;84.2444;1.5177;2.8429;0.0512
68;01-DAPI-1-40x-402ms.tif;NBL;0.0537;0.0537;51.901;1.5576;2.7877;0.0837
69;01-DAPI-1-40x-402ms.tif;NBL;0.0481;0.0481;72.4808;1.4379;3.484;0.0691
70;01-DAPI-1-40x-402ms.tif;NBL;0.0117;0.0117;55.8148;1.3056;0.6541;0.0153
71;01-DAPI-1-40x-402ms.tif;NBL;0.0407;0.0407;75.1653;2.2533;3.0585;0.0917
72;01-DAPI-1-40x-402ms.tif;NBL;0.0485;0.0485;70.7606;1.5235;3.4321;0.0739
73;01-DAPI-1-40x-402ms.tif;NBL;0.0284;0.0284;85.1145;1.4389;2.4197;0.0409
74;01-DAPI-1-40x-402ms.tif;NBL;0.0334;0.0334;82.9448;1.3961;2.772;0.0467
75;01-DAPI-1-40x-402ms.tif;NBL;0.0199;0.0199;56.7486;1.5191;1.1268;0.0302
76;01-DAPI-1-40x-402ms.tif;NBL;0.0282;0.0282;60.3846;1.6885;1.7036;0.0476
77;01-DAPI-1-40x-402ms.tif;NBL;0.0197;0.0197;55.9341;1.6703;1.1046;0.033
78;01-DAPI-1-40x-402ms.tif;NBL;0.016;0.016;49.3061;2.2721;0.7865;0.0362
79;01-DAPI-1-40x-402ms.tif;NBL;0.0163;0.0163;58.9067;1.1267;0.9588;0.0183
80;01-DAPI-1-40x-402ms.tif;NBL;0.0306;0.0306;63.078;1.4681;1.9301;0.0449
81;01-DAPI-1-40x-402ms.tif;NBL;0.0153;0.0153;75.7518;1.1844;1.159;0.0181
82;01-DAPI-1-40x-402ms.tif;NBL;0.0182;0.0182;78.1964;1.3214;1.4255;0.0241
83;01-DAPI-1-40x-402ms.tif;NBL;0.0225;0.0225;83.0145;1.0242;1.8646;0.023
84;01-DAPI-1-40x-402ms.tif;NBL;0.0419;0.0419;82.2591;1.4585;3.4453;0.0611
85;01-DAPI-1-40x-402ms.tif;NBL;0.0687;0.0687;60.2812;2.3254;4.1404;0.1597
86;01-DAPI-1-40x-402ms.tif;NBL;0.0738;0.0738;85.7721;1.7529;6.3287;0.1293
87;01-DAPI-1-40x-402ms.tif;NBL;0.0509;0.0509;78.3092;1.6333;3.9851;0.0831
88;01-DAPI-1-40x-402ms.tif;NBL;0.0294;0.0294;72.6384;1.69;2.136;0.0497
89;01-DAPI-1-40x-402ms.tif;NBL;0.0431;0.0431;88.995;1.1108;3.8337;0.0479
90;01-DAPI-1-40x-402ms.tif;NBL;0.031;0.031;71.6993;1.6294;2.225;0.0506
91;01-DAPI-1-40x-402ms.tif;NBL;0.0477;0.0477;67.825;0.9341;3.2382;0.0446
92;01-DAPI-1-40x-402ms.tif;NBL;0.0549;0.0549;73.2708;1.1917;4.0229;0.0654
93;01-DAPI-1-40x-402ms.tif;NBL;0.0218;0.0218;51.3085;1.5572;1.119;0.034
94;01-DAPI-1-40x-402ms.tif;NBL;0.0656;0.0656;86.4281;1.1818;5.6737;0.0776
95;01-DAPI-1-40x-402ms.tif;NBL;0.0393;0.0393;87.826;1.011;3.4498;0.0397
96;01-DAPI-1-40x-402ms.tif;NBL;0.0296;0.0296;48.8095;1.5714;1.4459;0.0465
97;01-DAPI-1-40x-402ms.tif;NBL;0.0444;0.0444;62.2861;1.7164;2.7642;0.0762
98;01-DAPI-1-40x-402ms.tif;NBL;0.0142;0.0142;65.0687;0.8321;0.9249;0.0118
99;01-DAPI-1-40x-402ms.tif;NBL;0.0407;0.0407;60.3733;1.384;2.4566;0.0563
100;01-DAPI-1-40x-402ms.tif;NBL;0.0399;0.0399;60;1.4701;2.3958;0.0587
101;01-DAPI-1-40x-402ms.tif;NBL;0.0403;0.0403;53.7871;1.1914;2.1653;0.048
102;01-DAPI-1-40x-402ms.tif;NBL;0.0452;0.0452;63.5468;1.271;2.8753;0.0575
103;01-DAPI-1-40x-402ms.tif;NBL;0.0419;0.0419;79.7979;1.5337;3.3422;0.0642
104;01-DAPI-1-40x-402ms.tif;NBL;0.0595;0.0595;99.4234;1.2336;5.9119;0.0734
105;01-DAPI-1-40x-402ms.tif;NBL;0.0315;0.0315;88.0966;1.5241;2.7721;0.048
106;01-DAPI-1-40x-402ms.tif;NBL;0.0569;0.0569;97.6279;1.2958;5.5509;0.0737
107;01-DAPI-1-40x-402ms.tif;NBL;0.045;0.045;67.7422;1.3614;3.0505;0.0613
108;01-DAPI-1-40x-402ms.tif;NBL;0.047;0.047;72.6097;1.6882;3.4115;0.0793
