 ;Image;Region;Area-B;Area-G;Mean-B;Mean-G;IntDen-B;IntDen-G;positiv;;;
1691;08-DAPI-1-40x-402ms.tif;NBL;0.0241;0.0241;18.7342;1.7477;0.4513;0.0421;0;;;
809;04-DAPI-1-40x-402ms.tif;NBL;0.0263;0.0263;54.4504;1.7479;1.4298;0.0459;0;;;
242;02-DAPI-1-40x-402ms.tif;NBL;0.0535;0.0535;48.4219;1.7485;2.5903;0.0935;0;;;
2450;16-DAPI-1-40x-402ms.tif;NBL;0.0229;0.0229;88.5498;1.7488;2.0273;0.04;0;;;
24;01-DAPI-1-40x-402ms.tif;NBL;0.0373;0.0373;65.1308;1.75;2.4311;0.0653;0;;;
221;02-DAPI-1-40x-402ms.tif;NBL;0.0352;0.0352;51.0525;1.75;1.7948;0.0615;0;;;
1010;05-DAPI-1-40x-402ms.tif;NBL;0.0279;0.0279;39.0545;1.751;1.0891;0.0488;0;;;
459;02-DAPI-1-40x-402ms.tif;NBL;0.0319;0.0319;47.7755;1.7517;1.5241;0.0559;0;;;
5;01-DAPI-1-40x-402ms.tif;NBL;0.0348;0.0348;62.838;1.7539;2.1887;0.0611;0;;;
2349;16-DAPI-1-40x-402ms.tif;NBL;0.0781;0.0781;82.6097;1.7542;6.4539;0.137;0;;;
2404;16-DAPI-1-40x-402ms.tif;NBL;0.049;0.049;115.8031;1.7544;5.6796;0.086;0;;;
2453;16-DAPI-1-40x-402ms.tif;NBL;0.0513;0.0513;101.0782;1.7548;5.1877;0.0901;0;;;
211;02-DAPI-1-40x-402ms.tif;NBL;0.0161;0.0161;56.9392;1.7568;0.9144;0.0282;0;;;
823;04-DAPI-1-40x-402ms.tif;NBL;0.0432;0.0432;52.4774;1.7588;2.2663;0.076;0;;;
10;01-DAPI-1-40x-402ms.tif;NBL;0.0339;0.0339;55.0865;1.7596;1.8649;0.0596;0;;;
2285;15-DAPI-1-40x-402ms.tif;NBL;0.0574;0.0574;53.7429;1.7599;3.0849;0.101;0;;;
2433;16-DAPI-1-40x-402ms.tif;NBL;0.0326;0.0326;112.42;1.76;3.6595;0.0573;0;;;
179;01-DAPI-1-40x-402ms.tif;NBL;0.0246;0.0246;67.3656;1.7621;1.6593;0.0434;0;;;
403;02-DAPI-1-40x-402ms.tif;NBL;0.0352;0.0352;56.3765;1.7623;1.982;0.062;0;;;
1095;05-DAPI-1-40x-402ms.tif;NBL;0.0161;0.0161;67;1.7635;1.076;0.0283;0;;;
1643;08-DAPI-1-40x-402ms.tif;NBL;0.0257;0.0257;34.7004;1.7637;0.8924;0.0454;0;;;
188;01-DAPI-1-40x-402ms.tif;NBL;0.0308;0.0308;63.2042;1.7641;1.9477;0.0544;0;;;
86;01-DAPI-1-40x-402ms.tif;NBL;0.0208;0.0208;59.6562;1.7656;1.2428;0.0368;0;;;
198;01-DAPI-1-40x-402ms.tif;NBL;0.0139;0.0139;55.8672;1.7656;0.7759;0.0245;0;;;
1466;07-DAPI-1-40x-402ms.tif;NBL;0.0334;0.0334;26.8019;1.7662;0.8957;0.059;0;;;
1547;08-DAPI-1-40x-402ms.tif;NBL;0.0187;0.0187;31.7965;1.7674;0.5934;0.033;0;;;
2206;15-DAPI-1-40x-402ms.tif;NBL;0.075;0.075;63.5137;1.7685;4.7622;0.1326;0;;;
214;02-DAPI-1-40x-402ms.tif;NBL;0.0194;0.0194;63.9665;1.7709;1.2424;0.0344;0;;;
43;01-DAPI-1-40x-402ms.tif;NBL;0.0288;0.0288;46.8642;1.7736;1.3475;0.051;0;;;
786;04-DAPI-1-40x-402ms.tif;NBL;0.0454;0.0454;43.6483;1.7751;1.9797;0.0805;0;;;
2313;16-DAPI-1-40x-402ms.tif;NBL;0.0333;0.0333;88.5537;1.7752;2.9499;0.0591;0;;;
2454;16-DAPI-1-40x-402ms.tif;NBL;0.0329;0.0329;86.4818;1.7756;2.8433;0.0584;0;;;
817;04-DAPI-1-40x-402ms.tif;NBL;0.0666;0.0666;46.7573;1.7769;3.1151;0.1184;0;;;
77;01-DAPI-1-40x-402ms.tif;NBL;0.0726;0.0726;49.4978;1.7773;3.5931;0.129;0;;;
2346;16-DAPI-1-40x-402ms.tif;NBL;0.0361;0.0361;71.3964;1.7778;2.5798;0.0642;0;;;
1587;08-DAPI-1-40x-402ms.tif;NBL;0.026;0.026;35;1.7792;0.9115;0.0463;0;;;
2006;14-DAPI-1-40x-402ms.tif;NBL;0.0227;0.0227;81.5694;1.7799;1.8498;0.0404;0;;;
2425;16-DAPI-1-40x-402ms.tif;NBL;0.0311;0.0311;99.9477;1.7805;3.1125;0.0554;0;;;
353;02-DAPI-1-40x-402ms.tif;NBL;0.0383;0.0383;45.3144;1.7819;1.7357;0.0683;0;;;
1650;08-DAPI-1-40x-402ms.tif;NBL;0.0254;0.0254;31.8462;1.7821;0.8086;0.0452;0;;;
347;02-DAPI-1-40x-402ms.tif;NBL;0.0276;0.0276;53.2205;1.7874;1.4668;0.0493;0;;;
8;01-DAPI-1-40x-402ms.tif;NBL;0.0311;0.0311;62.7038;1.7909;1.9527;0.0558;0;;;
117;01-DAPI-1-40x-402ms.tif;NBL;0.0203;0.0203;65.3316;1.7914;1.3256;0.0363;0;;;
2438;16-DAPI-1-40x-402ms.tif;NBL;0.0418;0.0418;111.213;1.7922;4.6459;0.0749;0;;;
1339;06-DAPI-1-40x-402ms.tif;NBL;0.0381;0.0381;28.9744;1.7949;1.1035;0.0684;0;;;
979;05-DAPI-1-40x-402ms.tif;NBL;0.0356;0.0356;52.7043;1.7957;1.8758;0.0639;0;;;
466;02-DAPI-1-40x-402ms.tif;NBL;0.0352;0.0352;56.7438;1.7963;1.9949;0.0632;0;;;
193;01-DAPI-1-40x-402ms.tif;NBL;0.055;0.055;33.6548;1.7968;1.8515;0.0988;0;;;
2269;15-DAPI-1-40x-402ms.tif;NBL;0.0556;0.0556;68.3379;1.7988;3.7965;0.0999;0;;;
1669;08-DAPI-1-40x-402ms.tif;NBL;0.0702;0.0702;32.2875;1.8006;2.2667;0.1264;0;;;
416;02-DAPI-1-40x-402ms.tif;NBL;0.0246;0.0246;49.0881;1.8018;1.2091;0.0444;0;;;
268;02-DAPI-1-40x-402ms.tif;NBL;0.0637;0.0637;40.5264;1.8041;2.5813;0.1149;0;;;
148;01-DAPI-1-40x-402ms.tif;NBL;0.0317;0.0317;33.3973;1.8048;1.0582;0.0572;0;;;
769;04-DAPI-1-40x-402ms.tif;NBL;0.083;0.083;45.5791;1.8052;3.7834;0.1498;0;;;
2343;16-DAPI-1-40x-402ms.tif;NBL;0.0273;0.0273;59.6587;1.8056;1.6313;0.0494;0;;;
303;02-DAPI-1-40x-402ms.tif;NBL;0.0489;0.0489;50.5388;1.8071;2.4732;0.0884;0;;;
789;04-DAPI-1-40x-402ms.tif;NBL;0.0668;0.0668;47.5795;1.8084;3.1802;0.1209;0;;;
2448;16-DAPI-1-40x-402ms.tif;NBL;0.0416;0.0416;112.658;1.8094;4.6819;0.0752;0;;;
2147;15-DAPI-1-40x-402ms.tif;NBL;0.0537;0.0537;71.0869;1.8162;3.8181;0.0975;0;;;
811;04-DAPI-1-40x-402ms.tif;NBL;0.0271;0.0271;51.576;1.82;1.3991;0.0494;0;;;
1585;08-DAPI-1-40x-402ms.tif;NBL;0.0225;0.0225;31.8841;1.8213;0.7161;0.0409;0;;;
222;02-DAPI-1-40x-402ms.tif;NBL;0.0146;0.0146;55.7926;1.8222;0.8173;0.0267;0;;;
237;02-DAPI-1-40x-402ms.tif;NBL;0.0393;0.0393;60.3646;1.826;2.3711;0.0717;0;;;
1623;08-DAPI-1-40x-402ms.tif;NBL;0.0207;0.0207;27.2251;1.8272;0.5642;0.0379;0;;;
69;01-DAPI-1-40x-402ms.tif;NBL;0.054;0.054;52.2048;1.8273;2.821;0.0987;0;;;
2451;16-DAPI-1-40x-402ms.tif;NBL;0.0221;0.0221;93.8235;1.8284;2.0768;0.0405;0;;;
100;01-DAPI-1-40x-402ms.tif;NBL;0.0985;0.0985;42.7797;1.8304;4.2148;0.1803;0;;;
12;01-DAPI-1-40x-402ms.tif;NBL;0.0686;0.0686;54.8101;1.8307;3.7587;0.1255;0;;;
269;02-DAPI-1-40x-402ms.tif;NBL;0.043;0.043;56.7626;1.8308;2.439;0.0787;0;;;
1050;05-DAPI-1-40x-402ms.tif;NBL;0.0382;0.0382;52.4347;1.8352;2.0027;0.0701;0;;;
752;04-DAPI-1-40x-402ms.tif;NBL;0.0409;0.0409;43.1671;1.8355;1.7658;0.0751;0;;;
47;01-DAPI-1-40x-402ms.tif;NBL;0.0683;0.0683;55.6439;1.8362;3.7977;0.1253;0;;;
780;04-DAPI-1-40x-402ms.tif;NBL;0.0329;0.0329;56.3597;1.8383;1.853;0.0604;0;;;
1593;08-DAPI-1-40x-402ms.tif;NBL;0.024;0.024;32.0814;1.8416;0.7693;0.0442;0;;;
174;01-DAPI-1-40x-402ms.tif;NBL;0.0227;0.0227;47.2871;1.8421;1.0724;0.0418;0;;;
990;05-DAPI-1-40x-402ms.tif;NBL;0.0577;0.0577;44.6729;1.8421;2.5788;0.1063;0;;;
1712;08-DAPI-1-40x-402ms.tif;NBL;0.0103;0.0103;28.4421;1.8421;0.2932;0.019;0;;;
753;04-DAPI-1-40x-402ms.tif;NBL;0.0372;0.0372;43.4636;1.8426;1.6176;0.0686;0;;;
67;01-DAPI-1-40x-402ms.tif;NBL;0.0458;0.0458;65.4739;1.8436;2.998;0.0844;0;;;
2143;15-DAPI-1-40x-402ms.tif;NBL;0.0361;0.0361;62.5255;1.8438;2.2592;0.0666;0;;;
289;02-DAPI-1-40x-402ms.tif;NBL;0.0362;0.0362;50.4281;1.8443;1.8276;0.0668;0;;;
2455;16-DAPI-1-40x-402ms.tif;NBL;0.0443;0.0443;71.8554;1.8456;3.1811;0.0817;0;;;
1270;06-DAPI-1-40x-402ms.tif;NBL;0.1026;0.1026;23.3996;1.8457;2.4019;0.1895;0;;;
65;01-DAPI-1-40x-402ms.tif;NBL;0.0305;0.0305;61.548;1.847;1.8766;0.0563;0;;;
2486;16-DAPI-1-40x-402ms.tif;NBL;0.079;0.079;111.2912;1.8475;8.7912;0.1459;0;;;
105;01-DAPI-1-40x-402ms.tif;NBL;0.047;0.047;57.0439;1.8499;2.6801;0.0869;0;;;
2183;15-DAPI-1-40x-402ms.tif;NBL;0.0311;0.0311;95.216;1.8502;2.9652;0.0576;0;;;
2152;15-DAPI-1-40x-402ms.tif;NBL;0.037;0.037;59.8387;1.8504;2.2141;0.0685;0;;;
2262;15-DAPI-1-40x-402ms.tif;NBL;0.066;0.066;69.8898;1.852;4.6108;0.1222;0;;;
859;04-DAPI-1-40x-402ms.tif;NBL;0.028;0.028;55.7326;1.8527;1.5602;0.0519;0;;;
821;04-DAPI-1-40x-402ms.tif;NBL;0.0437;0.0437;48.4913;1.8536;2.1204;0.0811;0;;;
306;02-DAPI-1-40x-402ms.tif;NBL;0.0403;0.0403;66.2749;1.8571;2.668;0.0748;0;;;
247;02-DAPI-1-40x-402ms.tif;NBL;0.0366;0.0366;57.7656;1.8576;2.1123;0.0679;0;;;
23;01-DAPI-1-40x-402ms.tif;NBL;0.017;0.017;42.1529;1.8599;0.7181;0.0317;0;;;
2435;16-DAPI-1-40x-402ms.tif;NBL;0.0319;0.0319;100.0646;1.8605;3.1922;0.0594;0;;;
251;02-DAPI-1-40x-402ms.tif;NBL;0.0204;0.0204;49.8723;1.8617;1.0174;0.038;0;;;
955;04-DAPI-1-40x-402ms.tif;NBL;0.0386;0.0386;50.1039;1.8624;1.9354;0.0719;0;;;
2154;15-DAPI-1-40x-402ms.tif;NBL;0.0841;0.0841;60.3213;1.8658;5.0726;0.1569;0;;;
2445;16-DAPI-1-40x-402ms.tif;NBL;0.053;0.053;107.7029;1.8668;5.703;0.0988;0;;;
2421;16-DAPI-1-40x-402ms.tif;NBL;0.033;0.033;109.8553;1.8684;3.6237;0.0616;0;;;
2488;16-DAPI-1-40x-402ms.tif;NBL;0.0332;0.0332;113.3431;1.8693;3.7633;0.0621;0;;;
362;02-DAPI-1-40x-402ms.tif;NBL;0.0302;0.0302;67.554;1.8705;2.0378;0.0564;0;;;
144;01-DAPI-1-40x-402ms.tif;NBL;0.0271;0.0271;65.568;1.872;1.7786;0.0508;0;;;
241;02-DAPI-1-40x-402ms.tif;NBL;0.0204;0.0204;58.5;1.8723;1.1934;0.0382;0;;;
7;01-DAPI-1-40x-402ms.tif;NBL;0.0816;0.0816;57.3497;1.8737;4.6796;0.1529;0;;;
813;04-DAPI-1-40x-402ms.tif;NBL;0.0302;0.0302;62.6331;1.8741;1.8893;0.0565;0;;;
1641;08-DAPI-1-40x-402ms.tif;NBL;0.0409;0.0409;23.13;1.8753;0.9462;0.0767;0;;;
2281;15-DAPI-1-40x-402ms.tif;NBL;0.0262;0.0262;58.6888;1.8755;1.5347;0.049;0;;;
2359;16-DAPI-1-40x-402ms.tif;NBL;0.0244;0.0244;117.1956;1.8756;2.8612;0.0458;0;;;
777;04-DAPI-1-40x-402ms.tif;NBL;0.043;0.043;59.3712;1.8763;2.5511;0.0806;0;;;
2005;14-DAPI-1-40x-402ms.tif;NBL;0.018;0.018;66.006;1.8795;1.1889;0.0339;0;;;
90;01-DAPI-1-40x-402ms.tif;NBL;0.0298;0.0298;51.8218;1.8836;1.5463;0.0562;0;;;
457;02-DAPI-1-40x-402ms.tif;NBL;0.0178;0.0178;65.7744;1.8902;1.1705;0.0336;0;;;
2407;16-DAPI-1-40x-402ms.tif;NBL;0.0188;0.0188;118.7572;1.8902;2.2293;0.0355;0;;;
197;01-DAPI-1-40x-402ms.tif;NBL;0.0242;0.0242;40.6996;1.8924;0.9848;0.0458;0;;;
81;01-DAPI-1-40x-402ms.tif;NBL;0.0459;0.0459;64.0307;1.896;2.9389;0.087;0;;;
1729;09-DAPI-1-40x-402ms.tif;NBL;0.0178;0.0178;85.378;1.8963;1.5193;0.0337;0;;;
2353;16-DAPI-1-40x-402ms.tif;NBL;0.0687;0.0687;98.3555;1.8973;6.7555;0.1303;0;;;
1708;08-DAPI-1-40x-402ms.tif;NBL;0.0186;0.0186;35.2924;1.9006;0.6548;0.0353;0;;;
87;01-DAPI-1-40x-402ms.tif;NBL;0.022;0.022;44.3448;1.9015;0.9768;0.0419;0;;;
76;01-DAPI-1-40x-402ms.tif;NBL;0.0321;0.0321;65.0101;1.902;2.088;0.0611;0;;;
462;02-DAPI-1-40x-402ms.tif;NBL;0.0524;0.0524;40.6584;1.9027;2.1309;0.0997;0;;;
54;01-DAPI-1-40x-402ms.tif;NBL;0.0387;0.0387;71.2241;1.9076;2.759;0.0739;0;;;
1933;09-DAPI-1-40x-402ms.tif;NBL;0.0448;0.0448;64.6707;1.908;2.8981;0.0855;0;;;
1627;08-DAPI-1-40x-402ms.tif;NBL;0.0382;0.0382;28.9432;1.9091;1.1055;0.0729;0;;;
1679;08-DAPI-1-40x-402ms.tif;NBL;0.0207;0.0207;32.644;1.911;0.6765;0.0396;0;;;
496;02-DAPI-1-40x-402ms.tif;NBL;0.0135;0.0135;58.621;1.9113;0.7887;0.0257;0;;;
3;01-DAPI-1-40x-402ms.tif;NBL;0.0226;0.0226;53.9231;1.9183;1.217;0.0433;0;;;
499;02-DAPI-1-40x-402ms.tif;NBL;0.0214;0.0214;43.066;1.9188;0.9206;0.041;0;;;
20;01-DAPI-1-40x-402ms.tif;NBL;0.0215;0.0215;62.4899;1.9192;1.3426;0.0412;0;;;
79;01-DAPI-1-40x-402ms.tif;NBL;0.0591;0.0591;51.9064;1.9229;3.0696;0.1137;0;;;
227;02-DAPI-1-40x-402ms.tif;NBL;0.0288;0.0288;45.9019;1.9245;1.3199;0.0553;0;;;
2458;16-DAPI-1-40x-402ms.tif;NBL;0.0489;0.0489;115.4967;1.9268;5.652;0.0943;0;;;
2469;16-DAPI-1-40x-402ms.tif;NBL;0.0238;0.0238;138.0776;1.9269;3.2811;0.0458;0;;;
2434;16-DAPI-1-40x-402ms.tif;NBL;0.0559;0.0559;112.6369;1.9282;6.2943;0.1077;0;;;
270;02-DAPI-1-40x-402ms.tif;NBL;0.0316;0.0316;51.8797;1.9313;1.6381;0.061;0;;;
1653;08-DAPI-1-40x-402ms.tif;NBL;0.037;0.037;26.4252;1.9326;0.9778;0.0715;0;;;
950;04-DAPI-1-40x-402ms.tif;NBL;0.0337;0.0337;49.7331;1.9357;1.6783;0.0653;0;;;
2457;16-DAPI-1-40x-402ms.tif;NBL;0.0438;0.0438;108.5545;1.9381;4.7587;0.085;0;;;
204;02-DAPI-1-40x-402ms.tif;NBL;0.0409;0.0409;59.8727;1.939;2.4492;0.0793;0;;;
2205;15-DAPI-1-40x-402ms.tif;NBL;0.026;0.026;62.7792;1.9417;1.6349;0.0506;0;;;
1548;08-DAPI-1-40x-402ms.tif;NBL;0.0193;0.0193;34.5337;1.9438;0.667;0.0375;0;;;
9;01-DAPI-1-40x-402ms.tif;NBL;0.0201;0.0201;52;1.9459;1.0438;0.0391;0;;;
27;01-DAPI-1-40x-402ms.tif;NBL;0.0451;0.0451;53.7067;1.9471;2.4243;0.0879;0;;;
2257;15-DAPI-1-40x-402ms.tif;NBL;0.0341;0.0341;103.9809;1.949;3.5428;0.0664;0;;;
246;02-DAPI-1-40x-402ms.tif;NBL;0.0217;0.0217;53.815;1.95;1.1679;0.0423;0;;;
1271;06-DAPI-1-40x-402ms.tif;NBL;0.0575;0.0575;35.5698;1.9509;2.0456;0.1122;0;;;
1269;06-DAPI-1-40x-402ms.tif;NBL;0.0838;0.0838;22.6697;1.9521;1.899;0.1635;0;;;
116;01-DAPI-1-40x-402ms.tif;NBL;0.0237;0.0237;48.2202;1.9541;1.1406;0.0462;0;;;
52;01-DAPI-1-40x-402ms.tif;NBL;0.0383;0.0383;49.6657;1.9547;1.9023;0.0749;0;;;
1711;08-DAPI-1-40x-402ms.tif;NBL;0.0298;0.0298;31.7236;1.9564;0.9466;0.0584;0;;;
2367;16-DAPI-1-40x-402ms.tif;NBL;0.0385;0.0385;113.9606;1.9577;4.3898;0.0754;0;;;
288;02-DAPI-1-40x-402ms.tif;NBL;0.0157;0.0157;74.3241;1.9586;1.1694;0.0308;0;;;
1659;08-DAPI-1-40x-402ms.tif;NBL;0.0477;0.0477;20.0955;1.9591;0.9594;0.0935;0;;;
426;02-DAPI-1-40x-402ms.tif;NBL;0.0254;0.0254;69.1068;1.9615;1.7547;0.0498;0;;;
1335;06-DAPI-1-40x-402ms.tif;NBL;0.0575;0.0575;26.7472;1.9623;1.5382;0.1128;0;;;
348;02-DAPI-1-40x-402ms.tif;NBL;0.0099;0.0099;56.2308;1.967;0.5552;0.0194;0;;;
2338;16-DAPI-1-40x-402ms.tif;NBL;0.0197;0.0197;132.4396;1.967;2.6155;0.0388;0;;;
1338;06-DAPI-1-40x-402ms.tif;NBL;0.0204;0.0204;31.234;1.9681;0.6372;0.0401;0;;;
814;04-DAPI-1-40x-402ms.tif;NBL;0.0448;0.0448;48.6102;1.9782;2.1784;0.0887;0;;;
750;04-DAPI-1-40x-402ms.tif;NBL;0.0476;0.0476;53.0114;1.9795;2.5252;0.0943;0;;;
415;02-DAPI-1-40x-402ms.tif;NBL;0.0267;0.0267;62.4553;1.9797;1.6671;0.0528;0;;;
78;01-DAPI-1-40x-402ms.tif;NBL;0.0232;0.0232;70.4206;1.9813;1.6352;0.046;0;;;
1491;07-DAPI-1-40x-402ms.tif;NBL;0.0248;0.0248;31.0175;1.9825;0.7707;0.0493;0;;;
419;02-DAPI-1-40x-402ms.tif;NBL;0.0246;0.0246;64.5771;1.9868;1.5906;0.0489;0;;;
285;02-DAPI-1-40x-402ms.tif;NBL;0.049;0.049;59.1305;1.9889;2.9001;0.0975;0;;;
58;01-DAPI-1-40x-402ms.tif;NBL;0.041;0.041;70.2513;1.9921;2.8814;0.0817;0;;;
760;04-DAPI-1-40x-402ms.tif;NBL;0.0452;0.0452;54.8729;1.9928;2.4829;0.0902;0;;;
862;04-DAPI-1-40x-402ms.tif;NBL;0.0331;0.0331;53.059;1.9934;1.756;0.066;0;;;
2348;16-DAPI-1-40x-402ms.tif;NBL;0.0331;0.0331;107.5016;1.9967;3.5577;0.0661;0;;;
2145;15-DAPI-1-40x-402ms.tif;NBL;0.0569;0.0569;98.2901;1.9981;5.5885;0.1136;0;;;
2437;16-DAPI-1-40x-402ms.tif;NBL;0.0224;0.0224;110.7816;2.0049;2.4762;0.0448;0;;;
158;01-DAPI-1-40x-402ms.tif;NBL;0.0618;0.0618;42.5895;2.0053;2.6341;0.124;0;;;
240;02-DAPI-1-40x-402ms.tif;NBL;0.0203;0.0203;56.3155;2.0053;1.1427;0.0407;0;;;
102;01-DAPI-1-40x-402ms.tif;NBL;0.034;0.034;59.6134;2.0128;2.0246;0.0684;0;;;
37;01-DAPI-1-40x-402ms.tif;NBL;0.0422;0.0422;56.3162;2.018;2.3771;0.0852;0;;;
1527;07-DAPI-1-40x-402ms.tif;NBL;0.0288;0.0288;34.3962;2.0189;0.989;0.0581;0;;;
45;01-DAPI-1-40x-402ms.tif;NBL;0.0365;0.0365;51.1458;2.0208;1.8647;0.0737;0;;;
22;01-DAPI-1-40x-402ms.tif;NBL;0.0133;0.0133;55.4715;2.0244;0.7403;0.027;0;;;
191;01-DAPI-1-40x-402ms.tif;NBL;0.0608;0.0608;36.0196;2.025;2.1887;0.123;0;;;
1019;05-DAPI-1-40x-402ms.tif;NBL;0.0375;0.0375;55.0116;2.026;2.0653;0.0761;0;;;
579;03-DAPI-1-40x-402ms.tif;NBL;0.0365;0.0365;61.2173;2.0268;2.2319;0.0739;0;;;
215;02-DAPI-1-40x-402ms.tif;NBL;0.016;0.016;64.3197;2.0272;1.0259;0.0323;0;;;
250;02-DAPI-1-40x-402ms.tif;NBL;0.0158;0.0158;56.5753;2.0274;0.8963;0.0321;0;;;
217;02-DAPI-1-40x-402ms.tif;NBL;0.0235;0.0235;48.3456;2.0276;1.1383;0.0477;0;;;
2449;16-DAPI-1-40x-402ms.tif;NBL;0.0426;0.0426;120.7684;2.0305;5.15;0.0866;0;;;
18;01-DAPI-1-40x-402ms.tif;NBL;0.0475;0.0475;61.7237;2.0342;2.9335;0.0967;0;;;
201;02-DAPI-1-40x-402ms.tif;NBL;0.0275;0.0275;54.5494;2.0356;1.4975;0.0559;0;;;
192;01-DAPI-1-40x-402ms.tif;NBL;0.0869;0.0869;35.7453;2.0375;3.1068;0.1771;0;;;
463;02-DAPI-1-40x-402ms.tif;NBL;0.0429;0.0429;42.7696;2.038;1.8331;0.0873;0;;;
773;04-DAPI-1-40x-402ms.tif;NBL;0.0492;0.0492;54.4636;2.0397;2.6771;0.1003;0;;;
865;04-DAPI-1-40x-402ms.tif;NBL;0.0442;0.0442;49.172;2.0418;2.1715;0.0902;0;;;
1559;08-DAPI-1-40x-402ms.tif;NBL;0.039;0.039;38.8329;2.0446;1.5127;0.0796;0;;;
1648;08-DAPI-1-40x-402ms.tif;NBL;0.0318;0.0318;30.4096;2.0478;0.9668;0.0651;0;;;
16;01-DAPI-1-40x-402ms.tif;NBL;0.0247;0.0247;64.4956;2.0482;1.5956;0.0507;0;;;
28;01-DAPI-1-40x-402ms.tif;NBL;0.1184;0.1184;46.0816;2.0522;5.4552;0.2429;0;;;
762;04-DAPI-1-40x-402ms.tif;NBL;0.0496;0.0496;55.116;2.0525;2.7331;0.1018;0;;;
2;01-DAPI-1-40x-402ms.tif;NBL;0.0304;0.0304;77.4714;2.0536;2.3537;0.0624;0;;;
2487;16-DAPI-1-40x-402ms.tif;NBL;0.0425;0.0425;113.8138;2.0561;4.841;0.0875;0;;;
742;03-DAPI-1-40x-402ms.tif;NBL;0.0774;0.0774;44.0842;2.0575;3.4106;0.1592;0;;;
2485;16-DAPI-1-40x-402ms.tif;NBL;0.0329;0.0329;114.5809;2.0594;3.7671;0.0677;0;;;
110;01-DAPI-1-40x-402ms.tif;NBL;0.0252;0.0252;68.5905;2.0603;1.7267;0.0519;0;;;
2443;16-DAPI-1-40x-402ms.tif;NBL;0.0339;0.0339;99.3429;2.0641;3.3632;0.0699;0;;;
112;01-DAPI-1-40x-402ms.tif;NBL;0.0483;0.0483;36.6966;2.0674;1.7719;0.0998;0;;;
44;01-DAPI-1-40x-402ms.tif;NBL;0.0481;0.0481;64.3973;2.0677;3.0955;0.0994;0;;;
899;04-DAPI-1-40x-402ms.tif;NBL;0.025;0.025;43.4348;2.0739;1.084;0.0518;0;;;
220;02-DAPI-1-40x-402ms.tif;NBL;0.0179;0.0179;44.6485;2.0788;0.7994;0.0372;0;;;
2420;16-DAPI-1-40x-402ms.tif;NBL;0.0314;0.0314;120.2595;2.0796;3.7712;0.0652;0;;;
2447;16-DAPI-1-40x-402ms.tif;NBL;0.0291;0.0291;118.0746;2.0821;3.4336;0.0605;0;;;
2130;15-DAPI-1-40x-402ms.tif;NBL;0.0433;0.0433;73.8095;2.0852;3.1955;0.0903;0;;;
39;01-DAPI-1-40x-402ms.tif;NBL;0.0375;0.0375;42.9306;2.0867;1.6118;0.0783;0;;;
1472;07-DAPI-1-40x-402ms.tif;NBL;0.0447;0.0447;28.7718;2.0922;1.2862;0.0935;0;;;
202;02-DAPI-1-40x-402ms.tif;NBL;0.014;0.014;57.4341;2.1008;0.8039;0.0294;0;;;
327;02-DAPI-1-40x-402ms.tif;NBL;0.0262;0.0262;58.9087;2.1037;1.5405;0.055;0;;;
113;01-DAPI-1-40x-402ms.tif;NBL;0.0485;0.0485;61.9083;2.1119;3.0027;0.1024;0;;;
2436;16-DAPI-1-40x-402ms.tif;NBL;0.0273;0.0273;114.627;2.1151;3.1343;0.0578;0;;;
779;04-DAPI-1-40x-402ms.tif;NBL;0.0326;0.0326;66.5767;2.1167;2.1672;0.0689;0;;;
771;04-DAPI-1-40x-402ms.tif;NBL;0.0565;0.0565;48.1593;2.1171;2.7225;0.1197;0;;;
38;01-DAPI-1-40x-402ms.tif;NBL;0.0369;0.0369;47.0588;2.1176;1.7361;0.0781;0;;;
114;01-DAPI-1-40x-402ms.tif;NBL;0.0256;0.0256;68.2966;2.1229;1.7489;0.0544;0;;;
819;04-DAPI-1-40x-402ms.tif;NBL;0.0281;0.0281;58.6988;2.1274;1.6496;0.0598;0;;;
822;04-DAPI-1-40x-402ms.tif;NBL;0.0214;0.0214;57.6853;2.132;1.2331;0.0456;0;;;
1713;08-DAPI-1-40x-402ms.tif;NBL;0.018;0.018;28.5301;2.1325;0.5139;0.0384;0;;;
1654;08-DAPI-1-40x-402ms.tif;NBL;0.0188;0.0188;35.3179;2.1329;0.663;0.04;0;;;
189;01-DAPI-1-40x-402ms.tif;NBL;0.0165;0.0165;37.5263;2.1382;0.6189;0.0353;0;;;
82;01-DAPI-1-40x-402ms.tif;NBL;0.0526;0.0526;60.901;2.1423;3.205;0.1127;0;;;
17;01-DAPI-1-40x-402ms.tif;NBL;0.0242;0.0242;61.3318;2.1435;1.484;0.0519;0;;;
1333;06-DAPI-1-40x-402ms.tif;NBL;0.0437;0.0437;36.3449;2.1464;1.5893;0.0939;0;;;
452;02-DAPI-1-40x-402ms.tif;NBL;0.0446;0.0446;51.8029;2.1655;2.3102;0.0966;0;;;
1621;08-DAPI-1-40x-402ms.tif;NBL;0.0242;0.0242;36.0897;2.1659;0.8733;0.0524;0;;;
249;02-DAPI-1-40x-402ms.tif;NBL;0.0201;0.0201;59.6378;2.1676;1.1972;0.0435;0;;;
1681;08-DAPI-1-40x-402ms.tif;NBL;0.0128;0.0128;38.3644;2.1695;0.4912;0.0278;0;;;
25;01-DAPI-1-40x-402ms.tif;NBL;0.0324;0.0324;50.2809;2.2007;1.6313;0.0714;0;;;
