"","x"
"132","SNX8"
"133","LILRB3"
"134","SLC7A8"
"135","SLC36A1"
"136","GAA"
"137","PIK3AP1"
"138","PSTPIP2"
"139","IDH1"
"140","PLEK"
"141","CREBL2"
"142","ARHGAP18"
"143","CYBB"
"144","HCLS1"
"145","SPI1"
"146","MCOLN1"
"147","NCF2"
"148","GLUL"
"149","CTSS"
"150","PLAUR"
"151","SLC49A4"
"152","MGAT1"
"153","DAB2"
"154","CD84"
"155","SIPA1L1"
"156","TBC1D16"
"157","GNA13"
"158","NAGK"
"159","PRKAG2"
"160","ADAM28"
"161","KCTD12"
"162","MANBA"
"163","UBXN2B"
"164","TPP1"
"165","MYO5A"
"166","LPAR6"
"167","IL10RA"
"168","IL18"
"169","LAPTM5"
"170","GPR155"
"171","SAMSN1"
"172","SH2B3"
"173","ALOX5"
"174","TMEM176B"
"175","KCNE1"
"176","ADGRE2"
"177","METRNL"
"178","SELENOP"
"179","TMEM51"
"180","ADAMTS2"
"181","CTSZ"
"182","PARVG"
"183","GASK1B"
"184","GPR137B"
"185","HEATR3"
"186","ITSN1"
"187","PLEKHO1"
"188","RUBCNL"
"189","ATP6V1B2"
"190","PYGL"
"191","SYK"
"192","TNFAIP2"
"193","FCHO2"
"194","H2AFY"
"195","ITGAM"
"196","RHBDF2"
"197","FMNL2"
"198","GK"
"199","DYSF"
"200","CREM"
"201","IL13RA1"
"202","BMP2K"
"203","RCBTB2"
"204","LCP2"
"205","SLC7A7"
"206","RBM47"
"207","PLXND1"
"208","CD4"
"209","COLEC12"
"210","PSAP"
"211","MB21D2"
"212","TMEM170B"
"213","RASSF2"
"214","PPFIBP2"
"215","MIR181A1HG"
"216","RAP2B"
"217","CXCL16"
"218","SAT1"
"219","ARHGEF10L"
"220","HMOX1"
"221","OGFRL1"
"222","MOB3B"
"223","MAF"
"224","ABCA1"
"225","ST8SIA4"
"226","PFKFB3"
"227","CYTH4"
"228","MAP3K8"
"229","HAVCR2"
"230","HNMT"
"231","RNF130"
"232","SIRPA"
"233","SDCBP"
"234","HEXB"
"235","ZNF577"
"236","SH3BP5"
"237","BASP1"
"238","CCDC200"
"239","FAM102B"
"240","DISC1"
"241","PLSCR1"
"242","EPSTI1"
"243","MXD1"
"244","ZEB2"
"245","HSPBAP1"
"246","OLR1"
"247","TNFRSF1B"
"248","GK-AS1"
"249","GAS2L3"
"250","GCA"
"251","RNF149"
"252","MTSS1"
"253","GNS"
"254","ZNF267"
"255","GRN"
"256","FLVCR2"
"257","ZNF710"
"258","GRAMD4"
"259","SCARB1"
"260","ZNF804A"
"261","MAT2A"
"262","ASAH1"
"263","CREBRF"
"264","CCL18"
"265","IRF8"
"266","COLGALT1"
"267","SMAP2"
"268","SLC9A9"
"269","ITGAX"
"270","SMCO4"
"271","MCTP1"
"272","IFI30"
"273","IVNS1ABP"
"274","GCNT1"
"275","CEP170"
"276","SNX9"
"277","GRB2"
"278","AQP9"
"279","GNB4"
"280","SLC43A2"
"281","TEC"
"282","TRPS1"
"283","ADAMTSL4"
"284","P2RX7"
"285","KIAA0930"
"286","SNX10"
"287","FYB1"
"288","DOCK4"
"289","CD83"
"290","SRGAP2"
"291","PLXNC1"
"292","SNX6"
"293","TET3"
"294","LDLRAD4"
"295","NABP1"
"296","NCKAP1L"
"297","LRMDA"
"298","IQGAP2"
"299","GBP5"
"300","LYZ"
"301","MAN2B1"
"302","MKNK1"
"303","CPPED1"
"304","RILPL2"
"305","APOE"
"306","ABHD12"
"307","TET2"
"308","GAB2"
"309","IRAK3"
"310","ENTPD1"
"311","ATG7"
"312","VSIR"
"313","CLN8"
"314","ANPEP"
"315","HEXA"
"316","LAP3"
"317","MGAT4A"
"318","DSE"
"319","FKBP15"
"320","STARD13"
"321","ABCC5"
"322","RAB5C"
"323","ITPR2"
"324","SPTLC3"
"325","SLC8B1"
"326","LPCAT2"
"327","ATP6AP2"
"328","HIF1A"
"329","PPARD"
"330","BCAT1"
"331","WDFY4"
"332","ARL4C"
"333","RIPK2"
"334","EEPD1"
"335","QKI"
"336","ADA2"
"337","STAT1"
"338","CLCN7"
"339","PLA2G4A"
"340","SGK3"
"341","DENND1A"
"342","CMTM6"
"343","ITGB2"
"344","PDE4A"
"345","GRK3"
"346","ARSB"
"347","CREB5"
"348","LHFPL2"
"349","STX7"
"350","PMP22"
"351","CTSL"
"352","SRGAP2B"
"353","PIK3R5"
"354","SPTLC2"
"355","DPYD"
"356","IRS2"
"357","AKR1A1"
"358","PGD"
"359","SLC38A6"
"360","RNF13"
"361","FRMD4B"
"362","IFNGR2"
"363","GPNMB"
"364","TSHZ3"
"365","LAMP1"
"366","IL17RA"
"367","SCPEP1"
"368","ARAP1"
"369","ARPC5"
"370","HIF1A-AS3"
"371","PLXDC2"
"372","ATP6V0C"
"373","NRP2"
"374","ARHGAP26"
"375","GRAMD1B"
"376","TNS3"
"377","C20orf194"
"378","STX6"
"379","SPRED1"
"380","DAPK1"
"381","EMC10"
"382","SH3PXD2B"
"383","ATG16L2"
"384","ME2"
"385","ARHGEF11"
"386","DISP1"
"387","GAB3"
"388","GNAQ"
"389","CEBPD"
"390","CDCP1"
"391","SRGAP1"
"392","PHC2"
"393","SLC11A2"
"394","TPCN1"
"395","TBC1D12"
"396","SH3BP2"
"397","AP1S2"
"398","GNA12"
"399","WIPI1"
"400","ATP6V0A1"
"401","REL"
"402","SLC16A3"
"403","FIG4"
"404","MYO1F"
"405","MYO9B"
"406","CNTLN"
"407","ATP6V1C1"
"408","RASGEF1B"
"409","INPP5D"
"410","SLA"
"411","FHAD1"
"412","JDP2"
"413","RIN3"
"414","TANGO2"
"415","IFNGR1"
"416","IFI44L"
"417","DHX34"
"418","KLHL6"
"419","PREX1"
"420","NAMPT"
"421","ABR"
"422","B3GNT5"
"423","SNX2"
"424","CYB5R4"
"425","CSF3R"
"426","PAPOLG"
"427","MARCKS"
"428","GABARAPL1"
"429","LACTB"
"430","SNX29"
"431","CYBA"
"432","LDLRAD3"
"433","SUFU"
"434","ELL2"
"435","DOCK2"
"436","MAP2K1"
"437","ZNF438"
"438","WBP1L"
"439","ARHGAP4"
"440","IL1RAP"
"441","FGD4"
"442","ST3GAL1"
"443","APAF1"
"444","ETV6"
"445","RAPGEF1"
"446","OTULINL"
"447","STAT5A"
"448","TUBGCP2"
"449","ELL"
"450","TMLHE-AS1"
"451","ATG4C"
"452","AOAH"
"453","LIPA"
"454","CCDC88A"
"455","TPK1"
"456","NR4A2"
"457","CPM"
"458","IL15"
"459","VPS8"
"460","GNAI2"
"461","WDFY2"
"462","LITAF"
"463","MAX"
"464","RASSF3"
"465","ZNF124"
"466","FOSL2"
"467","GRK2"
"468","ETS2"
"469","ITM2B"
"470","ANKS1A"
"471","FAM49B"
"472","MTMR6"
"473","JUNB"
"474","TNFRSF14"
"475","AMZ1"
"476","DRAM2"
"477","FNBP1"
"478","SLC22A15"
"479","ZCCHC2"
"480","DPYD-AS1"
"481","DOCK8"
"482","GAS7"
"483","SLC23A2"
"484","WDFY3"
"485","IL6R"
"486","SDC2"
"487","SLC12A7"
"488","VAV3"
"489","KCNAB2"
"490","VPS35"
"491","FMNL1"
"492","SLC36A4"
"493","PPP1CB"
"494","RALA"
"495","SLC2A3"
"496","FGR"
"497","TTC7B"
"498","SBF2"
"499","IL10RB"
"500","ZFYVE16"
"501","ADCY7"
"502","SKAP2"
"503","CPQ"
"504","SPECC1"
"505","CTTNBP2NL"
"506","ANKH"
"507","PLEKHB2"
"508","DOP1B"
"509","USP36"
"510","JARID2"
"511","SRGAP2C"
"512","EAF2"
"513","PTK2B"
"514","VAV2"
"515","FAM20A"
"516","PLD1"
"517","TMLHE"
"518","RREB1"
"519","SLC11A1"
"520","HPS5"
"521","LRP1"
"522","OSTF1"
"523","ADPGK"
"524","ACOT9"
"525","MEF2C"
"526","SHTN1"
"527","SFMBT2"
"528","ANKUB1"
"529","IFI44"
"530","DNAJC5"
"531","SFT2D2"
"532","UBASH3B"
"533","BNIP3L"
"534","APBB1IP"
"535","SUSD6"
"536","FCHSD2"
"537","SGK1"
"538","EHBP1L1"
"539","IPMK"
"540","OSBPL1A"
"541","PTPRJ"
"542","ADAM9"
"543","LAMP2"
"544","ATF6"
"545","DENND11"
"546","SOAT1"
"547","ELMO1"
"548","SNX27"
"549","FAM91A1"
"550","SIPA1L2"
"551","TBC1D2B"
"552","MALT1"
"553","GGA1"
"554","PLD3"
"555","ZSWIM6"
"556","ATP6V0D1"
"557","BACH1"
"558","TG"
"559","UBE2W"
"560","RHOQ"
"561","SESN1"
"562","SNX24"
"563","M6PR"
"564","CACUL1"
"565","RCSD1"
"566","RXRA"
"567","ZFAND5"
"568","NRP1"
"569","AGAP3"
"570","FTH1"
"571","DENND4B"
"572","LATS2"
"573","N4BP2L1"
"574","UBE2F"
"575","DOCK11"
"576","PAK1"
"577","DOCK7"
"578","JAK2"
"579","SHOC1"
