"","x"
"346","ZNF117"
"347","MTRNR2L12"
"348","GULP1"
"349","DAB2IP"
"350","DTNB"
"351","CADPS2"
"352","TUSC3"
"353","RNF180"
"354","MT-ATP8"
"355","ARHGAP32"
"356","CD55"
"357","TACC2"
"358","TCIM"
"359","THSD4"
"360","ROS1"
"361","NAALADL2"
"362","ESR2"
"363","KCNQ1"
"364","MYO6"
"365","LIPE-AS1"
"366","DDIT4"
"367","RPH3AL"
"368","TMTC2"
"369","PTK7"
"370","ACACA"
"371","MAOA"
"372","PPCDC"
"373","MAPK10"
"374","LAMA5"
"375","FRAS1"
"376","RPS27"
"377","ATP1A1-AS1"
"378","OVOL2"
"379","OSMR"
"380","C3orf52"
"381","MCC"
"382","RPS24"
"383","C8orf34"
"384","NXN"
"385","RARRES1"
"386","PDE4D"
"387","BCL2L14"
"388","RAB3IP"
"389","PSMG4"
"390","CAMK1D"
"391","ARHGAP44"
"392","PPP1R13B"
"393","ANK3"
"394","GOLGA8A"
"395","SGSM2"
"396","PKP4"
"397","TNKS1BP1"
"398","MLPH"
"399","SOX5"
"400","C4orf19"
"401","HHAT"
"402","THRB"
"403","NTN4"
"404","VGLL4"
"405","MBIP"
"406","ZSWIM5"
"407","DOCK1"
"408","ABCC4"
"409","WDR49"
"410","L3MBTL4"
"411","ATP1A1"
"412","NR6A1"
"413","COBL"
"414","RPS12"
"415","BMPR1A"
"416","PIM3"
"417","NDFIP2"
"418","MIR181A2HG"
"419","TC2N"
"420","KANK1"
"421","ALDH2"
"422","LDLR"
"423","RBFOX2"
"424","EDA"
"425","LLGL2"
"426","ATL2"
"427","KIAA1958"
"428","CAPN2"
"429","PVT1"
"430","FAM20A"
"431","CRACR2A"
"432","PAK1"
"433","ZNF462"
"434","ANOS1"
"435","PARD3"
"436","SHROOM3"
"437","GALNT7"
"438","LRP6"
"439","ODF2L"
"440","KIF21A"
"441","RPL13"
"442","SH3RF1"
"443","RALGPS1"
"444","CEP70"
"445","F11R"
"446","FAM13A"
"447","TSPAN3"
"448","MT-CO3"
"449","USP28"
"450","LYN"
"451","DNAH14"
"452","PSD3"
"453","EPHA4"
"454","PPA1"
"455","SFTPA1"
"456","NIBAN2"
"457","NIPAL3"
"458","PLXNB2"
"459","NINL"
"460","AASS"
"461","CCDC125"
"462","SYT17"
"463","FAM174B"
"464","IKZF2"
"465","SEL1L3"
"466","ANKRD6"
"467","NRP2"
"468","AIG1"
"469","PCDH7"
"470","MT-CO2"
"471","DPH6"
"472","CDK14"
"473","UGCG"
"474","MLLT3"
"475","BCR"
"476","OPHN1"
"477","NUCB2"
"478","MBOAT2"
"479","RPL28"
"480","HMGN3"
"481","ECHDC2"
"482","RPL13A"
"483","MT-CYB"
"484","SH3YL1"
"485","CARHSP1"
"486","FBXO34"
"487","NEO1"
"488","ATG10"
"489","LARP1B"
"490","SLC41A2"
"491","REPS2"
"492","GIPC1"
"493","SGCE"
"494","MSI2"
"495","OSMR-AS1"
