"","x"
"349","SH2D3C"
"350","STK39"
"351","DCLRE1C"
"352","TRAF5"
"353","PTPRC"
"354","ARHGEF1"
"355","ARHGEF6"
"356","ITGAE"
"357","PARP1"
"358","RANGAP1"
"359","APBA2"
"360","NBEAL2"
"361","LCP1"
"362","CLSTN3"
"363","IPCEF1"
"364","PFKP"
"365","KIF2A"
"366","SYNE3"
"367","PPP1R16B"
"368","GALM"
"369","RHOH"
"370","NUP205"
"371","RAD21"
"372","PRKCB"
"373","ATP8B4"
"374","ARHGDIB"
"375","SFMBT2"
"376","ZC3HAV1"
"377","RNF125"
"378","PIK3CG"
"379","KIF21A"
"380","STK17A"
"381","CDK6"
"382","HNRNPUL2"
"383","NLRC5"
"384","CASP8"
"385","POLD3"
"386","NFATC3"
"387","SRPK1"
"388","SLC7A5"
"389","PHTF2"
"390","PCBP1"
"391","PDE3B"
"392","STAT4"
"393","HAVCR2"
"394","SCLT1"
"395","TLE5"
"396","TNFRSF1B"
"397","HDGF"
"398","NAP1L4"
"399","CGAS"
"400","HSH2D"
"401","RTTN"
"402","ZFYVE28"
"403","NIPAL3"
"404","KLRD1"
"405","INPP5D"
"406","SLC38A1"
"407","UBTF"
"408","CBX3"
"409","FYN"
"410","SRGAP3"
"411","GMCL1"
"412","LRRC8C"
"413","RPA1"
"414","FGD3"
"415","SLC5A3"
"416","HDAC1"
"417","NOTCH1"
"418","DOCK2"
"419","CDC42SE2"
"420","INPP4B"
"421","TBCD"
"422","NCL"
"423","CD69"
"424","NDE1"
"425","GCH1"
"426","FGFR1OP"
"427","RUNX2"
"428","CASP8AP2"
"429","HNRNPA1"
"430","ARHGDIA"
"431","TAP2"
"432","NUP107"
"433","CPB2-AS1"
"434","EIPR1"
"435","PPM1G"
"436","CMC2"
"437","NASP"
"438","CEP85L"
"439","NEDD1"
"440","DUT"
"441","KCNAB2"
"442","VAV1"
"443","OXNAD1"
"444","ERI1"
"445","RNF4"
"446","PCNX2"
"447","BIN2"
"448","RASSF1"
"449","RCC2"
"450","STIM1"
"451","NUCKS1"
"452","PREX1"
"453","USP28"
"454","ZDHHC13"
"455","NCK2"
"456","TTF1"
"457","CHD3"
"458","CD38"
"459","SUZ12"
"460","HMGB1"
"461","FYB1"
"462","EIF4E3"
"463","NIBAN1"
"464","RNF213"
"465","NPM1"
"466","ITGB3BP"
"467","TMSB4X"
"468","NUP93"
"469","SLBP"
"470","IFI16"
"471","STAG2"
"472","AGPAT5"
"473","DGKA"
"474","RABGAP1L"
"475","PIP4K2A"
"476","MYO1F"
"477","RPSA"
"478","AKNA"
"479","BAZ1B"
"480","WDR82"
"481","DOCK10"
"482","RASA2"
"483","SRSF10"
"484","CFL1"
"485","INTS7"
"486","SUB1"
"487","SF3B3"
"488","PSMA1"
"489","COX10"
"490","RCSD1"
"491","ANXA6"
"492","INPP5F"
"493","EVL"
"494","ZNF107"
"495","SELENOI"
"496","TNFAIP8"
"497","NNT"
"498","RNPS1"
"499","IMMP1L"
"500","PDE7A"
"501","XYLT1"
"502","CSNK1G2"
"503","TOX"
"504","GMPS"
"505","SPATA5"
"506","TMEM181"
"507","MBD3"
"508","ITGA1"
"509","AGK"
"510","RNASEH2B"
"511","ATG16L1"
"512","RASSF5"
"513","ERAP2"
"514","PRRC2A"
"515","FMNL1"
"516","LNPEP"
"517","RAB27A"
"518","RAD51B"
"519","RORA-AS1"
"520","INPP4A"
"521","KPNB1"
"522","TTC39C"
"523","CCDC138"
"524","HACD3"
"525","STK10"
"526","CPT1A"
"527","SENP1"
"528","PARP8"
"529","CD58"
"530","FAM3C"
"531","TNK2"
"532","PIGU"
"533","ACTG1"
"534","MTF2"
"535","HELB"
"536","TCF20"
"537","BTN3A2"
"538","ERMP1"
"539","DIAPH1"
"540","PRKX"
"541","GBP2"
"542","HNRNPLL"
"543","CTCF"
"544","SMC6"
"545","METAP1"
"546","PSMD14"
"547","RPS29"
"548","RIPOR2"
"549","SEPTIN7"
"550","EVI2B"
"551","CALM1"
"552","TMEM131L"
"553","DGKE"
"554","ZNRF1"
"555","ZFP91"
"556","BCL2"
"557","PREP"
"558","UXS1"
"559","DNASE1"
"560","CDYL2"
"561","CLASP1"
"562","CXCR4"
"563","HAT1"
"564","SERBP1"
"565","CHST11"
"566","DOT1L"
"567","NFATC2IP"
"568","HMGXB4"
"569","CYTIP"
"570","TRIM37"
"571","APBB1IP"
"572","UBE2N"
"573","PHACTR2"
"574","PRKACB"
"575","WDR1"
"576","CBFB"
"577","CARD8"
"578","KLHDC4"
"579","CCND2"
"580","R3HDM1"
"581","TBL1X"
"582","KAT2B"
"583","RRP1B"
"584","SYNE2"
"585","PSIP1"
"586","CBLB"
"587","TAF15"
"588","INSYN2B"
"589","LIN52"
"590","NUP50"
"591","SIDT1"
"592","APOL6"
"593","SNX5"
"594","CERK"
"595","KRAS"
"596","ARHGAP4"
"597","PLCL2"
"598","CEP135"
"599","RFC1"
"600","SP140L"
"601","SACM1L"
"602","PCBD2"
"603","UBASH3B"
"604","EIF4E"
"605","ARAP2"
"606","DCP2"
"607","CTDSPL2"
"608","FAM53B"
"609","MIS18BP1"
"610","SURF4"
"611","RBBP8"
"612","BRF1"
"613","TMC6"
"614","N4BP2"
"615","LPIN2"
"616","ANKRD44"
"617","CEP57"
"618","PTBP1"
"619","LASP1"
"620","ADGRE5"
"621","PVT1"
"622","ITPKB"
"623","UBA2"
"624","CCSER2"
"625","HSPA8"
"626","SLFN5"
"627","RACK1"
"628","DDX50"
"629","DNAJC9"
"630","TBC1D2B"
"631","TENT4A"
"632","PLCG1"
"633","HACE1"
"634","WIPF1"
"635","GTDC1"
"636","STK4"
"637","PIEZO1"
"638","LYST"
"639","BRD8"
"640","SRSF2"
"641","PITPNC1"
"642","HMGN1"
"643","POC1B"
"644","ARL6IP5"
"645","ARL6IP6"
"646","HP1BP3"
"647","MLH1"
"648","DDB2"
"649","FAM107B"
"650","NPAT"
"651","ARHGAP25"
"652","MLLT3"
"653","RFX3-AS1"
"654","PCSK7"
"655","PRDM1"
"656","NUP153"
"657","ARPC1B"
"658","STK17B"
"659","ANAPC1"
"660","LRRC41"
"661","NOL4L"
"662","ACTR2"
"663","MCUB"
"664","SMG5"
"665","UHMK1"
"666","ARHGAP35"
"667","NFYC"
"668","CDC123"
"669","TAB2"
"670","MYH9"
"671","SYNRG"
"672","CCT4"
"673","ZNF718"
"674","CD53"
"675","KLF12"
"676","GAB3"
"677","ILF3"
"678","CAB39"
"679","HERPUD2"
"680","DIP2A"
"681","TSPAN14"
"682","PTPN11"
"683","RNGTT"
"684","LPXN"
"685","MYO19"
"686","RBBP4"
"687","SLC16A7"
"688","ADD3"
"689","RPS27A"
"690","ENTPD1"
"691","PHRF1"
"692","CASK"
"693","ADCY7"
"694","HBS1L"
"695","MLLT6"
"696","KCTD9"
"697","MSL2"
"698","SYTL2"
"699","SH3KBP1"
"700","PI4K2B"
"701","HNRNPF"
"702","CLEC2B"
"703","OSBPL3"
"704","LRBA"
"705","PRKCA"
"706","ATP8B2"
"707","MSN"
"708","RAPGEF6"
"709","TPM3"
"710","CARNMT1"
"711","D2HGDH"
"712","STAT5B"
"713","TRAF3"
"714","MAPK9"
"715","L3MBTL3"
"716","RESF1"
"717","STIM2"
"718","HLA-F"
"719","DCAF1"
"720","SLC25A12"
"721","GFOD1"
"722","AATF"
"723","KMT2A"
"724","STAMBPL1"
"725","PARP9"
"726","NIN"
"727","EPB41"
"728","C2CD3"
"729","ABHD3"
"730","HNRNPUL1"
"731","LYRM4"
"732","ARHGEF3"
"733","OTULIN"
"734","OLA1"
"735","LUZP1"
"736","NONO"
"737","MAP2K2"
"738","HECA"
"739","RNF138"
"740","CCM2"
"741","SMARCAD1"
"742","H3F3A"
"743","SUGP2"
"744","GNAI2"
"745","SP100"
"746","DCAF7"
"747","ST3GAL3"
"748","NAA50"
"749","NAA16"
"750","ELAVL1"
"751","BRD1"
"752","ACTB"
"753","MBP"
"754","STAT5A"
"755","ZNF217"
"756","TMEM161B"
"757","LYPLA1"
"758","ITGB2"
"759","XPO1"
"760","CYLD"
"761","FAM49B"
"762","USP37"
"763","MDFIC"
"764","TRAPPC10"
"765","CDK19"
"766","DENND1B"
"767","MRPS6"
"768","UBE2G1"
"769","TAF1B"
"770","PRKD2"
"771","CORO7"
"772","USP42"
"773","SLC4A7"
"774","ATP8A1"
"775","DAZAP1"
"776","TXK"
"777","FAM160B1"
"778","SERPINB9"
"779","PTP4A2"
"780","NOP58"
"781","CREBZF"
"782","MRE11"
"783","FANCL"
"784","MIR181A1HG"
"785","PACS1"
"786","ASXL1"
"787","RBX1"
"788","HIPK1"
"789","TRIM66"
"790","AAK1"
"791","STIP1"
"792","ITPK1"
"793","ZBED4"
"794","TBC1D1"
"795","CNOT6L"
"796","INTS6L"
"797","CTBP1"
"798","WNK1"
"799","YY1"
"800","KLF13"
"801","ZC3H18"
"802","UBE2Q2"
"803","RAP1GDS1"
"804","ZCCHC8"
"805","RFX7"
"806","PPP3CC"
