"","x"
"125","CDK15"
"126","CFAP52"
"127","SNTG1"
"128","CCDC17"
"129","DRC7"
"130","MUC5AC"
"131","CDH12"
"132","CCDC114"
"133","CCDC78"
"134","USH1C"
"135","PPP1R42"
"136","PROX1"
"137","IL1RAPL2"
"138","SPAG17"
"139","MS4A8"
"140","CNTNAP2"
"141","MGAM2"
"142","LGALS4"
"143","FER1L6"
"144","AADACL2"
"145","FAM92B"
"146","IGHG4"
"147","CEACAM5"
"148","CFAP97D2"
"149","DNAH12"
"150","SIM2"
"151","HYDIN"
"152","PRR29"
"153","IGHA1"
"154","CPB1"
"155","NWD1"
"156","DNAH10"
"157","MARCH10"
"158","SPAG8"
"159","STAB2"
"160","MYOCD"
"161","C5orf49"
"162","MUC13"
"163","SPTB"
"164","C7orf57"
"165","CR2"
"166","IGLC2"
"167","CFAP46"
"168","RSPH14"
"169","DGKB"
"170","GCNT3"
"171","DCDC1"
"172","CFAP43"
"173","FER1L6-AS1"
"174","GRM7"
"175","CFAP74"
"176","LRRC74B"
"177","HOXD3"
"178","IQCM"
"179","CDH17"
"180","CALN1"
"181","MDH1B"
"182","NOX1"
"183","CCDC33"
"184","MS4A1"
"185","PIFO"
"186","CD5L"
"187","FER1L6-AS2"
"188","TTLL9"
"189","FAM183A"
"190","LDB3"
"191","CSRP3-AS1"
"192","FOXJ1"
"193","DNAH3"
"194","PACRG-AS3"
"195","FHL5"
"196","MMRN1"
"197","ATRNL1"
"198","STMND1"
"199","TRIM31-AS1"
"200","CFAP99"
"201","LRP1B"
"202","DNAH6"
"203","B3GNT6"
"204","SCN3B"
"205","SLC18A2"
"206","PTPRH"
"207","KIF6"
"208","ADGB"
"209","KEL"
"210","CCDC175"
"211","NPSR1"
"212","GNGT1"
"213","GABRP"
"214","KLRF1"
"215","NCKAP5-AS2"
"216","LRRIQ1"
"217","PROX1-AS1"
"218","CFAP58"
"219","TEKT3"
"220","RAB44"
"221","HPGDS"
"222","GYPB"
"223","CFAP53"
"224","NCKAP5-AS1"
"225","CLNK"
"226","CTNND2"
"227","SYT14"
"228","TRPM1"
"229","NOL4"
"230","RGS13"
"231","RSPH4A"
"232","ECT2L"
"233","CROCC2"
"234","RHCE"
"235","TUBA4B"
"236","LRRC43"
"237","MDGA2"
"238","FAM81B"
"239","AF064860.1"
"240","LAMC3"
"241","VWA3A"
"242","FAM30A"
"243","IGKC"
"244","CATSPERD"
"245","AKAP14"
"246","C10orf90"
"247","ADGRG3"
"248","CCDC173"
"249","BEST4"
"250","HNF4A-AS1"
"251","GNAZ"
"252","SLC25A37"
"253","RIT2"
"254","FSTL5"
"255","DNAJB13"
"256","SAXO2"
"257","MAPT-AS1"
"258","FCRL5"
"259","CABCOCO1"
"260","CATIP"
"261","TDRD1"
"262","VNN3"
"263","GRM1"
"264","SLC9C2"
"265","PRSS3"
"266","CERKL"
"267","CD164L2"
"268","MAP3K19"
"269","RSPH9"
"270","CA10"
"271","DERL3"
"272","EPS8L3"
"273","FMN2"
"274","SV2B"
"275","CCDC151"
"276","UBXN10"
"277","C1orf194"
"278","CFAP45"
"279","DAW1"
"280","FLT4"
"281","NELL1"
"282","SELP"
"283","HNF4A"
"284","CASC1"
"285","ZNF804B"
"286","ACTG2"
"287","GLOD5"
"288","C2orf81"
"289","NXPH1"
"290","TPTE"
"291","SORCS3"
"292","DNAH2"
"293","CADPS"
"294","WDR93"
"295","C9orf24"
"296","CARD18"
"297","DSC3"
"298","CLEC9A"
"299","BLK"
"300","NIBAN3"
"301","MYEOV"
"302","FBXO15"
"303","AGBL2"
"304","PIH1D2"
"305","CASC9"
"306","GABRA3"
"307","CFAP57"
"308","ANKRD45"
"309","TTLL6"
"310","NAT1"
"311","NGEF"
"312","MIR205HG"
"313","TRIM58"
"314","CYP4F26P"
"315","PAX5"
"316","FAM216B"
"317","KCTD8"
"318","EFCAB12"
"319","AFF2"
"320","DKK2"
"321","PAX5"
"322","C17orf99"
"323","CLDN16"
"324","CSMD3"
"325","GPR158"
"326","BAIAP2L2"
"327","MYT1L"
"328","DOC2A"
"329","SPACA9"
"330","CLDN10-AS1"
"331","NEK5"
"332","MAPK15"
"333","EYA1"
"334","COL17A1"
"335","EFHB"
"336","MYCBPAP"
"337","RAB36"
"338","CFAP77"
"339","C2orf73"
"340","GNG4"
"341","NTSR1"
"342","C6"
"343","CCDC113"
"344","ASIC2"
"345","CAPS"
"346","CNTNAP5"
"347","PACRG"
"348","AK8"
"349","TCTEX1D1"
"350","CNBD1"
"351","PKHD1L1"
"352","GRM5"
"353","KCNH7"
"354","MS4A1"
"355","ATP10B"
"356","FAM135B"
"357","FCN3"
"358","CACNA1H"
"359","DTX1"
"360","TSPEAR"
"361","BPIFB1"
"362","CHST9"
"363","PIM2"
"364","SPATA17"
"365","CSMD1"
"366","KCNB2"
"367","HNF1A-AS1"
"368","IDO2"
"369","MOGAT1"
"370","NKAIN3"
"371","C2orf83"
"372","DLEC1"
"373","IGHM"
"374","CNR2"
"375","KCTD8"
"376","CCDC13"
"377","OPCML"
"378","RTKN2"
"379","SCARA5"
"380","CD79B"
"381","MIR3681HG"
"382","ABCA13"
"383","POF1B"
"384","MUC5B"
"385","SH3GL3"
"386","NEK10"
"387","ZMYND10"
"388","STOX1"
"389","SAMMSON"
"390","GATA2"
"391","LRRTM4"
"392","SMOC1"
"393","TSPAN8"
"394","BFSP2"
"395","FAM3D"
"396","IL5RA"
"397","RGS13"
"398","CA2"
"399","SERPINI2"
"400","EFCAB6-AS1"
"401","NCR1"
"402","IGLC1"
"403","RIMS2"
"404","CYP2C19"
"405","TPPP3"
"406","ERN2"
"407","F13A1"
"408","IL1RAPL1"
"409","LRRIQ3"
"410","FENDRR"
"411","CNTN5"
"412","IQUB"
"413","B3GNT3"
"414","TTC25"
"415","AGER"
"416","EFHC2"
"417","GRM8"
"418","DRC3"
"419","BASP1-AS1"
"420","RGS6"
"421","TMEM231"
"422","SPEG"
"423","PITX1"
"424","BTNL9"
"425","UNC13A"
"426","CD22"
"427","FCGBP"
"428","FAM9B"
"429","CHST6"
"430","SYNPR-AS1"
"431","KLHL32"
"432","TFR2"
"433","Z96074.1"
"434","IL1RL1"
"435","GRIN2B"
"436","SYTL5"
"437","NRG4"
"438","CCDC26"
"439","BFSP2-AS1"
"440","MS4A15"
"441","TMCC2"
"442","PPM1E"
"443","VIL1"
"444","CTNNA3"
"445","CLDN10"
"446","PTPRR"
"447","RGS22"
"448","TSNAXIP1"
"449","HHLA2"
"450","SV2C"
"451","NTRK3"
"452","SLC7A14-AS1"
"453","FRMPD4"
"454","DLGAP2"
"455","ESRRG"
"456","FAM227A"
"457","AGBL4"
"458","VIPR1-AS1"
"459","SYNPR"
"460","DACH2"
"461","DIPK2B"
"462","ACSL6"
"463","MAATS1"
"464","VWC2"
"465","TTC23L"
"466","CCDC81"
"467","CCDC148-AS1"
"468","GABRG3"
"469","GPM6A"
"470","STXBP5L"
"471","ATP6V0A4"
"472","ENPP1"
"473","TOGARAM2"
"474","CDH6"
"475","CYP2C18"
"476","SRCIN1"
"477","GPR35"
"478","PLA2G2A"
"479","C4orf47"
"480","ANXA10"
"481","KIF19"
"482","CDH2"
"483","IQCD"
"484","VWC2L"
"485","FLT3"
"486","CLEC19A"
"487","NTM-AS1"
"488","RBFOX3"
"489","GALNT13"
"490","SMPD3"
"491","SLCO5A1"
"492","MIR3681HG"
"493","CNR2"
"494","C6orf99"
"495","SORCS1"
"496","CFAP54"
"497","TNFRSF13C"
"498","DRAIC"
"499","DNAH7"
"500","SCGB1A1"
"501","THSD7B"
"502","RIMS1"
"503","AQP4-AS1"
"504","PROM1"
"505","SPOCK3"
"506","KHDRBS2-OT"
"507","GDA"
"508","GNLY"
"509","OVCH1"
"510","MKX"
"511","ENKUR"
"512","FFAR4"
"513","ZNF367"
"514","TRAT1"
"515","KLHL14"
"516","TBX1"
"517","XDH"
"518","CADM3"
"519","PRX"
"520","CCDC148"
"521","ENPP3"
"522","POU2AF1"
"523","CYP19A1"
"524","PPP2R2C"
"525","GRIN3B"
"526","OBI1-AS1"
"527","NPSR1-AS1"
"528","GALNT14"
"529","LRGUK"
"530","SEMA3A"
"531","BLK"
"532","GJC1"
"533","BBOX1-AS1"
"534","DMTN"
"535","ATP8A2"
"536","CORO2B"
"537","CCDC60"
"538","NIBAN3"
"539","ZNF473"
"540","TSPAN1"
"541","FA2H"
"542","C12orf74"
"543","TMEM233"
"544","CETN2"
"545","TLR10"
"546","CA1"
"547","IDO1"
"548","PARD6G"
"549","C17orf64"
"550","WIPF3"
"551","MFSD2B"
"552","ROR1-AS1"
"553","OVCH2"
"554","SEPTIN9-DT"
"555","TMEM100"
"556","FCRL1"
"557","PLEKHS1"
"558","GRIA1"
"559","FABP4"
"560","ROBO4"
"561","CADM2"
"562","ASB14"
"563","HS3ST5"
"564","SCGB3A1"
"565","TXNDC5"
"566","IQSEC3"
"567","LPAR3"
"568","MIR4713HG"
"569","SLC38A11"
"570","DTX1"
"571","ZNF536"
"572","KLRC3"
"573","KIAA0319"
"574","ITGA7"
"575","VIPR1"
"576","KLHL4"
"577","FUT3"
"578","LEKR1"
"579","GLDC"
"580","PRF1"
"581","PTRH1"
"582","IGF2BP3"
"583","HSD17B2"
"584","PLA1A"
"585","AGBL1"
"586","HEYL"
"587","CNTN6"
"588","EMCN"
"589","CFAP70"
"590","PROM2"
"591","NOTCH4"
"592","C3orf67"
"593","MIR31HG"
"594","P2RX5"
"595","RP1"
"596","MYO7B"
"597","FCN1"
"598","FAM229B"
"599","NUGGC"
"600","ADAMTS8"
"601","ANO2"
"602","SPATA18"
"603","SLC6A4"
"604","HNF4G"
"605","NKG7"
"606","AADACL2-AS1"
"607","SPEF2"
"608","SMOX"
"609","MIR2052HG"
"610","LHFPL3"
"611","SHISA6"
"612","INHBA-AS1"
"613","SLC38A11"
"614","CDH5"
"615","BRINP1"
"616","MROH9"
"617","CYP3A5"
"618","VWF"
"619","C3orf67-AS1"
"620","LHFPL3-AS2"
"621","LCN2"
"622","CAMK4"
"623","FANK1"
"624","GRIN2B"
"625","C6orf141"
"626","TMEM232"
"627","LRRC9"
"628","MEI4"
"629","DOC2B"
"630","NOS1"
"631","MUC16"
"632","NEIL3"
"633","APOD"
"634","SCN3A"
"635","BCAS1"
"636","ARHGAP39"
"637","GREB1"
"638","THEMIS"
"639","OVCH1-AS1"
"640","AXDND1"
"641","ADCY5"
"642","SLC2A1"
"643","KCNMB2"
"644","ADGRL4"
"645","LINGO2"
"646","PCDH11X"
"647","TAL1"
"648","TMEM266"
"649","EBF2"
"650","WDR78"
"651","BMX"
"652","NTRK2"
"653","TWIST1"
"654","EFCAB10"
"655","ADARB2"
"656","CCDC26"
"657","MEI1"
"658","CACNG4"
"659","ZNF366"
"660","WNK2"
"661","ZPLD1"
"662","ANKFN1"
"663","ANKRD29"
"664","DNAH11"
"665","DTHD1"
"666","CARMN"
"667","ZNF391"
"668","CHRNA7"
"669","CNTN5"
"670","DNER"
"671","TMPRSS4"
"672","TENT5C"
"673","BRINP3"
"674","DPP10"
"675","GYPE"
"676","GATA1"
"677","CASC2"
"678","FCRL2"
"679","PTGS1"
"680","ECSCR"
"681","IFNG-AS1"
"682","CSMD2"
"683","GREM1"
"684","SLC24A4"
"685","DNALI1"
"686","ZNF215"
"687","ANKRD1"
"688","CYYR1"
"689","DUOX2"
"690","AQP5"
"691","GMPR"
"692","GALNT15"
"693","KCNN2"
"694","WIF1"
"695","PRG4"
"696","RAMP3"
"697","ART4"
"698","LEMD1"
"699","IRF4"
"700","MORN2"
"701","CYP2S1"
"702","ITM2C"
"703","LTB"
"704","SEMA3D"
"705","TNFRSF13B"
"706","SLC5A1"
"707","NME5"
"708","PPIL6"
"709","MAP6"
"710","PTPRB"
"711","CHST4"
"712","CDCA7"
"713","MNS1"
"714","PCDH17"
"715","CDHR3"
"716","COL11A1"
"717","KIAA1549"
"718","ARMH1"
"719","NR5A2"
"720","PRSS12"
"721","PCDH15"
"722","CACNA1H"
"723","CCDC181"
"724","CBLC"
"725","KCNK12"
"726","FAM81A"
"727","LY86-AS1"
"728","NRG1"
"729","TRPM3"
"730","HMBS"
"731","NOS1"
"732","SCEL"
"733","TMPRSS3"
"734","TLL1"
"735","BBOF1"
"736","ADD2"
"737","CD28"
"738","MKI67"
"739","CCR2"
"740","BTNL8"
"741","CRB1"
"742","SLC44A4"
"743","MUC16"
"744","HAS2-AS1"
"745","ERICH6-AS1"
"746","MELK"
"747","GABRB3"
"748","TIE1"
"749","SHANK3"
"750","LRRC6"
"751","STK32B"
"752","MYO16-AS1"
"753","WDR54"
"754","MND1"
"755","ISLR"
"756","EGFL7"
"757","EBNA1BP2"
"758","PLPPR3"
"759","ZFHX4"
"760","ASPM"
"761","RAMP3"
"762","WDR49"
"763","IL18R1"
"764","FYB2"
"765","TM4SF19"
"766","NKAIN2"
"767","CCDC39"
"768","STAP1"
"769","HIST1H2BJ"
"770","FERMT1"
"771","PTPRN2"
"772","TMC3-AS1"
"773","MCAM"
"774","MYCT1"
"775","KIF18B"
"776","LRRC36"
"777","CD6"
"778","RBP2"
"779","MTUS2"
"780","AFAP1L1"
"781","KLK11"
"782","KBTBD11"
"783","RRM2"
"784","TSPAN33"
"785","NPHP1"
"786","PLEKHA6"
"787","UNC79"
"788","KIF14"
"789","GNAO1"
"790","Z93403.1"
"791","SNTG2"
"792","ZFHX2"
"793","GFRA1"
"794","RASIP1"
"795","KIF15"
"796","FLACC1"
"797","FAM81A"
"798","XKR4"
"799","TLL1"
"800","ADRA1A"
"801","CCDC170"
"802","TOP2A"
"803","PDE2A"
"804","JAM2"
"805","TTC26"
"806","MYRF"
"807","PZP"
"808","CCDC192"
"809","NDST3"
"810","GTSE1"
"811","ZNF273"
"812","EFCAB6"
"813","PTGDR"
"814","PDE10A"
"815","KCNA2"
"816","CAPN9"
"817","CLDN5"
"818","SLCO5A1"
"819","MMP16"
"820","PKD1L1"
"821","C16orf46"
"822","STAP1"
"823","FAM189A2"
"824","GRIA3"
"825","SLC24A2"
"826","RBM20"
"827","CFB"
"828","COMP"
"829","CXCL5"
"830","LMOD1"
"831","PDGFB"
"832","SCN1A"
"833","MYBL1"
"834","TRIM29"
"835","CDC25C"
"836","RMST"
"837","MCEMP1"
"838","CLNK"
"839","P2RY12"
"840","KCNMB2-AS1"
"841","CLVS1"
"842","FNDC1"
"843","CLNK"
"844","DZANK1"
"845","DHRS9"
"846","CENPF"
"847","GUCY1A2"
"848","GLRX5"
"849","SLC14A1"
"850","KNL1"
"851","KCNH8"
"852","CA12"
"853","BANK1"
"854","NCAM1"
"855","SYT8"
"856","CXCL1"
"857","MS4A4E"
"858","CCDC157"
"859","TESC"
"860","PBK"
"861","HJURP"
"862","FAT3"
"863","ANO3"
"864","RGS7"
"865","GPRC5D"
"866","DNAH5"
"867","MEGF11"
"868","GPRC5B"
"869","PCA3"
"870","LAX1"
"871","TRNP1"
"872","NOTCH4"
"873","IGF2BP3"
"874","MYB"
"875","IQANK1"
"876","GCSAM"
"877","TP73"
"878","PODXL"
"879","PTGER3"
"880","CDCA2"
"881","RYR3"
"882","E2F8"
"883","FAP"
"884","P2RY14"
"885","ITK"
"886","AOX1"
"887","KIRREL3"
"888","DLGAP5"
"889","MIR924HG"
"890","HILPDA"
"891","FGF12"
"892","E2F2"
"893","WT1"
"894","CNTNAP3B"
"895","NUGGC"
"896","SEC14L4"
"897","PGM5"
"898","RGS6"
"899","PCA3"
"900","CD2"
"901","CX3CL1"
"902","PGC"
"903","TMEM119"
"904","WDR66"
"905","E2F2"
"906","BCL11B"
"907","ITGB4"
"908","MYBL2"
"909","VWF"
"910","AFF2"
"911","ANO2"
"912","SOGA3"
"913","PTK6"
"914","SLC6A20"
"915","MYH11"
"916","ADGRL4"
"917","HECW2"
"918","DGKG"
"919","NOVA2"
"920","P2RY14"
"921","RIMBP2"
"922","GATA2-AS1"
"923","KCTD16"
"924","ADGRL2"
"925","HJURP"
"926","CCDC178"
"927","GABRB2"
"928","MED12L"
"929","SCGB3A2"
"930","SMIM41"
"931","SNTG2"
"932","CD248"
"933","C10orf67"
"934","PLA2G4F"
"935","C10orf67"
"936","C12orf42"
"937","FMOD"
"938","GRIN2D"
"939","KDR"
"940","C3orf79"
"941","SNAP25"
"942","DPP6"
"943","LYPD6B"
"944","FECH"
"945","ADAM33"
"946","PCDH17"
"947","XKR9"
"948","NCKAP5"
"949","CALCRL"
"950","CAPN5"
"951","STAC"
"952","STPG2"
"953","GZMB"
"954","TOX3"
"955","CDH6"
"956","ZNF214"
"957","KIRREL3"
"958","GRM5"
"959","TLCD4"
"960","CAPN13"
"961","KCNH1"
"962","ADCY4"
"963","SFTPA2"
"964","CSMD1"
"965","LCA5L"
"966","SPOCK1"
"967","PALMD"
"968","TSPAN18"
"969","ADAMTS16"
"970","PLEKHH1"
"971","CT69"
"972","BGN"
"973","TMEM132D"
"974","FCRL2"
"975","FCRL1"
"976","STEAP1B"
"977","MIR4300HG"
"978","FLT1"
"979","OLFML3"
"980","CD24"
"981","KIF4A"
"982","DLL4"
"983","RHEX"
"984","INHBA"
"985","GRIK2"
"986","ZNF385D"
"987","CEACAM1"
"988","MYBL2"
"989","POSTN"
"990","MORN3"
"991","VNN2"
"992","BCL7A"
"993","DENND6B"
"994","LGALS1"
"995","MXRA5"
"996","ADGRL3"
"997","DTL"
"998","WNK3"
"999","MYRIP"
"1000","LINGO2"
