"","x"
"373","CENPP"
"374","SEC62"
"375","SEPTIN6"
"376","RPLP0"
"377","XPO5"
"378","JMY"
"379","NCAPD3"
"380","RIC1"
"381","EDRF1"
"382","EEF1G"
"383","RAPGEF4"
"384","CARS"
"385","MAPKAPK2"
"386","SFMBT2"
"387","MRPS31"
"388","EIF5B"
"389","CFAP54"
"390","KLF13"
"391","GCN1"
"392","SMAP2"
"393","KIZ"
"394","AKR1A1"
"395","UGGT1"
"396","EHMT1"
"397","CARMIL1"
"398","PARVB"
"399","IARS"
"400","TCEA1"
"401","CYREN"
"402","MTDH"
"403","CDYL"
"404","BTN3A2"
"405","LIN54"
"406","CALR"
"407","NOP58"
"408","ESR2"
"409","XRRA1"
"410","RAD18"
"411","EDEM3"
"412","METTL7A"
"413","MBNL2"
"414","EVI2B"
"415","ERO1B"
"416","CSNK1E"
"417","MDM2"
"418","ACADVL"
"419","PTPN2"
"420","HELB"
"421","ARL5A"
"422","ZBTB38"
"423","EIF5"
"424","CDK5RAP3"
"425","SIPA1L3"
"426","LARGE1"
"427","SAMD9L"
"428","CCDC88B"
"429","CSGALNACT1"
"430","FGFR1OP2"
"431","SIDT1"
"432","PPM1K"
"433","FAAH2"
"434","EEF1D"
"435","BRCA1"
"436","COBLL1"
"437","ARFGEF2"
"438","GYS1"
"439","ST3GAL2"
"440","JAK3"
"441","VPS37B"
"442","CNDP2"
"443","Z93930.2"
"444","ARFGAP3"
"445","COL4A4"
"446","EZH2"
"447","MARCH8"
"448","SEMA4A"
"449","GALK2"
"450","SRBD1"
"451","RGS1"
"452","GFPT1"
"453","VCP"
"454","ATG4C"
"455","RPS19"
"456","PIP5K1B"
"457","USO1"
"458","ABCA5"
"459","TRIP11"
"460","CANX"
"461","RYBP"
"462","COG6"
"463","SRPK1"
"464","MLKL"
"465","MMS22L"
"466","HSPA8"
"467","UBXN4"
"468","STARD7"
"469","UAP1"
"470","RBM6"
"471","ASB3"
"472","R3HDM1"
"473","NSUN6"
"474","KLHL5"
"475","EIF2S2"
"476","RPL21"
"477","ARHGAP42"
"478","RBBP4"
"479","TBC1D1"
"480","ATM"
"481","ENTPD1"
"482","ZBTB8OS"
"483","MPHOSPH9"
"484","SDHA"
"485","BARD1"
"486","SEC13"
"487","MED13L"
"488","INTS8"
"489","OXCT1"
"490","NCL"
"491","CYTH4"
"492","DNAJC10"
"493","GTPBP1"
"494","UPF2"
"495","CCPG1"
"496","UPF1"
"497","ANAPC5"
"498","ELL2"
"499","SIL1"
"500","SELENOI"
"501","GMDS-DT"
"502","BTAF1"
"503","IRF2"
"504","HSPA1B"
"505","SURF4"
"506","ACBD3"
"507","SMCHD1"
"508","TMPO"
"509","AK3"
"510","UCHL5"
"511","TMEM117"
"512","PSMA5"
"513","TLK1"
"514","RPL37A"
"515","ERC1"
"516","SETDB2"
"517","OSBP"
"518","RPL6"
"519","MORF4L2"
"520","INPP4A"
"521","HBS1L"
"522","GOLPH3L"
"523","NRDC"
"524","PTPN1"
"525","RPL35"
"526","MIATNB"
"527","IFNAR2"
"528","PVT1"
"529","ITPR2"
"530","SEC31A"
"531","FASTKD1"
"532","SYK"
"533","CALU"
"534","RBM33"
"535","MTG1"
"536","RPS27A"
"537","SNRNP70"
"538","SLC12A6"
"539","RABGAP1L"
"540","CCDC186"
"541","STX5"
"542","UBA6-AS1"
"543","SUCO"
"544","RPL18"
"545","IFNAR1"
"546","TENT4A"
"547","TNK2"
"548","HSP90AA1"
"549","VPS36"
"550","ARF1"
"551","PRKD2"
"552","CLINT1"
"553","PMEPA1"
"554","TTC3"
"555","SLC25A46"
"556","RPL10"
"557","B3GALNT2"
"558","ANKRD36"
"559","COG3"
"560","SLC39A9"
"561","SART3"
"562","ITFG2"
"563","ERAP2"
"564","PIEZO1"
"565","TMED10"
"566","EIF3J"
"567","INSR"
"568","MIA3"
"569","PPARA"
"570","MAN2A1"
"571","RPSA"
"572","TMEM241"
"573","LBR"
"574","ATP11B"
"575","ZNF37A"
"576","TSC22D3"
"577","N4BP2"
"578","ACO2"
"579","EIF2B3"
"580","GIGYF2"
"581","NBEA"
"582","MACO1"
"583","SUZ12"
"584","PI4K2B"
"585","GOLGA1"
"586","PSMD14"
"587","SUPT5H"
"588","IL15RA"
"589","GOLGB1"
"590","WRN"
"591","OSBPL10"
"592","ELK3"
"593","SLC30A7"
"594","HS2ST1"
"595","ELL"
"596","PUDP"
"597","SET"
"598","PCMTD1"
"599","MICAL3"
"600","MTRNR2L12"
"601","H2AFV"
"602","LTN1"
"603","C1GALT1"
"604","MON2"
"605","UFL1"
"606","SF3B2"
"607","CCM2"
"608","SLC38A1"
"609","ARPP19"
"610","APOL6"
"611","AFTPH"
"612","WWOX"
"613","TARSL2"
"614","ODR4"
"615","MFSD11"
"616","ZMIZ2"
"617","SCFD2"
"618","RPS3"
"619","RPS6"
"620","AP3D1"
"621","XYLT1"
"622","XRCC4"
"623","TBL1XR1"
"624","SS18"
"625","GOLGA2"
"626","CCDC144A"
"627","SMC3"
"628","CAMKMT"
"629","SEC16A"
"630","TOPBP1"
"631","ACAP1"
"632","RPL8"
"633","RACK1"
"634","USP3-AS1"
"635","RARS2"
"636","TM9SF3"
"637","UBC"
"638","SETBP1"
"639","STK4"
"640","POLA1"
"641","PMS1"
"642","GRB2"
"643","MAGT1"
"644","MTMR12"
"645","DDB1"
"646","NAP1L4"
"647","USP7"
"648","NBAS"
"649","SMC1A"
"650","TLE3"
"651","PLCL2"
