"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","score"
"TLL1",0,6.18653655044668,0.225,0.004,0,"Endothelial cells","TLL1",1.3919707238505
"EPB41L21",0,1.96802488579866,0.36,0.139,0,"Endothelial cells","EPB41L2",0.708488958887516
"ADGRL4",0,7.61324737280294,0.218,0.001,0,"Endothelial cells","ADGRL4",1.65968792727104
"RIN22",0,1.75000649050843,0.438,0.221,0,"Endothelial cells","RIN2",0.766502842842694
"PLSCR41",0,2.50232058895785,0.284,0.067,0,"Endothelial cells","PLSCR4",0.71065904726403
"ZNF5211",0,2.78984931670206,0.27,0.055,0,"Endothelial cells","ZNF521",0.753259315509555
"CD363",0,2.80186845731859,0.298,0.083,0,"Endothelial cells","CD36",0.83495680028094
"AFF31",0,2.11475073559919,0.33,0.116,0,"Endothelial cells","AFF3",0.697867742747733
"SNTG2",0,6.21702071770802,0.218,0.005,0,"Endothelial cells","SNTG2",1.35531051646035
"PODXL",0,5.96878845585863,0.216,0.006,0,"Endothelial cells","PODXL",1.28925830646546
"FENDRR",0,6.49986874632135,0.214,0.004,0,"Endothelial cells","FENDRR",1.39097191171277
"MYH93",0,1.56096860166352,0.451,0.242,0,"Endothelial cells","MYH9",0.703996839350249
"HLA-E3",0,1.74856013428208,0.351,0.143,0,"Endothelial cells","HLA-E",0.613744607133009
"ZNF385D",0,4.43741391572405,0.219,0.012,0,"Endothelial cells","ZNF385D",0.971793647543567
"DYSF2",0,2.58186101283962,0.261,0.056,0,"Endothelial cells","DYSF",0.673865724351141
"RBMS22",0,2.08121660962091,0.344,0.14,0,"Endothelial cells","RBMS2",0.715938513709593
"RASGRF21",0,3.28551709195243,0.23,0.028,0,"Endothelial cells","RASGRF2",0.75566893114906
"LRCH1",0,1.55867524423856,0.392,0.195,0,"Endothelial cells","LRCH1",0.611000695741514
"PTPN142",0,2.29704227481478,0.291,0.094,0,"Endothelial cells","PTPN14",0.6684393019711
"PLPP11",0,2.85660785932457,0.298,0.101,0,"Endothelial cells","PLPP1",0.851269142078723
"ARGLU1",0,1.85909201337442,0.499,0.303,0,"Endothelial cells","ARGLU1",0.927686914673834
"IGFBP71",0,1.68652361856351,0.301,0.107,0,"Endothelial cells","IGFBP7",0.507643609187617
"SHROOM42",0,2.78184850089089,0.263,0.069,0,"Endothelial cells","SHROOM4",0.731626155734303
"PCAT19",0,7.28772709899845,0.193,0.002,0,"Endothelial cells","PCAT19",1.4065313301067
"SH3D192",0,1.51290296749191,0.371,0.181,0,"Endothelial cells","SH3D19",0.561287000939497
"PALM2-AKAP22",0,1.40545174683471,0.381,0.191,0,"Endothelial cells","PALM2-AKAP2",0.535477115544024
"NFIA2",0,1.15934403728861,0.49,0.301,0,"Endothelial cells","NFIA",0.568078578271418
"SMAD1",0,3.5710621375527,0.239,0.05,0,"Endothelial cells","SMAD1",0.853483850875094
"TMEM255B",0,3.93244816170568,0.205,0.016,0,"Endothelial cells","TMEM255B",0.806151873149664
"ZNF423",0,4.13877298564937,0.205,0.016,0,"Endothelial cells","ZNF423",0.848448462058121
"CTNND12",0,1.36483200818753,0.49,0.302,0,"Endothelial cells","CTNND1",0.668767684011888
"PTPRK2",0,1.18310524356867,0.418,0.23,0,"Endothelial cells","PTPRK",0.494537991811704
"STARD132",0,1.50183853392777,0.402,0.215,0,"Endothelial cells","STARD13",0.603739090638963
"MRTFB1",0,2.30884869037423,0.343,0.156,0,"Endothelial cells","MRTFB",0.79193510079836
"MSRB32",0,2.32455987600403,0.248,0.061,0,"Endothelial cells","MSRB3",0.576490849248999
"EFNB2",0,4.77192763015827,0.204,0.017,0,"Endothelial cells","EFNB2",0.973473236552286
"MCTP12",0,2.27792227703879,0.34,0.154,0,"Endothelial cells","MCTP1",0.774493574193188
"PRKCE2",0,1.58970792526271,0.528,0.342,0,"Endothelial cells","PRKCE",0.839365784538711
"RASAL22",0,1.40572485817983,0.456,0.271,0,"Endothelial cells","RASAL2",0.641010535330002
"KAT6A3",0,1.20475657643351,0.472,0.287,0,"Endothelial cells","KAT6A",0.568645104076617
"SH2D3C",0,3.07747852468925,0.215,0.03,0,"Endothelial cells","SH2D3C",0.661657882808188
"NEDD41",0,2.63229695244769,0.249,0.064,0,"Endothelial cells","NEDD4",0.655441941159476
"CLDN5",0,7.11043461535123,0.185,0.001,0,"Endothelial cells","CLDN5",1.31543040383998
"PALD1",0,3.72835381582992,0.202,0.02,0,"Endothelial cells","PALD1",0.753127470797643
"CSGALNACT12",0,1.78936703174577,0.283,0.101,0,"Endothelial cells","CSGALNACT1",0.506390869984054
"KIAA03551",0,2.13288344580739,0.273,0.092,0,"Endothelial cells","KIAA0355",0.582277180705417
"TIE1",0,7.04506385351949,0.182,0.001,0,"Endothelial cells","TIE1",1.28220162134055
"FNBP1L2",0,2.11669274338783,0.287,0.106,0,"Endothelial cells","FNBP1L",0.607490817352308
"MCF2L",0,4.58686487685856,0.196,0.015,0,"Endothelial cells","MCF2L",0.899025515864277
"PIK3C2A",0,1.67480758858,0.352,0.172,0,"Endothelial cells","PIK3C2A",0.589532271180161
"KLF73",0,1.98818470481393,0.3,0.122,0,"Endothelial cells","KLF7",0.596455411444178
"RBFOX23",0,1.47183355108177,0.358,0.18,0,"Endothelial cells","RBFOX2",0.526916411287272
"TUSC3",0,3.63363694478782,0.211,0.034,0,"Endothelial cells","TUSC3",0.766697395350231
"CPNE82",0,1.61575150368214,0.332,0.156,0,"Endothelial cells","CPNE8",0.536429499222472
"DIPK2B",0,7.39319939717607,0.177,0.001,0,"Endothelial cells","DIPK2B",1.30859629330016
"ECE11",0,2.24314613568304,0.249,0.074,0,"Endothelial cells","ECE1",0.558543387785076
"STOM1",0,2.44865054099276,0.263,0.089,0,"Endothelial cells","STOM",0.643995092281095
"MEF2A3",0,1.32709298259911,0.551,0.38,0,"Endothelial cells","MEF2A",0.731228233412107
"PKP42",0,1.93477691225422,0.331,0.16,0,"Endothelial cells","PKP4",0.640411157956146
"NCKAP13",0,1.73148691950221,0.304,0.133,0,"Endothelial cells","NCKAP1",0.526372023528671
"ITGAV1",0,1.59138257911182,0.355,0.185,0,"Endothelial cells","ITGAV",0.564940815584695
"PDE10A",0,4.33943539409739,0.184,0.014,0,"Endothelial cells","PDE10A",0.79845611251392
"FLT4",0,7.34535698766203,0.169,0.001,0,"Endothelial cells","FLT4",1.24136533091488
"RELN",0,8.29967973232417,0.167,0.001,0,"Endothelial cells","RELN",1.38604651529814
"ENG2",0,2.41603364211107,0.247,0.081,0,"Endothelial cells","ENG",0.596760309601435
"TOX21",0,3.61424567633424,0.189,0.024,0,"Endothelial cells","TOX2",0.683092432827171
"ELK32",0,2.06339196312788,0.25,0.088,0,"Endothelial cells","ELK3",0.515847990781969
"GNA14-AS1",0,3.60361918525614,0.189,0.029,0,"Endothelial cells","GNA14-AS1",0.681084026013411
"HSPG23",0,2.36848552489433,0.249,0.09,0,"Endothelial cells","HSPG2",0.589752895698689
"TSPAN18",0,4.85892009733664,0.164,0.006,0,"Endothelial cells","TSPAN18",0.79686289596321
"CTTNBP2NL2",0,2.14291114175451,0.252,0.095,0,"Endothelial cells","CTTNBP2NL",0.540013607722137
"SNRK2",0,1.90650393481746,0.261,0.105,0,"Endothelial cells","SNRK",0.497597526987358
"ASAP23",0,1.87801623644797,0.253,0.097,0,"Endothelial cells","ASAP2",0.475138107821337
"NOSTRIN",0,4.2195797385716,0.178,0.022,0,"Endothelial cells","NOSTRIN",0.751085193465744
"MPDZ2",0,1.86871687251704,0.248,0.094,0,"Endothelial cells","MPDZ",0.463441784384226
"ADCY4",0,5.44764658115176,0.158,0.004,0,"Endothelial cells","ADCY4",0.860728159821979
"STOX22",0,2.25767647357824,0.274,0.121,0,"Endothelial cells","STOX2",0.618603353760439
"CLEC1A",0,4.70437793205347,0.161,0.009,0,"Endothelial cells","CLEC1A",0.757404847060608
"ITGA51",0,2.45793858521446,0.208,0.056,0,"Endothelial cells","ITGA5",0.511251225724607
"RAMP3",0,7.68978619333247,0.152,0.001,0,"Endothelial cells","RAMP3",1.16884750138653
"VIPR1",0,5.51574369012753,0.157,0.007,0,"Endothelial cells","VIPR1",0.865971759350023
"F8",0,5.66161135954834,0.157,0.007,0,"Endothelial cells","F8",0.888872983449089
"RUNX1T11",0,1.66040905765403,0.231,0.082,0,"Endothelial cells","RUNX1T1",0.38355449231808
"ADIPOR2",0,2.21595144961357,0.251,0.102,0,"Endothelial cells","ADIPOR2",0.556203813853007
"NAV12",0,1.81755416686953,0.244,0.096,0,"Endothelial cells","NAV1",0.443483216716166
"BACE2",0,2.06033741361925,0.233,0.086,0,"Endothelial cells","BACE2",0.480058617373285
"ARAP3",0,4.90773444511888,0.155,0.008,0,"Endothelial cells","ARAP3",0.760698838993426
"CD591",0,2.36920873623316,0.217,0.07,0,"Endothelial cells","CD59",0.514118295762596
"PXDN2",0,2.76049614739551,0.187,0.041,0,"Endothelial cells","PXDN",0.51621277956296
"BCR4",0,1.891806747497,0.238,0.092,0,"Endothelial cells","BCR",0.450250005904286
"FKBP1A",0,2.73748191966018,0.194,0.049,0,"Endothelial cells","FKBP1A",0.531071492414076
"RASGRP32",0,2.39841788939231,0.196,0.052,0,"Endothelial cells","RASGRP3",0.470089906320892
"PIK3C2B",0,2.86057211189661,0.179,0.035,0,"Endothelial cells","PIK3C2B",0.512042408029494
"GFOD11",0,2.0181753680873,0.209,0.065,0,"Endothelial cells","GFOD1",0.421798651930245
"CNTNAP3B",0,5.14452535752957,0.152,0.008,0,"Endothelial cells","CNTNAP3B",0.781967854344494
"LIMS21",0,4.23707376610646,0.158,0.015,0,"Endothelial cells","LIMS2",0.669457655044821
"ITGA91",0,2.15474656268169,0.23,0.087,0,"Endothelial cells","ITGA9",0.495591709416789
"ROBO4",0,7.33494831423211,0.144,0.001,0,"Endothelial cells","ROBO4",1.05623255724942
"MCC2",0,1.95759079781309,0.231,0.089,0,"Endothelial cells","MCC",0.452203474294824
"EML1",0,3.6421579231834,0.169,0.027,0,"Endothelial cells","EML1",0.615524689017995
"CHN1",0,2.97075790220945,0.169,0.028,0,"Endothelial cells","CHN1",0.502058085473397
"KLHL51",0,1.91100946187141,0.222,0.082,0,"Endothelial cells","KLHL5",0.424244100535454
"KDR",0,5.01809470887622,0.145,0.005,0,"Endothelial cells","KDR",0.727623732787051
"HEG12",0,1.7864716891885,0.235,0.096,0,"Endothelial cells","HEG1",0.419820846959298
"LRRC11",0,2.87586335760543,0.19,0.052,0,"Endothelial cells","LRRC1",0.546414037945033
"FAM171A11",0,3.12687016605523,0.162,0.025,0,"Endothelial cells","FAM171A1",0.506552966900947
"PALMD",0,4.71131083542878,0.149,0.012,0,"Endothelial cells","PALMD",0.701985314478887
"TGM21",0,2.06606226768874,0.199,0.063,0,"Endothelial cells","TGM2",0.411146391270059
"ZBTB46",0,2.73459720526052,0.168,0.032,0,"Endothelial cells","ZBTB46",0.459412330483767
"CCDC85A1",0,2.69151631075028,0.176,0.041,0,"Endothelial cells","CCDC85A",0.473706870692049
"NR5A2",0,6.55151931696528,0.136,0.002,0,"Endothelial cells","NR5A2",0.891006627107278
"AQP11",0,3.62602373408983,0.154,0.02,0,"Endothelial cells","AQP1",0.558407655049833
"PGM5",0,3.76207529904635,0.157,0.023,0,"Endothelial cells","PGM5",0.590645821950277
"PROX1",0,6.71340930340583,0.133,0.002,0,"Endothelial cells","PROX1",0.892883437352975
"ITGA61",0,1.53006949658949,0.197,0.067,0,"Endothelial cells","ITGA6",0.301423690828129
"PDE7B",0,2.314139800896,0.183,0.053,0,"Endothelial cells","PDE7B",0.423487583563968
"MARCH31",0,1.69473695147581,0.206,0.077,0,"Endothelial cells","MARCH3",0.349115812004018
"CREB52",0,1.91363307010607,0.195,0.066,0,"Endothelial cells","CREB5",0.373158448670683
"PDE1C",0,3.7570613150864,0.147,0.018,0,"Endothelial cells","PDE1C",0.552288013317701
"YES11",0,2.00506840633581,0.193,0.064,0,"Endothelial cells","YES1",0.386978202422812
"SULF22",0,2.08249451863171,0.175,0.046,0,"Endothelial cells","SULF2",0.36443654076055
"PXN2",0,2.0614776794461,0.187,0.06,0,"Endothelial cells","PXN",0.38549632605642
"ST8SIA61",0,3.63312363534515,0.141,0.015,0,"Endothelial cells","ST8SIA6",0.512270432583666
"JCAD",0,4.04841082527329,0.138,0.012,0,"Endothelial cells","JCAD",0.558680693887714
"RASIP1",0,6.64416954315448,0.127,0.001,0,"Endothelial cells","RASIP1",0.843809531980619
"CAVIN2",0,4.59829319155846,0.134,0.009,0,"Endothelial cells","CAVIN2",0.616171287668833
"SMAD9",0,3.91564630132418,0.139,0.014,0,"Endothelial cells","SMAD9",0.544274835884062
"ADAMTS6",0,2.77046739652858,0.159,0.037,0,"Endothelial cells","ADAMTS6",0.440504316048044
"SDCBP2-AS1",0,2.41371571980064,0.177,0.055,0,"Endothelial cells","SDCBP2-AS1",0.427227682404714
"FAT41",0,1.9235289245069,0.186,0.065,0,"Endothelial cells","FAT4",0.357776379958284
"SEMA6A-AS1",0,2.89463679043894,0.15,0.029,0,"Endothelial cells","SEMA6A-AS1",0.434195518565842
"ABLIM31",0,2.39512921337048,0.163,0.044,0,"Endothelial cells","ABLIM3",0.390406061779389
"ITPRIP",0,2.87441703225264,0.151,0.032,0,"Endothelial cells","ITPRIP",0.434036971870149
"GRASP",0,3.52020297549363,0.134,0.016,0,"Endothelial cells","GRASP",0.471707198716146
"ZFPM2-AS11",0,1.91820099060352,0.179,0.061,0,"Endothelial cells","ZFPM2-AS1",0.34335797731803
"USP311",0,2.3221437111602,0.174,0.056,0,"Endothelial cells","USP31",0.404053005741875
"TMEM100",0,7.22773392060103,0.118,0.001,0,"Endothelial cells","TMEM100",0.852872602630922
"SEMA3D",0,3.63430510489183,0.133,0.017,0,"Endothelial cells","SEMA3D",0.483362578950614
"FAM155A2",0,2.13843397297713,0.172,0.056,0,"Endothelial cells","FAM155A",0.367810643352066
"TSPAN7",0,4.79527262994098,0.124,0.008,0,"Endothelial cells","TSPAN7",0.594613806112681
"SPNS2",0,3.37249538188944,0.133,0.018,0,"Endothelial cells","SPNS2",0.448541885791295
"BMP61",0,2.89769819023389,0.134,0.02,0,"Endothelial cells","BMP6",0.388291557491342
"CD93",0,3.63022252764767,0.125,0.011,0,"Endothelial cells","CD93",0.453777815955959
"PITPNM22",0,2.44735099527169,0.166,0.053,0,"Endothelial cells","PITPNM2",0.406260265215101
"GIMAP8",0,2.92674776479589,0.133,0.02,0,"Endothelial cells","GIMAP8",0.389257452717853
"CYYR1",0,6.35700077833054,0.115,0.002,0,"Endothelial cells","CYYR1",0.731055089508013
"FZD4",0,4.82226988040578,0.12,0.007,0,"Endothelial cells","FZD4",0.578672385648693
"JAM31",0,3.15308198034019,0.139,0.028,0,"Endothelial cells","JAM3",0.438278395267286
"RNF144A",0,2.05059638976011,0.155,0.044,0,"Endothelial cells","RNF144A",0.317842440412817
"HYAL2",0,5.12282027185434,0.116,0.006,0,"Endothelial cells","HYAL2",0.594247151535103
"SLC5A4-AS1",0,4.85833565609675,0.117,0.007,0,"Endothelial cells","SLC5A4-AS1",0.568425271763319
"SHE",0,4.16916766605381,0.118,0.009,0,"Endothelial cells","SHE",0.491961784594349
"TBX1",0,4.40874373737465,0.117,0.009,0,"Endothelial cells","TBX1",0.515823017272834
"STK32B",0,3.7482745386338,0.122,0.014,0,"Endothelial cells","STK32B",0.457289493713324
"TMEM44",0,2.90932497501967,0.129,0.022,0,"Endothelial cells","TMEM44",0.375302921777537
"PCSK6",0,3.02185071144332,0.132,0.025,0,"Endothelial cells","PCSK6",0.398884293910518
"ARHGAP23",0,2.99821184086531,0.129,0.023,0,"Endothelial cells","ARHGAP23",0.386769327471626
"CCL21",0,7.53415513023672,0.106,0.001,0,"Endothelial cells","CCL21",0.798620443805092
"KANK3",0,4.57439377625872,0.111,0.006,0,"Endothelial cells","KANK3",0.507757709164718
"KLHL3",0,3.22535810715949,0.122,0.018,0,"Endothelial cells","KLHL3",0.393493689073458
"KLF2",0,2.66178648387939,0.128,0.025,0,"Endothelial cells","KLF2",0.340708669936562
"MYRIP",0,4.0119198559928,0.121,0.018,0,"Endothelial cells","MYRIP",0.485442302575128
"KCNMB4",0,4.40269413447501,0.112,0.01,0,"Endothelial cells","KCNMB4",0.493101743061201
"VIPR1-AS1",0,5.99201138776084,0.106,0.004,0,"Endothelial cells","VIPR1-AS1",0.635153207102649
"NOVA2",0,6.88956622964033,0.103,0.001,0,"Endothelial cells","NOVA2",0.709625321652954
"PRKAR1B",0,2.73152295500921,0.128,0.027,0,"Endothelial cells","PRKAR1B",0.349634938241179
"SHROOM2",0,3.55114722058049,0.113,0.017,0,"Endothelial cells","SHROOM2",0.401279635925595
"SLCO4A1",0,4.45311564648916,0.103,0.008,0,"Endothelial cells","SLCO4A1",0.458670911588383
"PLA2G4C",0,2.40496260126459,0.129,0.035,0,"Endothelial cells","PLA2G4C",0.310240175563132
"PARD6G",0,4.01627211627228,0.101,0.008,0,"Endothelial cells","PARD6G",0.4056434837435
"ACVRL1",0,4.03096034022624,0.103,0.011,0,"Endothelial cells","ACVRL1",0.415188915043302
"CPAMD81",0,3.23412691144342,0.116,0.024,0,"Endothelial cells","CPAMD8",0.375158721727436
"IRAK2",0,2.36046351518241,0.123,0.032,0,"Endothelial cells","IRAK2",0.290337012367436
"IL33",0,3.66451480959558,0.102,0.012,0,"Endothelial cells","IL33",0.373780510578749
"ASRGL1",0,3.48882930675798,0.1,0.015,0,"Endothelial cells","ASRGL1",0.348882930675798
"PPM1F",0,2.40743759881925,0.103,0.024,0,"Endothelial cells","PPM1F",0.247966072678382
"UNC5B",0,2.81092896905359,0.101,0.023,0,"Endothelial cells","UNC5B",0.283903825874412
"PITPNC12",3.7063901631577e-307,1.24331820275793,0.408,0.225,1.09468233468863e-302,"Endothelial cells","PITPNC1",0.507273826725234
"DOCK14",5.5711778571743e-307,1.22143521797452,0.441,0.268,1.64544738011643e-302,"Endothelial cells","DOCK1",0.538652931126764
"ADGRG6",1.09147169407932e-303,2.75039493595656,0.114,0.03,3.22366164846326e-299,"Endothelial cells","ADGRG6",0.313545022699048
"WARS3",3.74644226625301e-303,2.01744124380626,0.214,0.085,1.10651172333783e-298,"Endothelial cells","WARS",0.43173242617454
"HMBOX1",1.19184174113372e-299,1.48771144785229,0.374,0.211,3.52010458243845e-295,"Endothelial cells","HMBOX1",0.556404081496756
"DPYSL31",3.35450017199277e-299,1.17099141440148,0.221,0.086,9.90751625798065e-295,"Endothelial cells","DPYSL3",0.258789102582728
"EMP11",4.93989397746489e-298,2.24482163798354,0.213,0.086,1.45899768624425e-293,"Endothelial cells","EMP1",0.478147008890494
"DEPP11",1.09614570733803e-297,1.9493446478579,0.133,0.039,3.23746634662288e-293,"Endothelial cells","DEPP1",0.2592628381651
"LEPR1",4.68121872337376e-295,1.85788629231812,0.177,0.063,1.38259794994844e-290,"Endothelial cells","LEPR",0.328845873740307
"NR2F21",6.55286951379848e-294,2.21776098852318,0.128,0.037,1.93539001090038e-289,"Endothelial cells","NR2F2",0.283873406530966
"FLRT21",3.19958323964034e-293,2.29090700139113,0.162,0.056,9.44996909827773e-289,"Endothelial cells","FLRT2",0.371126934225363
"LAMA41",3.66260473292774e-292,1.60513106284204,0.195,0.073,1.08175030787021e-287,"Endothelial cells","LAMA4",0.313000557254198
"BMERB11",5.26059589115075e-291,1.87987552901147,0.183,0.067,1.55371699645137e-286,"Endothelial cells","BMERB1",0.344017221809098
"FLNB2",3.93437897981274e-290,1.68017711171398,0.244,0.106,1.16201883168769e-285,"Endothelial cells","FLNB",0.409963215258212
"IL4R",6.64493632435123e-290,1.7515784369069,0.289,0.143,1.96258194339714e-285,"Endothelial cells","IL4R",0.506206168266095
"CD992",1.46945343221863e-289,1.68319458378653,0.248,0.109,4.34003071205771e-285,"Endothelial cells","CD99",0.417432256779058
"ANGPT2",9.24398346137186e-285,2.87464689571611,0.172,0.063,2.73021051531618e-280,"Endothelial cells","ANGPT2",0.494439266063171
"DAB2IP1",5.04251092454581e-282,2.18001171535128,0.147,0.048,1.48930560156461e-277,"Endothelial cells","DAB2IP",0.320461722156638
"ARL154",2.6191671486908e-278,1.60077120049837,0.542,0.393,7.73571017365828e-274,"Endothelial cells","ARL15",0.867617990670118
"CEP1122",4.38549589774218e-278,1.47693197562774,0.302,0.152,1.29525621339815e-273,"Endothelial cells","CEP112",0.446033456639577
"TM4SF12",1.32035154328067e-276,2.29476792427433,0.111,0.03,3.89965828307945e-272,"Endothelial cells","TM4SF1",0.254719239594451
"RGS3",2.11291523434768e-276,2.22407272118234,0.107,0.028,6.24049514464587e-272,"Endothelial cells","RGS3",0.23797578116651
"HDGFL3",4.36524922881479e-270,1.92489615860027,0.166,0.06,1.28927635973045e-265,"Endothelial cells","HDGFL3",0.319532762327645
"STARD13-AS3",4.8399716723201e-270,2.08310345592855,0.192,0.077,1.42948563341974e-265,"Endothelial cells","STARD13-AS",0.399955863538282
"DNM33",8.56793892516734e-270,1.8553091682965,0.207,0.086,2.53054076154817e-265,"Endothelial cells","DNM3",0.384048997837376
"TNXB1",2.33045361337095e-269,1.58474166762844,0.145,0.047,6.8829947470911e-265,"Endothelial cells","TNXB",0.229787541806124
"PRICKLE22",1.55504478057494e-266,2.41148706461951,0.305,0.168,4.59282475942809e-262,"Endothelial cells","PRICKLE2",0.735503554708949
"VAV33",2.34717737785347e-264,1.34708677154015,0.321,0.168,6.93238838549023e-260,"Endothelial cells","VAV3",0.432414853664387
"NDRG1",3.10196473792555e-263,2.15504615633761,0.216,0.093,9.16165285346312e-259,"Endothelial cells","NDRG1",0.465489969768923
"NUAK11",2.0912605971593e-262,2.51138665586437,0.118,0.035,6.17653817371e-258,"Endothelial cells","NUAK1",0.296343625391996
"PARVB2",1.47763617292734e-260,1.72143931026846,0.179,0.068,4.36419843674089e-256,"Endothelial cells","PARVB",0.308137636538054
