"","x"
"416","LDLRAD3"
"417","SPTBN1"
"418","PRKCH"
"419","ZHX3"
"420","ITPRID2"
"421","TBCD"
"422","RPS6KA2"
"423","CTNND1"
"424","UPF3A"
"425","DENND3"
"426","PDE7B"
"427","ABI3BP"
"428","CEMIP2"
"429","PLS3"
"430","MEF2C"
"431","NAMPT"
"432","NOTCH1"
"433","GABBR1"
"434","RDX"
"435","NFKBIA"
"436","KIAA1217"
"437","RAB11FIP3"
"438","LMCD1-AS1"
"439","UBC"
"440","TANC1"
"441","RIN2"
"442","FOSL2"
"443","CDC37"
"444","SETBP1"
"445","ARHGEF3"
"446","CRYBG3"
"447","ELK3"
"448","SIN3B"
"449","HLA-E"
"450","CNN3"
"451","IFI44"
"452","RBMS3-AS2"
"453","GBP2"
"454","CDC42BPB"
"455","NKTR"
"456","AHCTF1"
"457","TPM4"
"458","ATP1A1"
"459","ITGA9"
"460","MBOAT2"
"461","ITGA6"
"462","ADD1"
"463","NCOA7"
"464","FBN1"
"465","PALM2-AKAP2"
"466","FCHSD2"
"467","TEAD1"
"468","TGFBR2"
"469","PRKY"
"470","SHB"
"471","DUSP1"
"472","COL18A1"
"473","HIP1"
"474","HIF1A-AS3"
"475","SUN1"
"476","ST6GAL1"
"477","LYST"
"478","PROS1"
"479","STARD13-AS"
"480","COL4A1"
"481","NLRP1"
"482","SYNE2"
"483","DOCK1"
"484","FERMT2"
"485","PLXND1"
"486","BCAR3"
"487","PER1"
"488","PTMA"
"489","FMNL3"
"490","IGF1R"
"491","SNTB2"
"492","TCF7L1"
"493","PPFIBP1"
"494","KLHL2"
"495","KAT6A"
"496","ERO1A"
"497","ASAP1"
"498","OSBPL10"
"499","ARRDC3"
"500","TBC1D15"
"501","NAV1"
"502","EXT1"
"503","ELMO1"
"504","SIPA1L2"
"505","NRP1"
"506","MYOF"
"507","CTTN"
"508","SH3BP5"
"509","WLS"
"510","MEF2A"
"511","FRYL"
"512","SORBS1"
"513","HERPUD1"
"514","PLPP3"
"515","ARHGAP17"
