"","x"
"175","ARAP1"
"176","CLMN"
"177","TG"
"178","ADCY7"
"179","TAOK3"
"180","NOTCH2"
"181","FGD4"
"182","PLAUR"
"183","GNS"
"184","CBL"
"185","KLHL2"
"186","DENND5A"
"187","P4HA1"
"188","CYTH4"
"189","CD163"
"190","GAB2"
"191","IFNGR2"
"192","EAF2"
"193","H3F3A"
"194","SMAP2"
"195","SRGN"
"196","PGS1"
"197","NAMPT"
"198","LYST"
"199","APLP2"
"200","RNF130"
"201","SLC49A4"
"202","RNASET2"
"203","P2RX4"
"204","DNAJB6"
"205","ITPK1"
"206","TUT7"
"207","TSPAN14"
"208","AGTPBP1"
"209","TFEC"
"210","TPST1"
"211","SPOPL"
"212","DOCK2"
"213","CSF2RA"
"214","NUMB"
"215","HCLS1"
"216","GRB2"
"217","TLE3"
"218","GNA13"
"219","NCKAP1L"
"220","UBE2F"
"221","MTCH1"
"222","ARL8B"
"223","ALOX5"
"224","LCP2"
"225","PLXNC1"
"226","ATP6V0D1"
"227","USP15"
"228","HSPB1"
"229","IL3RA"
"230","SIRPA"
"231","GNAI2"
"232","SNX3"
"233","ZNF267"
"234","FKBP15"
"235","SRGAP2"
"236","MOB3B"
"237","IL10RA"
"238","KCNAB2"
"239","PTK2B"
"240","LYZ"
"241","FNDC3A"
"242","RBM47"
"243","CLIP2"
"244","XRCC4"
"245","SLC25A25"
"246","FAM102B"
"247","ASAH1"
"248","PIK3R5"
"249","GNAQ"
"250","WDFY2"
"251","NEAT1"
"252","PID1"
"253","SUSD1"
"254","MCF2L2"
"255","PLEKHB2"
"256","FYB1"
"257","MGAT1"
"258","USP3"
"259","ADAMTS2"
"260","RASGEF1B"
"261","ZNF804A"
"262","ACSL3"
"263","UBASH3B"
"264","LCP1"
"265","FXR1"
"266","VAV1"
"267","FLVCR2"
"268","PECAM1"
"269","ZDHHC7"
"270","ADGRE5"
"271","RNF13"
"272","CD83"
"273","ITGAL"
"274","ITGB2"
"275","PPP1R15A"
"276","SSH2"
"277","SLA"
"278","GRK2"
"279","RAB31"
"280","PICALM"
"281","TCF7L2"
"282","KCNQ1"
"283","LRMDA"
"284","SCLT1"
"285","JAZF1"
"286","ANKUB1"
"287","CYTIP"
"288","TTYH3"
"289","EEPD1"
"290","FGD3"
"291","IFNGR1"
"292","MORC3"
"293","CD53"
"294","ANKRD13D"
"295","ATG16L2"
"296","MYO9B"
"297","TRPS1"
"298","ADAM9"
"299","ATP2B1"
"300","SNX1"
"301","PPM1L"
"302","SH2B3"
"303","ARHGAP30"
"304","BIN2"
"305","MTPN"
"306","SYK"
"307","DLEU2"
"308","DNAJC5"
"309","TET3"
"310","UBC"
"311","SNX27"
"312","PLCB1"
"313","CYTH1"
"314","OAZ1"
"315","AOAH"
"316","CEBPB"
"317","APAF1"
"318","TBC1D14"
"319","ZNF710"
"320","ZC3HAV1"
"321","SAT1"
"322","TOM1"
"323","SKAP2"
"324","APBB1IP"
"325","KCNE1"
"326","MTMR14"
"327","SLC6A6"
"328","FAM49B"
"329","STK10"
"330","ANP32A"
"331","ARPC5"
"332","IL15"
"333","ZMIZ1"
"334","VMP1"
"335","MEGF9"
"336","DISC1"
"337","RYBP"
"338","ARRB1"
"339","ABHD3"
"340","RHBDF2"
"341","PSAP"
"342","MIS18BP1"
"343","PREX1"
"344","PXK"
"345","SLC22A15"
"346","CREB5"
"347","PLXDC2"
"348","CCDC88A"
"349","INSYN2B"
"350","KRAS"
"351","GAS7"
"352","IPMK"
"353","DOCK8"
"354","MAPK14"
"355","PTPRC"
"356","ZNF106"
"357","BCL6"
"358","ARID3A"
"359","PGK1"
"360","CHD1"
"361","CIITA"
"362","MBD2"
"363","B4GALT5"
"364","CPQ"
"365","EPB41L3"
"366","RASSF3"
"367","PTPRE"
"368","ANXA1"
"369","XYLT1"
"370","PHC2"
"371","MARK2"
"372","MAML3"
"373","STX6"
"374","ZNF516"
"375","ATP6V0A1"
"376","CEP170"
"377","DGKD"
"378","RAB8B"
"379","IL1RAP"
"380","CPB2-AS1"
"381","SLC44A1"
"382","SLC16A10"
"383","STK17B"
"384","STX7"
"385","PLSCR1"
"386","NFKBIZ"
"387","TNFAIP2"
"388","CD44"
"389","ZSWIM6"
"390","MANBA"
"391","RNF24"
"392","SLC39A11"
"393","IVNS1ABP"
"394","FRY"
"395","HDAC9"
"396","PFKFB3"
"397","DNAJC7"
"398","MAP3K3"
"399","SLC23A2"
"400","TMEM51"
"401","GBP2"
"402","RCOR1"
"403","MTMR3"
"404","ELF2"
"405","KLHL6"
"406","YPEL2"
"407","IFNAR2"
"408","HSPA4"
"409","ETV6"
"410","LRP1"
"411","TLN1"
"412","NCOR2"
"413","CDK19"
"414","DICER1"
"415","TXNIP"
"416","BANP"
"417","CPNE8"
"418","ADPGK"
"419","USP32"
"420","PPARG"
"421","CTSB"
