"","x"
"193","NNMT"
"194","ZCCHC24"
"195","CYP1B1-AS1"
"196","ABCC9"
"197","RFTN2"
"198","RUNX1T1"
"199","WASF1"
"200","SLC19A2"
"201","MAGI2-AS3"
"202","MAP7D3"
"203","NHSL2"
"204","SLC39A14"
"205","MARCH3"
"206","ARHGAP20"
"207","PLEKHA4"
"208","RBMS3-AS2"
"209","COL6A2"
"210","SHC3"
"211","ECM2"
"212","DOK6"
"213","PAPLN"
"214","ADAMTS1"
"215","ROR2"
"216","FRMD6"
"217","GXYLT2"
"218","FMO2"
"219","TRPC1"
"220","MAMDC2"
"221","TGFBR3"
"222","SCN7A"
"223","PDE1A"
"224","ADGRD1"
"225","LTBP1"
"226","KLF9"
"227","GPC6"
"228","AXL"
"229","ECHDC2"
"230","TXNRD1"
"231","LTBP4"
"232","FAM227B"
"233","CNTN4"
"234","ZNF521"
"235","TMEM45A"
"236","FAM110B"
"237","PLSCR4"
"238","MARK1"
"239","PHLDB2"
"240","NR2F2-AS1"
"241","UNC5C"
"242","AKAP12"
"243","PDE3A"
"244","NFASC"
"245","EYA4"
"246","PDLIM3"
"247","PRICKLE1"
"248","TNS2"
"249","ZBTB7C"
"250","TRHDE"
"251","ASAP3"
"252","ESR1"
"253","KIRREL1"
"254","LOX"
"255","AEBP1"
"256","PXDC1"
"257","GATA6"
"258","PCSK5"
"259","PLXNA4"
"260","SOBP"
"261","VGLL3"
"262","FGF2"
"263","CXCL12"
"264","SPARCL1"
"265","MSC-AS1"
"266","COL6A1"
"267","NFIB"
"268","LAMA4"
"269","NR2F1-AS1"
"270","CREB5"
"271","ANTXR1"
"272","MAMDC2-AS1"
"273","NFIA"
"274","CDON"
"275","ARHGAP10"
"276","LSAMP"
"277","HS6ST1"
"278","LIMA1"
"279","RND3"
"280","SETBP1"
"281","SULF1"
"282","FAT4"
"283","DSCAML1"
"284","DEPTOR"
"285","FBXL7"
"286","UACA"
"287","NR4A1"
"288","SLC25A27"
"289","FAXDC2"
"290","TJP2"
"291","ADAMTS9-AS2"
"292","SERPINE1"
"293","TTC28"
"294","SH3D19"
"295","CYBRD1"
"296","OSMR-AS1"
"297","PARD3B"
"298","CEP126"
"299","FOXP2"
"300","CALD1"
"301","TBX5"
"302","IPO9-AS1"
"303","DEPP1"
"304","NAV1"
"305","MICU3"
"306","PKD2"
"307","CCN2"
"308","REV3L"
"309","SAMD4A"
"310","NFATC2"
"311","PRDM6"
"312","PLA2R1"
"313","PGAP1"
"314","SFRP4"
"315","CYP1B1"
"316","C1orf21"
"317","MID1"
"318","EMP1"
"319","NAV2"
"320","MTERF4"
"321","SH3PXD2B"
"322","ALDH1A1"
"323","FKBP10"
"324","SORBS1"
"325","MAGI2"
"326","TEX41"
"327","MPDZ"
"328","DHRS3"
"329","ZNF704"
"330","TSPYL2"
"331","KREMEN1"
"332","PMP22"
"333","COL5A2"
"334","SDK1"
"335","C1RL"
"336","SLC40A1"
"337","NHS"
"338","SPATA6"
"339","NR2F1"
"340","KANK2"
"341","HGF"
"342","ADD3"
"343","ACSS3"
"344","EGR1"
"345","OSBPL9"
"346","NEXN"
"347","RECK"
"348","KCTD3"
"349","RNF217"
"350","COL6A6"
"351","ZBTB16"
"352","GLIS3"
"353","COL18A1"
"354","ANKS1B"
"355","COL6A3"
"356","LAMC1"
"357","JAM3"
"358","TENT5A"
"359","FHL1"
"360","CTTN"
"361","DLC1"
"362","ASAP2"
"363","SGCD"
"364","GULP1"
"365","MAP1B"
"366","DTWD1"
"367","MRC2"
"368","PKNOX2"
"369","CACNA1C"
"370","TENM3"
"371","COL21A1"
"372","ZEB1"
"373","ITGB5"
"374","NAMPT"
"375","METTL7A"
"376","NAALADL2"
"377","ZHX3"
"378","EML1"
"379","PIK3R1"
"380","SUCLG2-AS1"
"381","MARC2"
"382","LRP1"
"383","SOD2"
"384","DYNC2H1"
"385","OSMR"
"386","A2M"
"387","TULP3"
"388","CARMIL1"
"389","ST3GAL4"
"390","GSN"
"391","PLEKHA5"
"392","GPSM2"
"393","NFIX"
"394","GAS7"
"395","MINDY4"
"396","FBXO32"
"397","LTBP3"
"398","DYNC2LI1"
"399","FAM20C"
"400","NECTIN3"
"401","PXDN"
"402","TRIP10"
"403","EPB41L2"
"404","PLIN2"
"405","HIF3A"
"406","DAAM1"
"407","PTPRG"
"408","EGFR"
"409","MORC4"
"410","DTNA"
"411","PRSS23"
"412","EYA2"
"413","FGF14"
"414","MSRB3"
"415","CBLB"
"416","CYP7B1"
"417","TACC1"
"418","TIMP1"
"419","CPD"
"420","FAM126A"
"421","FAM114A1"
"422","CACNA1D"
"423","SLC16A7"
"424","PIEZO2"
"425","IL1R1"
"426","LUM"
"427","ANKAR"
"428","DIP2C"
"429","MOXD1"
"430","DLG5"
"431","PCDH9"
"432","ARHGEF10"
"433","SRGAP1"
"434","JADE1"
"435","ADCY3"
"436","GFM1"
"437","CSGALNACT1"
"438","BCL6"
"439","TNKS1BP1"
"440","TSHZ3"
"441","NIPAL2"
"442","TRAM2"
"443","NFIL3"
"444","ARHGAP6"
"445","PDK4"
"446","MFSD4B"
"447","PLEKHH2"
"448","MTHFD1L"
"449","COL4A2"
"450","IGF2BP2"
"451","EDA"
"452","NUPR1"
"453","SH3RF3"
"454","FERMT2"
"455","PKIG"
"456","PRR16"
"457","GNG12"
"458","MTERF1"
"459","ACVR2A"
"460","MEIS2"
"461","SORCS2"
"462","DAB1"
"463","COL4A1"
"464","GPC3"
"465","COL5A1"
"466","PROS1"
"467","SPART"
"468","SAMHD1"
"469","FAS"
"470","NDRG1"
"471","AFAP1"
"472","SUGCT"
"473","SMAD3"
"474","SSBP2"
"475","EMILIN1"
"476","UST"
"477","TIPARP"
"478","ROBO2"
"479","NEO1"
"480","TSPAN9"
"481","ATF3"
"482","CPED1"
"483","DNMBP"
"484","PRICKLE2"
"485","CAMSAP2"
"486","BX284613.2"
"487","AASS"
"488","ATP8B2"
"489","PRELID2"
"490","SOX5"
"491","PNPLA7"
"492","F3"
"493","CNN3"
"494","NRP1"
"495","HMCN1"
"496","PALLD"
"497","AKT3"
"498","DMD"
"499","SERPINH1"
"500","TPST1"
"501","WASF3"
"502","LTBP2"
"503","STARD9"
"504","AUTS2"
"505","SMIM14"
"506","DST"
"507","MEF2C-AS1"
"508","AHCYL1"
"509","PARD3"
"510","WDR19"
"511","ENAH"
"512","SLC16A1-AS1"
"513","PTPRD"
"514","TRMT11"
"515","CRYBG3"
"516","SMARCA1"
"517","SLC38A2"
"518","RBFOX2"
"519","GBE1"
"520","PRKG1"
"521","DSE"
"522","TRAF3IP2-AS1"
"523","KLHL29"
"524","CCN1"
"525","NCKAP1"
"526","TXLNG"
"527","SEPTIN11"
"528","SPTBN1"
"529","KLHDC1"
"530","ITGBL1"
"531","MITF"
"532","ASTN2"
"533","FAP"
"534","FBXO42"
"535","ARHGAP21"
"536","HECTD2"
"537","CASC15"
"538","KIFAP3"
"539","ADGRA3"
"540","PLA2G4A"
"541","LARGE1"
"542","LRP6"
"543","PRKN"
"544","ZFYVE9"
"545","SLC9A9"
"546","RASSF8"
"547","CTDSPL"
"548","MAN1C1"
"549","CAPS2"
"550","PLCB1"
"551","RUSC2"
"552","MAP3K20"
"553","IL6ST"
"554","MT2A"
"555","ATN1"
"556","TNFSF13B"
"557","AF117829.1"
"558","BACH2"
"559","QSOX1"
"560","ID2"
"561","PCNX2"
"562","PRKD1"
"563","TUBB6"
"564","STXBP1"
"565","MGST1"
"566","NR2F2"
"567","COL1A2"
"568","ZFAND5"
"569","ANO6"
"570","SLC2A13"
"571","MXI1"
