"","x"
"319","EIF1"
"320","TLR4"
"321","OGFRL1"
"322","CTSC"
"323","LTA4H"
"324","SLC43A2"
"325","SLC25A6"
"326","CD83"
"327","SAT1"
"328","ZFYVE16"
"329","LACTB"
"330","ARF6"
"331","B3GNT2"
"332","FAM20C"
"333","SCCPDH"
"334","PIK3R5"
"335","TEX2"
"336","LRP12"
"337","MNDA"
"338","C9orf72"
"339","ZFYVE26"
"340","AGPAT4"
"341","TESK2"
"342","FLVCR2"
"343","DHX34"
"344","RPS6KA1"
"345","ABCA1"
"346","TMED9"
"347","GASK1B"
"348","BCAT1"
"349","HLA-DMA"
"350","RNF130"
"351","TMEM33"
"352","CD9"
"353","TMBIM6"
"354","FDX1"
"355","BRI3"
"356","B3GNT5"
"357","TUBB"
"358","LIMK1"
"359","RPS2"
"360","PKM"
"361","OLFML2B"
"362","RPS28"
"363","ABCC3"
"364","S100A10"
"365","SLC8B1"
"366","ARRB2"
"367","DOP1B"
"368","TLR2"
"369","TRPM2"
"370","TMEM170B"
"371","CMKLR1"
"372","PDXK"
"373","NQO2"
"374","SORBS3"
"375","FMNL2"
"376","TRPV2"
"377","KCNAB2"
"378","UBXN2B"
"379","STXBP2"
"380","LRP1"
"381","TIMP2"
"382","GNAI2"
"383","STAC"
"384","IRF8"
"385","BST2"
"386","CALR"
"387","TNS3"
"388","ME2"
"389","YBX1"
"390","STAT5A"
"391","CANX"
"392","SLC6A6"
"393","RPS19"
"394","HCK"
"395","SLC43A3"
"396","LEPROT"
"397","HK2"
"398","PRNP"
"399","RPL41"
"400","CSF1R"
"401","MAN2B1"
"402","GPR137B"
"403","NAGK"
"404","SLC16A3"
"405","DYSF"
"406","RBM47"
"407","FRMD4A"
"408","ZNF438"
"409","ACER3"
"410","MAPKAPK3"
"411","DENND4C"
"412","SIGLEC1"
"413","VDAC1"
"414","ATP6V1G1"
"415","DIRC3"
"416","GNB4"
"417","SLC9A7"
"418","CPPED1"
"419","CLEC7A"
"420","AKR1A1"
"421","GGA1"
"422","PPARGC1B"
"423","MICAL1"
"424","MAP7D1"
"425","CLIP4"
"426","TPD52L2"
"427","ADAMTSL4"
"428","LY96"
"429","NCLN"
"430","CNDP2"
"431","SYK"
"432","KLHL6"
"433","RPS17"
"434","CPM"
"435","SGK3"
"436","RPS9"
"437","RPL38"
"438","PPP1R18"
"439","PABPC4"
"440","GPCPD1"
"441","RNPEP"
"442","IL17RA"
"443","RPL21"
"444","MYDGF"
"445","MAFG"
"446","OSBPL1A"
"447","SPRED1"
"448","RPL15"
"449","ATP6V1A"
"450","MDM2"
"451","RGL1"
"452","PILRA"
"453","ZEB2"
"454","UBASH3B"
"455","GRB2"
"456","GSN"
"457","ATP6V1C1"
"458","PLEKHM2"
"459","RPLP1"
"460","TNFAIP2"
"461","SLC39A11"
"462","ABCG1"
"463","PARVG"
"464","OSTM1"
"465","ETS2"
"466","ADAM10"
"467","ATP5MC2"
"468","MYO9B"
"469","PIK3AP1"
"470","SMCO4"
"471","THEMIS2"
"472","FEM1B"
"473","GCA"
"474","TMEM30A"
"475","ALCAM"
"476","ARHGAP10"
"477","PLEKHO1"
"478","FSD1L"
"479","NEK6"
"480","FCHO2"
"481","IGF2R"
"482","DUSP10"
"483","PLOD3"
"484","PLEK"
"485","SHTN1"
"486","MADD"
"487","ADGRE2"
"488","FGD2"
"489","CMTM6"
"490","SETDB2"
"491","PNKD"
"492","PEPD"
"493","PLXNC1"
"494","RALA"
"495","MIR34AHG"
"496","CHST11"
"497","PRKAG2"
"498","MOB3B"
"499","GRK3"
"500","MAMLD1"
"501","IFNGR1"
"502","PRCP"
"503","RAD51B"
"504","ST3GAL6"
"505","SQOR"
"506","NARS"
"507","PLD1"
"508","ARAP1"
"509","CSGALNACT2"
"510","SPG21"
"511","SLA"
"512","SLC11A2"
"513","TBXAS1"
"514","NFE2L1"
"515","ABHD5"
"516","FLII"
"517","GPD2"
"518","HLA-C"
"519","VASP"
"520","MARCKS"
"521","GNA13"
"522","IRAK3"
"523","FIG4"
"524","NCOA4"
"525","SORT1"
"526","TRIM25"
"527","WDFY4"
"528","SLC8A1"
"529","SLC2A9"
"530","CYB5R4"
"531","MANBA"
"532","SH3BP2"
"533","ARHGAP18"
"534","ATP13A3"
"535","ATP6V0A1"
"536","ATP6V1E1"
"537","TKT"
"538","AP1AR"
"539","BASP1"
"540","LCP1"
"541","AGAP3"
"542","HSPBAP1"
"543","NCKAP1L"
"544","CD86"
"545","FLNA"
"546","DAZAP2"
"547","FCGR2A"
"548","RPL23"
"549","COTL1"
"550","PLXDC2"
"551","SIPA1L2"
"552","AP1B1"
"553","ENO1"
"554","STX7"
"555","TGOLN2"
"556","SCARB2"
"557","NECAP2"
"558","RPL27A"
"559","ZCCHC2"
"560","ITPRIPL2"
"561","HLA-E"
"562","ARSB"
"563","MPHOSPH6"
"564","ANXA2"
"565","TTL"
"566","AGPS"
"567","MGST3"
"568","ZMIZ1"
"569","TBC1D8"
"570","ADAM9"
"571","CPQ"
"572","RREB1"
"573","AHNAK"
"574","PTPN6"
"575","MR1"
"576","PDE4DIP"
"577","ATP6V1H"
"578","IVNS1ABP"
"579","RAPGEF1"
"580","ARL8B"
"581","TOM1"
"582","ADPGK"
"583","ARPC3"
"584","RPS16"
"585","ZNF577"
"586","LRMDA"
"587","BSG"
"588","POR"
"589","ARF1"
"590","CLMN"
"591","RPS20"
"592","FKBP1A"
"593","RASGRP3"
"594","PLXND1"
"595","PNPLA6"
"596","CYFIP1"
"597","ATG7"
"598","ENG"
"599","CCDC93"
"600","UBE2D1"
"601","RPL8"
"602","RPS29"
"603","LAP3"
"604","SNX8"
"605","LAPTM4A"
"606","AMZ1"
"607","NHSL1"
"608","TLE3"
"609","ARHGEF11"
"610","PDE8A"
"611","SNX3"
"612","H3F3A"
"613","INF2"
"614","CAP1"
"615","C6orf62"
"616","KIF16B"
"617","RPL6"
"618","GNA12"
"619","MOB1A"
"620","TAPBP"
"621","FAM102B"
"622","VPS8"
"623","ASPH"
"624","ZNF267"
"625","GRAMD4"
"626","LITAF"
"627","STX6"
"628","SLC8A1-AS1"
"629","CDV3"
"630","MGLL"
"631","FAM50A"
"632","ZYX"
"633","CERT1"
"634","RPSA"
"635","TBC1D16"
"636","HADHA"
"637","SNX27"
"638","GRAMD1B"
"639","HADHB"
"640","TIGAR"
"641","TPST1"
"642","CD82"
"643","RPL11"
"644","GLB1"
"645","C20orf194"
"646","P4HB"
"647","SLC23A2"
"648","UTP18"
"649","SH3BP5"
"650","CREBL2"
"651","CSF2RA"
"652","NSMAF"
"653","SLC15A4"
"654","MKNK1"
"655","LPCAT2"
"656","SLC25A24"
"657","TANGO2"
"658","DDX60L"
"659","RPL18"
"660","MTPN"
"661","RPS27L"
"662","RHOA"
"663","SLC17A5"
"664","RPS27A"
"665","ME3"
"666","CPVL"
"667","BNIP2"
"668","ZDHHC7"
"669","PRKCD"
"670","PFKL"
"671","TLN1"
"672","DRAM2"
"673","RPS12"
"674","DBNL"
"675","ME1"
"676","TPM3"
"677","ATP6V0E1"
"678","SAMHD1"
"679","MYO5A"
"680","SH3TC1"
"681","ALOX5"
"682","SDCCAG8"
"683","TET3"
"684","OSBPL11"
"685","RPL7A"
"686","GTDC1"
"687","VAV3"
"688","TEC"
"689","TSPAN14"
