"","x"
"162","DTNA"
"163","CELF2-AS2"
"164","DST"
"165","DCLK2"
"166","PLCE1"
"167","FIGN"
"168","ITGA1"
"169","THBS1"
"170","NPAS3"
"171","ITIH5"
"172","SAMD4A"
"173","LPAR1"
"174","CYP7B1"
"175","NAV2"
"176","LIMCH1"
"177","LTBP2"
"178","SPARCL1"
"179","TRIP10"
"180","NPNT"
"181","NAV3"
"182","MIR100HG"
"183","RHOJ"
"184","CCDC102B"
"185","CCN1"
"186","SMC5-AS1"
"187","RORA"
"188","PRDM6"
"189","GADD45B"
"190","PTGDS"
"191","CPED1"
"192","NUAK1"
"193","PCDH7"
"194","FAT4"
"195","PDGFRA"
"196","LIMA1"
"197","ERCC1"
"198","LAMA2"
"199","ABCA10"
"200","ECM2"
"201","VGLL3"
"202","VWA3A"
"203","BX284613.2"
"204","TNC"
"205","EGR1"
"206","DPYSL3"
"207","MALRD1"
"208","MSRB3"
"209","DEPP1"
"210","EDA"
"211","ADH1B"
"212","COL27A1"
"213","EMP1"
"214","SPATA6"
"215","CFH"
"216","NFATC2"
"217","DAB1"
"218","CDH23"
"219","CDH11"
"220","STARD9"
"221","SETBP1"
"222","KANK2"
"223","AKAP12"
"224","MYO10"
"225","DPH6-DT"
"226","DSCAML1"
"227","RBMS3"
"228","SRGAP1"
"229","PBX1"
"230","C7"
"231","ZNF704"
"232","PRKD1"
"233","ECHDC2"
"234","TRPC1"
"235","GLI2"
"236","FBXL7"
"237","RFX2"
"238","ALDH1A1"
"239","PKD2"
"240","COL16A1"
"241","DACH1"
"242","LAMC1"
"243","SDK1"
"244","DLGAP1"
"245","MMP19"
"246","LBH"
"247","ANTXR1"
"248","MAP2"
"249","PTPRD"
"250","PALM2-AKAP2"
"251","MAGI2"
"252","MOXD1"
"253","LTBP1"
"254","DMD"
"255","SRPX2"
"256","PARD3B"
"257","KCNMB2"
"258","ENAH"
"259","CRY1"
"260","AKAP6"
"261","RAPGEF5"
"262","LHFPL6"
"263","TPM1"
"264","TACC1"
"265","ADAMTS1"
"266","CALD1"
"267","CEP126"
"268","IGFBP7"
"269","ACACB"
"270","PLA2R1"
"271","LURAP1L"
"272","ZBTB16"
"273","PTPRG"
"274","KLF9"
"275","SLC38A2"
"276","COL4A1"
"277","PEAK1"
"278","HGF"
"279","PDE3A"
"280","TNFRSF19"
"281","RBMS3-AS2"
"282","PHLDB1"
"283","IGF2BP2"
"284","CARMIL1"
"285","MAP3K20-AS1"
"286","OSBPL9"
"287","HIVEP3"
"288","PDE5A"
"289","PREX2"
"290","KITLG"
"291","STON2"
"292","RUNX1T1"
"293","PKIG"
"294","A2M"
"295","ANKAR"
"296","LIFR"
"297","MIR99AHG"
"298","KAT6B"
"299","ETV1"
"300","FOXO3"
"301","NAALADL2"
"302","SLC25A27"
"303","SH3RF3"
"304","DOCK6"
"305","SOX6"
"306","SAMHD1"
"307","SPTBN1"
"308","PLCB4"
"309","ANO6"
"310","RNF217"
"311","RNF180"
"312","PRICKLE1"
"313","ZFPM2"
"314","CREB5"
"315","VCL"
"316","MRC2"
"317","MICU3"
"318","KIF13A"
"319","DAAM1"
"320","CRIM1"
"321","NNMT"
"322","YAP1"
"323","LITAF"
"324","MEIS1"
"325","ENPP2"
"326","FRMD4B"
"327","CACNA2D1"
"328","PRKN"
"329","STEAP2"
"330","FRMD6"
"331","PMP22"
"332","CBR4"
"333","FOS"
"334","MEF2C-AS1"
"335","TUBB6"
"336","NEBL"
"337","MAP3K20"
"338","CFAP69"
"339","PER3"
"340","NFATC1"
"341","FERMT2"
"342","FBN1"
"343","EXT1"
"344","PLA2G4C"
"345","RECK"
"346","ZYX"
"347","KIRREL1"
"348","VAV2"
"349","TANC1"
"350","C1orf21"
"351","BACH2"
"352","SUCLG2-AS1"
"353","DDAH1"
"354","ZFPM1"
"355","ANKS1B"
"356","CELF2"
"357","CLMP"
"358","DOCK4"
"359","KAZN"
"360","ZNF106"
"361","ADGRD1"
"362","FAM114A1"
"363","PHLDB2"
"364","ACSS3"
"365","BNC2"
"366","ZFP36"
"367","GABPB2"
"368","PDE1A"
"369","MEG3"
"370","AF165147.1"
"371","MAML3"
"372","ADAMTS2"
"373","SERPING1"
"374","TTC28"
"375","PTPDC1"
"376","GPSM2"
"377","APBB2"
"378","PGM3"
"379","BICC1"
"380","TSPAN9"
"381","PAPSS2"
"382","TNS1"
"383","ITGA9-AS1"
"384","HECTD2"
"385","ST8SIA1"
"386","FSTL1"
"387","ZBTB7C"
"388","GULP1"
"389","LONRF1"
"390","TLN2"
"391","PARD3"
"392","MAP4K3-DT"
"393","ZHX3"
"394","NAP1L1"
"395","COL4A2"
"396","FOXO1"
"397","ABLIM3"
"398","EGFR"
"399","MYO1D"
"400","ARHGEF28"
"401","LCLAT1"
"402","HEG1"
"403","AXL"
"404","NR4A1"
"405","ZFPM2-AS1"
"406","INTS12"
"407","NBL1"
"408","KLHDC1"
"409","EPB41L2"
"410","ROCK2"
"411","NRP1"
"412","DPYSL2"
"413","MAOA"
"414","ITGB5"
"415","PLEKHA5"
"416","ITPR1"
"417","MAMLD1"
"418","FGFR1"
"419","SMARCA1"
"420","OPHN1"
"421","MCC"
"422","SLC16A1-AS1"
"423","AEBP1"
"424","EEF2K"
"425","PRRX1"
"426","EYA4"
"427","FRMD3"
"428","MAP4"
"429","AF117829.1"
"430","EFCAB2"
"431","PPP2CB"
"432","DLC1"
"433","FBLN1"
"434","STXBP4"
"435","TGFBR3"
"436","SEPTIN11"
"437","PLXNA2"
"438","IL6ST"
"439","PPP1R12B"
"440","TPCN1"
"441","MCOLN2"
"442","CHPT1"
"443","FAM110B"
"444","PPM1K"
"445","CTDSPL"
"446","MAN1C1"
"447","FAM126A"
"448","ARMCX4"
"449","CCDC171"
"450","DYNC2H1"
"451","PLPP3"
"452","CYTH3"
"453","NFIA"
"454","OSMR"
"455","ARHGAP21"
"456","ASAP2"
"457","SORT1"
"458","RORA-AS1"
"459","FAM228B"
"460","KCNT2"
"461","TJP2"
"462","UBTD2"
"463","RAPH1"
"464","NFIB"
"465","PARVA"
"466","PLSCR4"
"467","ELMO1"
"468","SYNE1"
"469","COL5A1"
"470","PTPN21"
"471","COL5A2"
"472","ESR1"
"473","IFT43"
"474","ST6GALNAC5"
"475","CD302"
"476","MTHFD1L"
"477","INPP4B"
"478","ATP10D"
"479","LMNA"
"480","GNG12"
"481","CASC15"
"482","ROR2"
"483","FN1"
"484","PDLIM1"
"485","INPP5A"
"486","NAMPT"
"487","CLIC4"
"488","MICAL3"
"489","MOSMO"
"490","BMPR2"
"491","CECR2"
"492","TPT1-AS1"
"493","CRYBG3"
"494","SLF2"
"495","MSC-AS1"
"496","DLG2"
"497","PPP1CB"
"498","ZDHHC14"
"499","HIP1"
"500","CAPS2"
"501","PCBP1-AS1"
"502","ITPKC"
"503","AAMDC"
"504","GLI3"
"505","PDE4DIP"
"506","FANCC"
"507","THRB"
"508","DDR2"
"509","PLXDC2"
"510","RASSF8"
"511","MPDZ"
"512","CALCOCO2"
"513","NR2F1"
"514","COL6A2"
"515","SPECC1L"
"516","MYO15B"
"517","ARHGEF26"
"518","IL1RAP"
"519","HNRNPLL"
"520","SSBP3"
"521","GFOD1"
"522","FTX"
"523","GRB10"
"524","SNED1"
"525","CEP112"
"526","MAPK10"
"527","YBX3"
"528","CHIC2"
"529","ADAMTSL4-AS1"
"530","EDIL3"
"531","MFHAS1"
"532","ZFHX3"
"533","SIK2"
"534","IMMP2L"
"535","ZHX2"
"536","IL3RA"
"537","ARHGAP10"
"538","LRRFIP2"
"539","MIPOL1"
"540","ATF3"
"541","ADAM17"
"542","MAP4K3"
"543","PELI2"
"544","CNN3"
