"","x"
"316","HES1"
"317","CLDN18"
"318","ACOT11"
"319","ADAM28"
"320","CXADR"
"321","IRS1"
"322","SH2D4A"
"323","FRMD3"
"324","STK39"
"325","MBOAT2"
"326","MUC1"
"327","DLGAP1"
"328","DTX2"
"329","CTSE"
"330","CALML4"
"331","ASPH"
"332","GIPC1"
"333","LFNG"
"334","KIAA1522"
"335","SYTL4"
"336","ADAM15"
"337","GABRE"
"338","ASPHD1"
"339","TMEM44"
"340","MYO5C"
"341","SH3BP4"
"342","RAPGEF5"
"343","MICALL2"
"344","LLGL2"
"345","CCDC68"
"346","ASL"
"347","PTPN18"
"348","TMPRSS2"
"349","ERO1A"
"350","DSC2"
"351","ARHGAP27"
"352","CDH1"
"353","FOXP4"
"354","KIAA1211L"
"355","GALNT3"
"356","FBLIM1"
"357","PRSS12"
"358","SOX13"
"359","ID1"
"360","MCF2L"
"361","PLEKHS1"
"362","OCLN"
"363","NPDC1"
"364","RDH13"
"365","NOS1AP"
"366","PPL"
"367","SOX4"
"368","GRHL2"
"369","ITGA2"
"370","ABLIM2"
"371","LMTK2"
"372","IL20RA"
"373","ARHGAP32"
"374","IQCE"
"375","SLC37A1"
"376","CHRM3"
"377","KRT8"
"378","FLNB"
"379","MEIS2"
"380","FRK"
"381","TMEM182"
"382","FARP2"
"383","SPINT2"
"384","SRC"
"385","SEMA3B"
"386","DNM1"
"387","FGFR2"
"388","ANKMY1"
"389","CASZ1"
"390","COL27A1"
"391","QSOX1"
"392","ST14"
"393","CLIP2"
"394","ASAP2"
"395","CATSPER2"
"396","PRDM16"
"397","UCK2"
"398","SGPP2"
"399","CDCP1"
"400","MARCH3"
"401","DMBT1"
"402","SORBS2"
"403","EHF"
"404","COBL"
"405","LIPE-AS1"
"406","KIAA1549"
"407","KIAA1671"
"408","EFNA5"
"409","FBXL18"
"410","ANXA4"
"411","GULP1"
"412","KLF3"
"413","MAP7"
"414","PSD4"
"415","SLC6A14"
"416","SHB"
"417","SDC1"
"418","IER2"
"419","SAMD12"
"420","DNTTIP1"
"421","AKAP1"
"422","PPARA"
"423","JPH1"
"424","RAB27B"
"425","PLXNB1"
"426","EFNB2"
"427","SLC12A9"
"428","TSPAN3"
"429","KLF2"
"430","SAMD5"
"431","PRKCA"
"432","IL1R2"
"433","ZMYND8"
"434","DOP1B"
"435","CAPN12"
"436","PKP4"
"437","TTYH3"
"438","MCU"
"439","DLG5"
"440","NTN4"
"441","SUN1"
"442","SPATS2L"
"443","PPP1R9A"
"444","EEPD1"
"445","ENTPD6"
"446","SCNN1A"
"447","C7orf50"
"448","C1GALT1"
"449","ADCY6"
"450","ACTR3C"
"451","SH3PXD2A"
"452","ABCA13"
"453","AP1S3"
"454","RPS21"
"455","SNX8"
"456","TMBIM1"
"457","CDKN2B-AS1"
"458","LY75"
"459","PLCH1"
"460","GTF2IRD1"
"461","NHS"
"462","FAT1"
"463","ACTN4"
"464","AHR"
"465","NAALADL2"
"466","RAVER2"
"467","SP1"
"468","OSBP2"
"469","MINDY4"
"470","TM4SF1"
"471","RMND5A"
"472","INSR"
"473","ITGB8"
"474","ARHGEF38"
"475","BIN3"
"476","MYO1E"
"477","BPIFB1"
"478","PLAC8"
"479","SMAD3"
"480","CGN"
"481","EHBP1"
"482","RASEF"
"483","CDC42BPA"
"484","GNA14"
"485","SERPINB1"
"486","TMEM63A"
"487","PLXNA3"
"488","CARHSP1"
"489","TNFRSF10A"
"490","PFKP"
"491","NMNAT2"
"492","DANT2"
"493","ENC1"
"494","ARNTL2"
"495","MIDN"
"496","TMEM176B"
"497","CYB5B"
"498","SYTL2"
"499","GDE1"
"500","CARD11"
"501","NDRG1"
"502","MXD1"
"503","EPN1"
"504","BTBD2"
"505","MFSD6"
"506","SPPL2B"
"507","TRAP1"
"508","LRRC8A"
"509","ANXA11"
"510","LMO7"
"511","ITPRID2"
"512","COX19"
"513","SLC9A1"
"514","SPRED2"
"515","NAPEPLD"
"516","MIPOL1"
"517","MID1"
"518","SH3YL1"
"519","OXR1"
"520","ANKRD36B"
"521","CORO2A"
"522","PTPN3"
"523","TBC1D8"
"524","RAC1"
"525","SYNJ2"
"526","ATP9A"
"527","ADAMTS6"
"528","ACSL5"
"529","CD55"
"530","SLC9A7"
"531","TEP1"
"532","GPRC5A"
"533","STAT6"
"534","RNPEP"
"535","ST3GAL4"
"536","LRP10"
"537","GNA11"
"538","SLC37A3"
"539","PPM1H"
"540","PCBD2"
"541","MYO18A"
"542","PSD3"
"543","WWC1"
"544","AFAP1"
"545","PDCD6"
"546","TNFRSF21"
"547","DOCK6"
"548","IER3"
"549","MT-CO3"
"550","PARD6B"
"551","SLC35D2"
"552","OSBPL2"
"553","FANCL"
"554","SIPA1L2"
"555","CPSF1"
"556","MAP3K9"
"557","GSDMB"
"558","ARPC1A"
"559","MTAP"
"560","VSIG10"
"561","IGF2BP2"
"562","SNHG29"
"563","EIPR1"
"564","PVT1"
"565","ANKFN1"
"566","PLXNB2"
"567","TMEM163"
"568","MGAT5"
"569","SLK"
"570","GFPT1"
"571","PLEC"
"572","RAP1GAP2"
"573","ZBTB7A"
"574","PPP1R13L"
"575","ANXA2"
"576","PLCB1"
"577","ARHGEF10L"
"578","POLB"
"579","DCLRE1C"
"580","IKZF2"
"581","ARHGAP26"
"582","EZR"
"583","GAREM1"
"584","CHD7"
"585","CDS1"
"586","BTBD3"
"587","NAB1"
"588","ELOVL6"
"589","ARHGAP5"
"590","CD2AP"
"591","DACH1"
"592","PLCE1"
"593","CTTN"
"594","ZKSCAN1"
"595","AGPAT5"
"596","CHMP3"
"597","TCF3"
"598","DOCK1"
"599","GTPBP10"
"600","FMO5"
"601","EGR1"
"602","MYO6"
"603","CEMIP"
"604","MGST2"
"605","BLZF1"
"606","CMTM4"
"607","PATJ"
"608","FUT8"
"609","CNPY2"
"610","C15orf41"
"611","MAD1L1"
"612","PNKD"
"613","FARSB"
"614","F11R"
"615","RPL8"
"616","STYXL1"
"617","NDFIP2"
"618","PIM3"
"619","SLC7A1"
"620","TMEM62"
"621","CMPK1"
"622","KIAA0556"
"623","ATXN7L1"
"624","USP54"
"625","CCDC125"
"626","INPP4B"
"627","GNA14-AS1"
"628","DNAJC10"
"629","KIF21A"
"630","RALGPS2"
"631","TRIOBP"
"632","FAM3C"
"633","DGKA"
"634","VPS9D1"
"635","SPATA6L"
"636","GRAMD2B"
"637","HIBCH"
"638","PIP5K1B"
"639","OVOL2"
"640","SLC22A3"
"641","RNASET2"
"642","PPP1R13B"
"643","SIPA1L3"
"644","ITGA3"
"645","FGD6"
"646","POLR2J3"
"647","ACBD5"
"648","GCC2"
"649","RALGPS1"
"650","LARGE1"
"651","PIGU"
"652","TRIP10"
"653","S100A6"
"654","BRI3"
"655","ZFP64"
"656","ZNF398"
"657","CACNA1D"
"658","PLEKHA5"
"659","GALNT7"
"660","TSHZ2"
"661","PER2"
"662","CLSTN1"
"663","OSBPL10"
"664","MTURN"
"665","IQSEC2"
"666","TANC1"
"667","ZFPM1"
"668","CDK10"
"669","TJP1"
"670","NECTIN2"
"671","EYA2"
"672","ARHGAP12"
"673","HOOK2"
"674","RBM10"
"675","NDE1"
"676","ZNRF1"
"677","SYNE2"
"678","EGFR"
"679","CAMK2G"
"680","CASC4"
"681","BRD9"
"682","ERRFI1"
"683","RAI1"
"684","MICAL3"
"685","TPM4"
"686","RRBP1"
"687","SPATA13"
"688","CTBP2"
"689","PAK1"
"690","TLN2"
"691","FAM117B"
"692","EZH2"
"693","EXPH5"
"694","TPM1"
"695","LAMA5"
"696","GNG12"
"697","TSNARE1"
"698","WDR45B"
"699","TNRC18"
"700","CCDC146"
"701","CAPN2"
"702","VDAC1"
"703","NOSTRIN"
"704","UBE2H"
"705","SLC35F5"
"706","TRAPPC12"
"707","PUDP"
"708","RBM41"
"709","KIAA1217"
"710","MAP3K13"
"711","RBCK1"
"712","BICDL1"
"713","EIF3B"
"714","DIP2C"
"715","PTMA"
"716","EXD3"
"717","PTTG1IP"
"718","PCAT1"
"719","MYO10"
"720","PDIA4"
"721","KCNMB2-AS1"
"722","SEPTIN9"
"723","SEPTIN10"
"724","CAPN1"
"725","CUX1"
"726","FAM160A1"
"727","HIBADH"
"728","CFAP44"
"729","ZNF462"
"730","CDC42BPB"
"731","TJP2"
"732","PLCB4"
"733","DAP"
"734","DOCK5"
"735","CTPS2"
"736","ADGRA3"
"737","SMURF1"
"738","TMEM87B"
"739","FDFT1"
"740","STK24"
"741","RAB40C"
"742","MX2"
"743","LRCH1"
"744","DDIT4"
"745","PILRB"
"746","ANKRD36"
"747","USP6NL"
"748","CLMN"
"749","LPGAT1"
"750","KCNK6"
"751","CP"
"752","TBL1X"
"753","ATG16L1"
"754","BCL2L14"
"755","ARHGEF10"
"756","MROH1"
"757","ZNF518A"
"758","WDR12"
"759","IQCH"
"760","DNM2"
"761","EIF5B"
"762","PDZD8"
"763","PRKRIP1"
"764","URGCP"
"765","AVL9"
"766","OSBPL3"
"767","HRH1"
"768","NT5C3A"
"769","CD109"
"770","ZNF618"
"771","MTERF1"
"772","LIMA1"
"773","CDC14B"
"774","GLI2"
"775","GNE"
"776","D2HGDH"
"777","TMED3"
"778","GORASP2"
"779","TC2N"
"780","LRIG3"
"781","LENG8"
"782","ZMIZ2"
"783","LENG9"
"784","GTF2I"
"785","TIA1"
"786","TLE5"
"787","CTDSPL"
"788","BCR"
"789","ZRANB3"
"790","CAMKMT"
"791","MORC4"
"792","ANKAR"
"793","SLC20A2"
"794","TRIM2"
"795","CCDC138"
"796","ZNF251"
"797","MBNL3"
"798","FOS"
"799","BZW2"
"800","PRAG1"
"801","ANTXR2"
"802","TSEN2"
"803","ZNF33B"
"804","KIF3B"
"805","MICU1"
"806","PHF14"
"807","ARMCX5-GPRASP2"
"808","EXOC6B"
"809","MVP"
"810","PTK2"
"811","TBC1D9B"
"812","SLC1A1"
"813","AGR3"
"814","GOLPH3L"
"815","IQCK"
"816","DNASE1"
"817","HSD17B11"
"818","BCLAF3"
"819","CD63"
"820","XKR6"
"821","FOXK1"
"822","SLC12A7"
"823","CCP110"
"824","RALGAPA2"
"825","SPTBN1"
"826","PLEKHM1"
"827","MMP24"
"828","CRCP"
"829","ACVR1B"
"830","NR2C1"
"831","ORC2"
"832","RPL31"
"833","DPH6"
"834","CD82"
"835","TMEM51"
"836","EEF1D"
"837","LDLR"
"838","LMF1"
"839","FNBP1L"
"840","ALOX12-AS1"
"841","DNMBP"
"842","NUDT4"
"843","RPH3AL"
"844","SHANK2"
"845","TAF4"
"846","SMARCA4"
"847","NIPAL2"
"848","TRIM4"
"849","CDC37"
"850","NCKAP1"
"851","DAB2IP"
"852","LRPPRC"
"853","PKM"
"854","DBNL"
"855","GPD2"
"856","PLEKHG1"
"857","CLINT1"
"858","PRR12"
"859","MAGI1"
"860","PGK1"
"861","MAP2K2"
"862","TRAPPC9"
"863","ITPR3"
"864","SLC2A13"
"865","KDM7A"
"866","UBA6-AS1"
"867","ANAPC1"
"868","TARBP1"
"869","EFL1"
"870","EXOC3"
"871","OTUD7B"
"872","TMCO4"
"873","VASP"
"874","ABI2"
"875","KATNBL1"
"876","MGLL"
"877","SESTD1"
"878","CELSR1"
"879","HDAC1"
"880","SIDT1"
"881","SLC20A1"
"882","SYT17"
"883","VKORC1L1"
"884","CD46"
"885","SH3RF1"
"886","WDPCP"
"887","CDR2"
"888","TMEM63B"
"889","TFCP2L1"
"890","HNMT"
"891","ABLIM1"
"892","CERS6"
"893","ARFGEF3"
"894","BRWD3"
"895","RAB22A"
"896","AHDC1"
"897","PTCD3"
"898","FAR2"
"899","GNPAT"
"900","PARP4"
"901","PISD"
"902","INO80D"
"903","DPY19L1"
"904","TRAF3IP1"
"905","KDM3A"
"906","BAZ2B"
"907","RAD9A"
"908","SLC9A8"
"909","GIGYF1"
"910","BLCAP"
"911","IGF1R"
"912","DGKH"
