"","x"
"1","USP2-AS1"
"2","DNAH9"
"3","CFAP47"
"4","DNAI1"
"5","CSRP3"
"6","ZBBX"
"7","ARMC3"
"8","ERICH3"
"9","TSPAN19"
"10","LMNTD1"
"11","DNAH12"
"12","WDR66"
"13","FRMPD2"
"14","ERICH3-AS1"
"15","VWA3B"
"16","TTC29"
"17","CDHR4"
"18","LDLRAD1"
"19","C6orf118"
"20","DNAAF1"
"21","AK7"
"22","SPAG17"
"23","DNAI2"
"24","TEKT1"
"25","C11orf88"
"26","ARMC4"
"27","CCDC190"
"28","TMEM212"
"29","CFAP73"
"30","CCDC187"
"31","C1orf87"
"32","PTPRT"
"33","SNTN"
"34","CAPSL"
"35","DCDC1"
"36","CFAP43"
"37","FABP6"
"38","C9orf135"
"39","LRRIQ1"
"40","DNAH6"
"41","KIAA2012"
"42","HYDIN"
"43","TMEM190"
"44","C20orf85"
"45","CFAP52"
"46","DRC1"
"47","EFCAB1"
"48","TTC34"
"49","DNAH3"
"50","RSPH1"
"51","CFAP61"
"52","TMEM212-AS1"
"53","ROPN1L"
"54","CFAP65"
"55","CFAP46"
"56","KIAA2012-AS1"
"57","PPP1R42"
"58","NRAD1"
"59","BTG4"
"60","DYDC2"
"61","DRC7"
"62","DYNLRB2"
"63","LRRC71"
"64","TTLL10"
"65","DYDC1"
"66","MORN5"
"67","ADGB"
"68","C11orf16"
"69","MS4A8"
"70","RSPH14"
"71","FAM183A"
"72","MARCH10"
"73","C5orf49"
"74","CSRP3-AS1"
"75","DNAH10"
"76","TTLL10-AS1"
"77","ALOX15"
"78","C7orf57"
"79","LRRC46"
"80","CFAP97D2"
"81","LRRC74B"
"82","STMND1"
"83","SPAG6"
"84","CCDC114"
"85","AGBL4"
"86","NWD1"
"87","CCDC78"
"88","TEKT2"
"89","ECT2L"
"90","PACRG"
"91","DNAAF3"
"92","FOXJ1"
"93","C1orf158"
"94","CCDC17"
"95","VWA3A"
"96","AADACL2"
"97","BEST4"
"98","FAM92B"
"99","CFAP74"
"100","RGS21"
"101","CD164L2"
"102","CFAP99"
"103","SAXO2"
"104","GRM7"
"105","MDH1B"
"106","KIF6"
"107","CROCC2"
"108","AKAP14"
"109","NEK10"
"110","CASC1"
"111","TTLL9"
"112","PIFO"
"113","DNAH7"
"114","DNAJB13"
"115","CABCOCO1"
"116","FAM81B"
"117","CCDC33"
"118","TEKT3"
"119","SPAG8"
"120","SPATA17"
"121","SLC9C2"
"122","VNN3"
"123","C1orf194"
"124","MAP3K19"
"125","CCDC173"
"126","PRR29"
"127","CFAP58"
"128","CFAP54"
"129","PACRG-AS3"
"130","RP1"
"131","FMN2"
"132","CAPS"
"133","CATSPERD"
"134","C2orf81"
"135","CFAP53"
"136","FAM216B"
"137","RSPH9"
"138","TMEM232"
"139","NEK5"
"140","ABCA13"
"141","DOC2A"
"142","AK8"
"143","DNAH2"
"144","CCDC175"
"145","CCDC151"
"146","LRRC43"
"147","CERKL"
"148","AGBL2"
"149","NAT1"
"150","CFAP77"
"151","SERPINI2"
"152","CFAP57"
"153","RSPH4A"
"154","TUBA4B"
"155","CCDC113"
"156","WDR93"
"157","GRM5"
"158","CFAP45"
"159","GNAZ"
"160","DNAH11"
"161","EYA1"
"162","CDHR3"
"163","DAW1"
"164","CLDN16"
"165","C9orf24"
"166","DLEC1"
"167","UBXN10"
"168","CATIP"
"169","FAM227A"
"170","ANKRD45"
"171","FBXO15"
"172","PIH1D2"
"173","C6"
"174","CYP4F26P"
"175","RAB36"
"176","EFCAB12"
"177","DRC3"
"178","AQP4-AS1"
"179","MAPK15"
"180","CHST9"
"181","TPPP3"
"182","ESRRG"
"183","DRAIC"
"184","RGS22"
"185","SYNPR-AS1"
"186","BASP1-AS1"
"187","CCDC13"
"188","TMEM231"
"189","CLEC19A"
"190","IQUB"
"191","TCTEX1D1"
"192","TTLL6"
"193","MYCBPAP"
"194","C2orf73"
"195","FANK1"
"196","KLHL32"
"197","SYNPR"
"198","TTC23L"
"199","C4orf47"
"200","CFAP70"
"201","TOGARAM2"
"202","EFCAB6-AS1"
"203","NRG4"
"204","MAATS1"
"205","EFHC2"
"206","EFHB"
"207","LRGUK"
"208","CCDC148"
"209","CCDC148-AS1"
"210","STOX1"
"211","WDR78"
"212","ZMYND10"
"213","DNAH5"
"214","SPAG16"
"215","KCNMB2"
"216","SPEF2"
"217","CHST6"
"218","PPM1E"
"219","WDR49"
"220","CCDC81"
"221","TTC25"
"222","SPATA18"
"223","TSNAXIP1"
"224","LRRIQ3"
"225","HHLA2"
"226","LEKR1"
"227","CCDC60"
"228","TSPAN1"
"229","CASC2"
"230","SPACA9"
"231","PTRH1"
"232","STK33"
"233","PROM1"
"234","MROH9"
"235","IL5RA"
"236","KIAA0319"
"237","C3orf67-AS1"
"238","SRCIN1"
"239","MKX"
"240","ANKFN1"
"241","ENKUR"
"242","C12orf74"
"243","EFCAB6"
"244","C3orf67"
"245","KIF19"
"246","CETN2"
"247","KCNMB2-AS1"
"248","VWC2L"
"249","C6orf99"
"250","SHISA6"
"251","ASB14"
"252","ZNF473"
"253","GRIN3B"
"254","PPIL6"
"255","ARMH1"
"256","PLEKHS1"
"257","ARHGAP39"
"258","IQCD"
"259","AADACL2-AS1"
"260","CORO2B"
"261","FAM229B"
"262","BBOF1"
"263","LPAR3"
"264","CCDC30"
"265","LRRC6"
"266","DTHD1"
"267","NME5"
"268","CCDC39"
"269","MNS1"
"270","RNLS"
"271","LRRC9"
"272","FYB2"
"273","AXDND1"
"274","EBNA1BP2"
"275","SLC44A4"
"276","WIPF3"
"277","ZNF391"
"278","MORN2"
"279","CCDC170"
"280","NPHP1"
"281","FHAD1"
"282","MAP6"
"283","PRSS12"
"284","CEP126"
"285","MOK"
"286","CHST4"
"287","DNER"
"288","ZFHX2"
"289","DNALI1"
"290","TTC26"
"291","ZNF273"
"292","DZANK1"
"293","CCDC181"
"294","CYP2S1"
"295","EFCAB10"
"296","CSMD1"
"297","IQANK1"
"298","ERICH6-AS1"
"299","UNC79"
"300","AK9"
"301","STPG2"
"302","TSGA10"
"303","FAM81A"
"304","CD24"
"305","NEK11"
"306","CCDC40"
"307","CEP41"
"308","CRB1"
"309","TMEM67"
"310","ZNF19"
"311","CNTN5"
"312","FLACC1"
"313","IQCH"
"314","C16orf46"
"315","SEC14L4"
"316","COL28A1"
"317","EGLN3"
"318","KNDC1"
"319","IQCA1"
"320","USP43"
"321","CES4A"
"322","E2F8"
"323","RABL2A"
"324","DENND6B"
"325","TP73"
"326","MUC16"
"327","WDR54"
"328","ANKRD18A"
"329","TTC21A"
"330","LCA5"
"331","RBP2"
"332","RPGRIP1L"
"333","C10orf67"
"334","PLPPR3"
"335","PCA3"
"336","LCA5L"
"337","ZNF440"
"338","ZNF214"
"339","NSUN7"
"340","FBXL13"
"341","TRPV4"
"342","LRRC34"
"343","MORN1"
"344","KIAA1211L"
"345","CCDC157"
"346","TUB"
"347","MYB"
"348","VSTM2L"
"349","ULK4"
"350","LYPD6B"
"351","WDR63"
"352","UCKL1-AS1"
"353","FBXO36"
"354","EPCAM-DT"
"355","DCDC2B"
"356","KIF9"
"357","PLPP2"
"358","TEX9"
"359","GNG12-AS1"
"360","TUBB4B"
"361","CCDC180"
"362","ANKDD1B"
"363","C8orf37-AS1"
"364","CFAP44"
"365","C21orf58"
"366","PRDM11"
"367","C8orf34"
"368","WAKMAR2"
"369","IGFBP2"
"370","GIPR"
"371","SMIM15-AS1"
"372","BCAS1"
"373","ADPRHL2"
"374","PKIB"
"375","MORN3"
"376","HNF4G"
"377","DEUP1"
"378","IQCK"
"379","CFAP44-AS1"
"380","CDS1"
"381","CCDC24"
"382","FHOD3"
"383","HSPA12A"
"384","CLUAP1"
"385","TCTN1"
"386","RABL2B"
"387","EPB41L4B"
"388","AKAP6"
"389","DNAL1"
"390","MAP1A"
"391","SPATA6L"
"392","PLCH1"
"393","TRAF3IP1"
"394","MAPK10"
"395","ASTN2"
"396","C17orf97"
"397","OSBPL6"
"398","AZIN1-AS1"
"399","RHPN2"
"400","BX284613.2"
"401","MUC4"
"402","DYNLL1"
"403","CAP2"
"404","DZIP1L"
"405","CCDC146"
"406","DYNC2H1"
"407","PRMT8"
"408","CLIC6"
"409","JAKMIP2-AS1"
"410","TCTN2"
"411","ARMC2"
"412","KIF27"
"413","FAM47E"
"414","KIAA1257"
"415","GRIK2"
"416","NRG2"
"417","BCO2"
"418","MIR4300HG"
"419","CNTN3"
"420","IGSF10"
"421","DPY19L2"
"422","FGF14"
"423","CLSTN2"
"424","DNAAF4"
"425","DLL1"
"426","LRRC23"
"427","LRP11"
"428","KIF24"
"429","KATNAL2"
"430","EML6"
"431","C20orf96"
"432","ZDHHC1"
"433","KIAA0825"
"434","PFN2"
"435","ARL6"
"436","ST6GALNAC1"
"437","PRDX5"
"438","ARHGEF26-AS1"
"439","STPG1"
"440","TRIM2"
"441","EFHC1"
"442","GNA14-AS1"
"443","ODF3B"
"444","EPCAM"
"445","LRRC49"
"446","ICA1L"
"447","WDR31"
"448","CDCA7L"
"449","CFAP69"
"450","IQCH-AS1"
"451","OSCP1"
"452","C11orf74"
"453","WDR90"
"454","MAPRE3"
"455","PRUNE2"
"456","IFT172"
"457","DIXDC1"
"458","DSCAML1"
"459","TMEM254"
"460","ATPAF2"
"461","NME9"
"462","CLHC1"
"463","ASTN2-AS1"
"464","B9D1"
"465","DCDC2"
"466","SPAG1"
"467","ALDH3B1"
"468","SCIN"
"469","SLC22A4"
"470","ARHGEF37"
"471","SLC1A1"
"472","ADCY2"
"473","EFCAB2"
"474","WHRN"
"475","METRN"
"476","IFT81"
"477","SLC27A2"
"478","GNA14"
"479","FSIP1"
"480","AS3MT"
"481","TCTEX1D2"
"482","SPA17"
"483","RFX3"
"484","KIAA0556"
"485","HMGA2"
"486","DZIP3"
"487","SYT17"
"488","TNFAIP8L1"
"489","CROCC"
"490","TNFRSF19"
"491","IFT27"
"492","DNAH1"
"493","TMC5"
"494","CCDC138"
"495","GRHL2"
"496","RTCA-AS1"
"497","COL21A1"
"498","SRGAP3"
"499","PERP"
"500","TLCD4"
"501","DMGDH"
"502","ARRDC3-AS1"
"503","PPP1R14C"
"504","CCDC191"
"505","DMD"
"506","BBS5"
"507","NBEA"
"508","GAS2"
"509","KIAA1841"
"510","FMO3"
"511","MAP9"
"512","CES1"
"513","PPP1R16A"
"514","KIF21A"
"515","THBS3"
"516","TJP3"
"517","KCNIP4"
"518","CDKN2B-AS1"
"519","MIPEP"
"520","LRRC63"
"521","EFCC1"
"522","CAPS2"
"523","FOXP2"
"524","IFT46"
"525","IQCG"
"526","SLC9C1"
"527","GDE1"
"528","NLRC3"
"529","LMO2"
"530","TMEM45B"
"531","IL7"
"532","CRNDE"
"533","GAS8"
"534","KAZN-AS1"
"535","SLFN13"
"536","DMKN"
"537","ZNF487"
"538","STK36"
"539","TRMT9B"
"540","DZIP1"
"541","LMLN"
"542","ANKMY1"
"543","ST6GALNAC2"
"544","PLB1"
"545","KIAA0895"
"546","PPM1H"
"547","WDR35"
"548","IFT88"
"549","KCTD1"
"550","SHANK2"
"551","MLF1"
"552","UBXN11"
"553","PLAC8"
"554","C6orf132"
"555","CDH26"
"556","SHANK2-AS1"
"557","DUBR"
"558","RAD9A"
"559","SORBS2"
"560","ZDHHC11"
"561","AF165147.1"
"562","CDKL1"
"563","TTC21B"
"564","FBXL2"
"565","BMPR1B"
"566","ZNF713"
"567","JHY"
"568","FAM149A"
"569","KCNE1"
"570","RRAD"
"571","WDR17"
"572","GSTP1"
"573","TTC6"
"574","STRBP"
