"","x"
"189","CFI"
"190","EIF4H"
"191","NAMPT"
"192","NLGN4Y"
"193","BCAT1"
"194","CKAP4"
"195","SUGCT"
"196","USP53"
"197","PRUNE2"
"198","SPARC"
"199","DOK5"
"200","NLGN1"
"201","COL16A1"
"202","UGDH"
"203","SPOCK1"
"204","PLXNA4"
"205","CRMP1"
"206","GJA1"
"207","ARMC9"
"208","PLS3"
"209","MAFF"
"210","DTWD1"
"211","HOTAIRM1"
"212","NUAK1"
"213","STEAP2-AS1"
"214","NFKBIZ"
"215","DAB1"
"216","ADAMTS3"
"217","ERRFI1"
"218","TGFBR1"
"219","PGM2"
"220","PDLIM7"
"221","FSTL1"
"222","KDELR2"
"223","HSPA12A"
"224","FBN1"
"225","C2orf27A"
"226","FGF2"
"227","ABI3BP"
"228","ZBTB7C"
"229","MYRF"
"230","VCAN"
"231","LGR4"
"232","MARCH3"
"233","INTU"
"234","ADGRD1"
"235","PDE3A"
"236","THBS1"
"237","TCEAL9"
"238","EHD2"
"239","INSIG1"
"240","BSG"
"241","POFUT2"
"242","PLCB1"
"243","ADARB1"
"244","PLXNB1"
"245","MTCL1"
"246","AXL"
"247","GLIS3"
"248","TEAD1"
"249","PCOLCE"
"250","PIEZO2"
"251","GNAI1"
"252","ADGRA3"
"253","LRIG3"
"254","CACNB4"
"255","SFRP4"
"256","RECK"
"257","KCNMB2"
"258","CROT"
"259","SNAPC1"
"260","SDK1"
"261","MSC-AS1"
"262","CLIC4"
"263","GPR173"
"264","RCN1"
"265","ENO1"
"266","CAVIN1"
"267","SEMA5A"
"268","TPM1"
"269","MIR100HG"
"270","GOLM1"
"271","DYNC2H1"
"272","REXO2"
"273","HIF1A"
"274","MAGI2-AS3"
"275","FAM227B"
"276","ENAH"
"277","FGF7"
"278","CTIF"
"279","SLC38A2"
"280","CLTCL1"
"281","COL27A1"
"282","DTNA"
"283","PGK1"
"284","PTGFRN"
"285","FBXL7"
"286","PGRMC2"
"287","EFNA5"
"288","C1S"
"289","AQP1"
"290","CTTN"
"291","PTMA"
"292","DOK6"
"293","NUCB2"
"294","SH3PXD2A"
"295","MEIS1"
"296","PODN"
"297","MT2A"
"298","FAT1"
"299","HEG1"
"300","CYP1B1"
"301","FHL2"
"302","HSPA5"
"303","MAGI2"
"304","DCBLD2"
"305","PTTG1IP"
"306","PKD2"
"307","VGLL4"
"308","PTPN14"
"309","LAMA4"
"310","MYLK"
"311","SERPINH1"
"312","ACO1"
"313","SH2D4A"
"314","LMCD1"
"315","AEBP1"
"316","GRIK1"
"317","TIMP1"
"318","NEDD4"
"319","ALDH1A2"
"320","BGN"
"321","IGF2BP2"
"322","EGLN1"
"323","PDE10A"
"324","NINL"
"325","CTHRC1"
"326","MPZL1"
"327","KIZ"
"328","ACTA2"
"329","RERG"
"330","DDIT4"
"331","SLC41A2"
"332","PDLIM3"
"333","P4HA2"
"334","GRAMD2B"
"335","PRSS23"
"336","ANKRD33B"
"337","PDE4DIP"
"338","COL8A1"
"339","ARL5B"
"340","SULF2"
"341","PKNOX2"
"342","PLA2G6"
"343","SPRY1"
"344","TSC22D1"
"345","RCAN1"
"346","PXDN"
"347","IFITM3"
"348","LGALS3BP"
"349","FGFR1"
"350","SLC39A8"
"351","DCN"
"352","ZNF680"
"353","CYBRD1"
"354","HNRNPA1"
"355","ID2"
"356","UACA"
"357","RBMS3-AS2"
"358","SEMA3C"
"359","BAG3"
"360","TRAM2"
"361","HIST1H2AC"
"362","GLI2"
"363","CLU"
"364","SLC2A3"
"365","SLC25A27"
"366","EFHC1"
"367","TNKS1BP1"
"368","UAP1"
"369","ARHGAP32"
"370","PRRG1"
"371","MTHFD1L"
"372","JUNB"
"373","HDAC9"
"374","DDAH1"
"375","GARS"
"376","FSTL3"
"377","PDE7B"
"378","NEO1"
"379","P4HA3"
"380","CMTM4"
"381","ZNF451-AS1"
"382","TBC1D32"
"383","MFSD4B"
"384","PLSCR4"
"385","SQSTM1"
"386","TEX10"
"387","GPI"
"388","SERPING1"
"389","COL4A5"
"390","EEF1A1"
"391","MAP3K20-AS1"
"392","NSUN2"
"393","SH3RF2"
"394","SMARCA1"
"395","HSPG2"
"396","GCNT1"
"397","MFGE8"
"398","PTS"
"399","MYL9"
"400","CUL4B"
"401","DAPK3"
"402","EVC2"
"403","MAP3K8"
"404","DONSON"
"405","PLEKHA4"
"406","MSRB3"
"407","ZNF814"
"408","PDE1A"
"409","ACVR2A"
"410","LMCD1-AS1"
"411","TBC1D23"
"412","CRISPLD2"
"413","DHRS3"
"414","PIM3"
"415","PRKY"
"416","SHB"
"417","LMAN1"
"418","RND3"
"419","PRELID2"
"420","RAI14"
"421","SEC22B"
"422","KDM5B"
"423","MTMR2"
"424","EPS8"
"425","PLCB4"
"426","PTPRF"
"427","TRPC1"
"428","APBB2"
"429","CACNB2"
"430","EMILIN1"
"431","WWC1"
"432","DIP2C"
"433","IRAK3"
"434","HSPB1"
"435","RLF"
"436","BIRC3"
"437","IQCK"
"438","ANKRD50"
"439","RNF24"
"440","KDM1A"
"441","ANTXR1"
"442","PSD3"
"443","URB1"
"444","ACVR1B"
"445","CTNNAL1"
"446","SYNJ2"
"447","NFIX"
"448","CUX1"
"449","SPATS2L"
"450","PISD"
"451","RNMT"
"452","PROS1"
"453","SUPT3H"
"454","NDUFB9"
"455","IFT43"
"456","NEXN"
"457","MORC4"
"458","UGCG"
"459","LIMA1"
"460","TAF1D"
"461","PVT1"
"462","CNKSR3"
"463","GLI3"
"464","DYNC2LI1"
"465","RACK1"
"466","PPP1R15A"
"467","PLIN2"
"468","TJP2"
"469","ASAP2"
"470","CDKN1A"
"471","ATF3"
"472","CCN1"
"473","C1RL"
"474","CDC14B"
"475","RAB40C"
"476","LSS"
"477","BHLHE40"
"478","AGFG1"
"479","SLIT2"
"480","PXDC1"
"481","CDH11"
"482","FAXDC2"
"483","COL6A1"
"484","REV3L"
"485","TTC23"
"486","TFG"
"487","BNIP3L"
"488","FRY"
"489","NR2F1-AS1"
"490","FAM160A1"
"491","RAB11FIP3"
"492","PPIB"
"493","ACSS3"
"494","LAMB1"
"495","BX284613.2"
"496","ALDH18A1"
"497","SEC24A"
"498","ATP13A3"
"499","SIPA1L2"
"500","PER1"
"501","CLMP"
"502","PGM3"
"503","PRDX6"
"504","PLAGL1"
"505","WDR19"
"506","WDR45B"
"507","SNHG5"
"508","FNTB"
"509","IFT81"
"510","UBC"
"511","PXK"
"512","PIP5K1A"
"513","MPP6"
"514","MORF4L2"
"515","KCTD3"
"516","CYP7B1"
"517","RUNX1T1"
"518","EVA1C"
"519","PTK2"
"520","ABCA8"
"521","GAS6"
"522","KIRREL1"
"523","COBLL1"
"524","FILIP1L"
"525","LRRC1"
"526","DNM1"
"527","ARHGAP44"
"528","USP9Y"
"529","P4HB"
"530","IGFBP4"
"531","ITGB5"
"532","TTC28"
"533","MYOF"
"534","TANC1"
"535","NOTCH2NLC"
"536","FAM160B1"
"537","ZNF292"
"538","EPG5"
"539","ZNF827"
"540","MAPRE2"
"541","HDAC7"
"542","ARID5B"
"543","CALU"
"544","PTPDC1"
"545","TULP3"
"546","FEM1C"
"547","PJA2"
"548","RPS18"
"549","DCUN1D4"
"550","ST7-AS2"
"551","TENT5A"
"552","BCL2L14"
"553","QSOX1"
"554","GRAMD1A"
"555","SORCS2"
"556","CADPS2"
"557","CSNK1E"
"558","ACTN1"
"559","CAPRIN2"
"560","RPL41"
"561","ZNF37A"
"562","ABCA1"
"563","SPART"
"564","SERPINB9"
"565","FGFR2"
"566","CD109"
"567","ITGB1"
"568","ULK2"
"569","DAAM1"
"570","COPS2"
"571","KLF3"
"572","CDK14"
"573","PTPN3"
"574","GPRC5A"
"575","DIXDC1"
"576","GOLGA3"
"577","PDGFRB"
"578","PARVA"
"579","CALR"
"580","ARFGAP1"
"581","NFIL3"
"582","EIF4A1"
"583","NBAS"
"584","COL6A2"
"585","FAM126A"
"586","PLCL1"
"587","PDK1"
"588","GTPBP1"
"589","TMEM45A"
"590","MAST4"
"591","TMEM184B"
"592","FPGS"
"593","DPY19L3"
"594","SRSF3"
"595","ASAP3"
"596","SGK1"
"597","PLOD3"
"598","PRKCI"
"599","SEPTIN11"
"600","STXBP5"
"601","PDZRN3"
"602","DENND5A"
"603","EEF1G"
"604","SMAD3"
"605","NFE2L1"
"606","F3"
"607","MCTP2"
"608","SUCO"
"609","GYS1"
"610","NNMT"
"611","TTTY14"
"612","ITGA5"
"613","FBLN1"
"614","FRS2"
"615","IPO9-AS1"
"616","CEP112"
"617","MAK"
"618","VEGFA"
"619","NR2F1"
"620","PKIG"
"621","FOSL2"
"622","PRR16"
"623","DAB2"
"624","RPL3"
"625","PPP4R2"
"626","MINDY4"
"627","CACNA1C"
"628","SRGAP2B"
"629","TANC2"
"630","TPT1"
"631","PIK3C3"
"632","B4GALT1"
"633","KIF13A"
"634","RAD23B"
"635","ERI3"
"636","TIPARP"
