"","x"
"197","SNX29"
"198","CNTRL"
"199","PPFIBP2"
"200","GGA2"
"201","EFCAB13"
"202","RUBCN"
"203","LARGE1"
"204","FGD2"
"205","MYCBP2-AS1"
"206","FAM53B"
"207","DIPK1A"
"208","VAV1"
"209","ACAP1"
"210","RABEP1"
"211","PRKD2"
"212","PACS1"
"213","AMZ1"
"214","MIATNB"
"215","GABPB1-AS1"
"216","INSYN2B"
"217","SP140L"
"218","PSIP1"
"219","TRIM22"
"220","ATF7IP"
"221","ATM"
"222","NCOA3"
"223","COBLL1"
"224","CIITA"
"225","INPP5A"
"226","TNRC6B"
"227","TRIM5"
"228","TRAF3"
"229","SMCHD1"
"230","KLHL5"
"231","TMEM131"
"232","RHBDF2"
"233","FNBP1"
"234","HSPA4"
"235","PLEKHA2"
"236","TLE4"
"237","MTPN"
"238","ABHD15-AS1"
"239","PHTF2"
"240","HLA-DPB1"
"241","ATP8B1"
"242","CAMK1D"
"243","GRK3"
"244","ZHX2"
"245","TTN"
"246","REL"
"247","COL4A4"
"248","OFD1"
"249","TBC1D22A"
"250","VAV2"
"251","SLC12A6"
"252","NCK2"
"253","MFN1"
"254","PVT1"
"255","KDM4C"
"256","NGLY1"
"257","C1GALT1"
"258","CLYBL"
"259","TUT4"
"260","KLF12"
"261","ZNF827"
"262","DGKD"
"263","ENTPD4"
"264","LRRK1"
"265","BMP2K"
"266","WASHC4"
"267","NLRC5"
"268","MAP4K4"
"269","TPK1"
"270","ARHGAP17"
"271","FUT8"
"272","TBC1D1"
"273","CCDC6"
"274","CEPT1"
"275","PLCL2"
"276","TBC1D32"
"277","RABGAP1L"
"278","UTY"
"279","DOCK2"
"280","TRAK1"
"281","ZDHHC21"
"282","IFT57"
"283","MTSS1"
"284","MARCH8"
"285","VRK2"
"286","CCDC18"
"287","FAM214A"
"288","ENTPD1-AS1"
"289","KHDRBS2"
"290","DOCK8"
"291","CCDC88C"
"292","ADK"
"293","GSAP"
"294","ARID5B"
"295","BBX"
"296","COA1"
"297","VAV3"
"298","RPS6KA5"
"299","RFX3-AS1"
"300","MTMR1"
"301","UST"
"302","MDM4"
"303","KCNQ1"
"304","C11orf80"
"305","STK4"
"306","TFEC"
"307","AKAP11"
"308","FGD3"
"309","UBE2D2"
"310","CD96"
"311","DENND4A"
"312","PTK2B"
"313","LRRC8D"
"314","ST8SIA4"
"315","CSNK1G3"
"316","TLK1"
"317","CEP85L"
"318","BOD1L1"
"319","HIVEP1"
"320","ZNF532"
"321","MYCBP2"
"322","MGMT"
"323","ANXA6"
"324","PCED1B"
"325","AKNA"
"326","RNASEH2B"
"327","DOCK10"
"328","FLI1"
"329","PDCD4"
"330","ARHGEF1"
"331","PPP3CC"
"332","PAN3"
"333","ARID1B"
"334","TTC13"
"335","TP53INP1"
"336","IQSEC1"
"337","CSGALNACT1"
"338","TMLHE-AS1"
"339","TRIM38"
"340","ITSN2"
"341","TBC1D5"
"342","NPIPB5"
"343","BTG1"
"344","SNX10"
"345","STIM2"
"346","MCPH1"
"347","FARP2"
"348","PCGF5"
"349","APBB1IP"
"350","CWF19L2"
"351","RB1"
"352","NUBPL"
"353","LAPTM5"
"354","SSH2"
"355","PIKFYVE"
"356","EZR"
"357","ELMO1"
"358","MAPK8IP3"
"359","PTPRC"
"360","USP24"
"361","MSI2"
"362","CUL3"
"363","SPOPL"
"364","RFX3"
"365","RBM26"
"366","NDUFAF6"
"367","NLRP1"
"368","EPB41"
"369","SLC23A2"
"370","SREBF2"
"371","SETX"
"372","CYBB"
"373","DOCK11"
"374","RASSF3"
"375","RAB11A"
"376","COMMD10"
"377","MAPRE2"
"378","PRKD3"
"379","TRANK1"
"380","CCM2"
