"","x"
"269","TRIM23"
"270","AMMECR1"
"271","KDM5D"
"272","UBR2"
"273","ZFYVE1"
"274","CKAP5"
"275","FBXO9"
"276","CTNNAL1"
"277","TXNL1"
"278","SPC25"
"279","BCL11A"
"280","CDYL"
"281","EHBP1L1"
"282","ZGRF1"
"283","PIP4K2A"
"284","RNF10"
"285","ARL6IP1"
"286","TFRC"
"287","RMND5A"
"288","TFDP2"
"289","GTPBP1"
"290","DSTYK"
"291","STOM"
"292","MIAT"
"293","USP32"
"294","GTF2B"
"295","TCF3"
"296","SSBP3"
"297","LTBP1"
"298","BRD8"
"299","TSC1"
"300","CLIC2"
"301","ZCCHC8"
"302","TACC3"
"303","MICAL2"
"304","NUP153"
"305","ZFPM1"
"306","G2E3"
"307","IGF2BP2"
"308","FLCN"
"309","NDEL1"
"310","RDH11"
"311","RRM1"
"312","ATAD5"
"313","GAS2L3"
"314","WDR26"
"315","TMEM59"
"316","FBXO34"
"317","ZMYND8"
"318","PRR5"
"319","MPHOSPH9"
"320","SERINC1"
"321","PCGF5"
"322","TERF2IP"
"323","STX2"
"324","PPP2R1B"
"325","ZDHHC17"
"326","KANK2"
"327","UGGT1"
"328","PIP5K1B"
"329","PER1"
"330","C2CD3"
"331","WIPI2"
"332","CEP152"
"333","GAPVD1"
"334","HDGF"
"335","KLF3"
"336","SLC11A2"
"337","TBC1D15"
"338","PSME4"
"339","TBC1D23"
"340","SESN3"
"341","KDM6A"
"342","KIAA0232"
"343","PDCD10"
"344","FGFR1OP"
"345","CEP44"
"346","HIPK1"
"347","C1GALT1"
"348","RNF19A"
"349","SORBS1"
"350","MTRNR2L8"
"351","PSMG4"
"352","KAT2B"
"353","CLK4"
"354","PAQR3"
"355","MIS18BP1"
"356","EPN2"
"357","ZNF326"
"358","DDB1"
"359","CHPT1"
"360","FOXO3"
"361","BCL2L1"
"362","SP4"
"363","VPS13B"
"364","MORC3"
"365","IMMP1L"
"366","SEC14L1"
"367","MTMR3"
"368","SENP7"
"369","RHBDD1"
"370","NDE1"
"371","AMBRA1"
"372","AP2A1"
"373","CRAMP1"
"374","UBE2B"
"375","GPCPD1"
"376","CNNM2"
"377","MARCH6"
"378","SLC7A1"
"379","RYBP"
"380","OSBPL2"
"381","UHRF2"
"382","AKAP7"
"383","EZH1"
"384","RAD21"
"385","DCUN1D1"
"386","NUTM2A-AS1"
"387","CENPC"
"388","RICTOR"
"389","DCAF6"
"390","AGPAT4"
"391","SLC40A1"
"392","TPST2"
"393","ABCB7"
"394","COL18A1"
"395","SIK2"
"396","H2AFV"
"397","NFIA"
"398","TNK2"
"399","NEK7"
"400","TMBIM1"
"401","FCHO2"
"402","CDK5RAP2"
"403","METTL7A"
"404","BARD1"
"405","PNPLA8"
"406","LNPK"
"407","NAPB"
"408","DDX3Y"
"409","ASAP1"
"410","RFFL"
"411","NSD2"
"412","PPM1D"
"413","H3F3A"
"414","KATNAL1"
"415","YTHDC1"
"416","CYBRD1"
"417","TM9SF3"
"418","NAP1L4"
"419","RABGAP1L"
"420","PHF12"
"421","TMPO"
"422","JMY"
"423","ZNF800"
"424","HADHB"
"425","PANK3"
"426","PCMT1"
"427","CREBRF"
"428","MBNL2"
"429","GSPT1"
"430","MLXIP"
"431","PPM1A"
"432","FAM160B1"
"433","KLF13"
"434","BTRC"
"435","FRYL"
"436","ZMIZ1"
"437","FBXL4"
"438","ATL2"
"439","KDM7A"
"440","SERINC3"
"441","MARF1"
"442","USP14"
"443","AP2B1"
"444","PCM1"
"445","CEP192"
"446","CLASP1"
"447","CALM2"
"448","SCAF4"
"449","PPIP5K2"
"450","SLC20A1"
"451","KDM4C"
"452","INTS6L"
"453","ST3GAL2"
"454","RXRA"
"455","UBN2"
"456","TCEA1"
"457","UTY"
"458","KBTBD2"
"459","LIN54"
"460","IP6K1"
"461","PKN2"
"462","CCDC18"
"463","AGO2"
"464","SH3GL1"
"465","OAZ1"
"466","WDR48"
"467","HBS1L"
"468","CENPP"
"469","NCEH1"
"470","PRELID2"
"471","KIAA0586"
"472","USP24"
"473","AGTPBP1"
"474","RSRP1"
"475","OFD1"
"476","CDK19"
"477","DCP2"
"478","TMEM245"
"479","PCMTD1"
"480","IGF1R"
"481","SGMS1"
"482","STK24"
"483","ITGA4"
"484","DYRK1A"
"485","VPS13A"
"486","GARS"
"487","HP1BP3"
"488","RBM33"
"489","NAPA"
"490","NR3C1"
"491","SUZ12"
"492","MED13"
"493","MAN2A1"
"494","ADD1"
"495","SMC3"
"496","ZER1"
"497","NFIX"
"498","OPTN"
"499","GAB1"
"500","TNS1"
"501","KDM3B"
"502","LEPR"
"503","PDZD8"
"504","MFHAS1"
"505","PAN3"
"506","USP9X"
"507","PLCL2"
"508","RSRC2"
"509","YBX3"
"510","ANKH"
"511","HK1"
"512","SF3B1"
"513","PTAR1"
"514","ARMC8"
"515","BCL2L11"
"516","CD55"
"517","FAM13A"
"518","RALGPS2"
"519","NUP98"
"520","SAFB"
"521","PBX1"
"522","TENT5C"
"523","PSPC1"
"524","U2SURP"
"525","DNAJB6"
"526","MMS22L"
"527","CDH1"
"528","PHIP"
"529","XRN1"
"530","ARID4A"
"531","AKAP9"
"532","SNX29"
"533","LARP1"
"534","CLK1"
"535","KIDINS220"
"536","KMT2E"
"537","UBE2K"
"538","CYTOR"
"539","SCFD1"
"540","TNXB"
"541","RSRC1"
"542","GIGYF2"
"543","AFF1"
"544","MIR29B2CHG"
"545","LRRFIP2"
"546","TANK"
"547","XPR1"
"548","PPP3R1"
"549","BRD4"
"550","CAMKMT"
"551","LCOR"
"552","CD2AP"
"553","MED13L"
"554","TNRC6B"
"555","CLTC"
"556","ZNF644"
"557","MAPK1"
"558","DENND1A"
"559","MYH10"
"560","PPP6R3"
"561","NIPBL"
"562","UBR5"
"563","NEDD4L"
"564","STRN3"
"565","MKLN1"
"566","USP48"
"567","WAC"
"568","KMT2A"
